OxTG,[M+NH4]+,[M+H-nH2O]+,[M+H-nH2O2]+,[M+H-nH2O-R1COOH]+,[M+H-nH2O-R2COOH]+,[M+H-nH2O-R3COOH]+,[M+H-nH2O2-R1COOH]+,[M+H-nH2O2-R2COOH]+,[M+H-nH2O2-R3COOH]+
OxTG(20:2(OOHOOH)_22:6(OOHOOH)_20:4)+NH4,1124.76085,963.6497404,971.7123404,699.4619304,679.4932304,731.4517904,667.4721104,647.5034104,667.4721504
OxTG(20:2(OOHOOH)_22:6(OOHOOH)_20:5)+NH4,1122.74525,961.6341404,969.6967404,697.4463304,677.4776304,731.4517904,665.4565104,645.4878104,667.4721504
OxTG(20:2(OOHOOH)_22:6(OOHOOH)_22:5)+NH4,1150.77655,989.6654404,997.7280404,725.4776304,705.5089304,731.4517904,693.4878104,673.5191104,667.4721504
OxTG(20:2(OOHOOH)_22:6(OOHOOH)_22:6)+NH4,1148.76085,987.6497404,995.7123404,723.4619304,703.4932304,731.4517904,691.4721104,671.5034104,667.4721504
OxTG(20:2(OOHOOH)_24:1(OOHOOH)_14:0)+NH4,1086.83915,925.7280404,933.7906404,661.5402304,603.4619304,769.5613904,629.5504104,571.4721104,705.5817504
OxTG(20:2(OOHOOH)_24:1(OOHOOH)_14:1)+NH4,1084.82355,923.7124404,931.7750404,659.5246304,601.4463304,769.5613904,627.5348104,569.4565104,705.5817504
OxTG(20:2(OOHOOH)_24:1(OOHOOH)_16:0)+NH4,1114.87045,953.7593404,961.8219404,689.5715304,631.4932304,769.5613904,657.5817104,599.5034104,705.5817504
OxTG(20:2(OOHOOH)_24:1(OOHOOH)_16:1)+NH4,1112.85485,951.7437404,959.8063404,687.5559304,629.4776304,769.5613904,655.5661104,597.4878104,705.5817504
OxTG(20:2(OOHOOH)_24:1(OOHOOH)_18:0)+NH4,1142.90175,981.7906404,989.8532404,717.6028304,659.5245304,769.5613904,685.6130104,627.5347104,705.5817504
OxTG(20:2(OOHOOH)_24:1(OOHOOH)_18:1)+NH4,1140.88615,979.7750404,987.8376404,715.5872304,657.5089304,769.5613904,683.5974104,625.5191104,705.5817504
OxTG(20:2(OOHOOH)_24:1(OOHOOH)_18:2)+NH4,1138.87045,977.7593404,985.8219404,713.5715304,655.4932304,769.5613904,681.5817104,623.5034104,705.5817504
OxTG(20:2(OOHOOH)_24:1(OOHOOH)_18:3)+NH4,1136.85485,975.7437404,983.8063404,711.5559304,653.4776304,769.5613904,679.5661104,621.4878104,705.5817504
OxTG(20:2(OOHOOH)_24:1(OOHOOH)_18:4)+NH4,1134.83915,973.7280404,981.7906404,709.5402304,651.4619304,769.5613904,677.5504104,619.4721104,705.5817504
OxTG(20:2(OOHOOH)_24:1(OOHOOH)_20:4)+NH4,1162.87045,1001.75934,1009.82194,737.5715304,679.4932304,769.5613904,705.5817104,647.5034104,705.5817504
OxTG(20:2(OOHOOH)_24:1(OOHOOH)_20:5)+NH4,1160.85485,999.7437404,1007.80634,735.5559304,677.4776304,769.5613904,703.5661104,645.4878104,705.5817504
OxTG(20:2(OOHOOH)_24:1(OOHOOH)_22:5)+NH4,1188.88615,1027.77504,1035.83764,763.5872304,705.5089304,769.5613904,731.5974104,673.5191104,705.5817504
OxTG(20:2(OOHOOH)_24:1(OOHOOH)_22:6)+NH4,1186.87045,1025.75934,1033.82194,761.5715304,703.4932304,769.5613904,729.5817104,671.5034104,705.5817504
OxTG(20:3(OOHOOH)_20:3(OOHOOH)_14:0)+NH4,1024.72965,863.6185404,871.6811404,601.4463304,601.4463304,707.4518904,569.4565104,569.4565104,643.4722504
OxTG(20:3(OOHOOH)_20:3(OOHOOH)_14:1)+NH4,1022.71405,861.6029404,869.6655404,599.4307304,599.4307304,707.4518904,567.4409104,567.4409104,643.4722504
OxTG(20:3(OOHOOH)_20:3(OOHOOH)_16:0)+NH4,1052.76095,891.6498404,899.7124404,629.4776304,629.4776304,707.4518904,597.4878104,597.4878104,643.4722504
OxTG(20:3(OOHOOH)_20:3(OOHOOH)_16:1)+NH4,1050.74535,889.6342404,897.6968404,627.4620304,627.4620304,707.4518904,595.4722104,595.4722104,643.4722504
OxTG(20:3(OOHOOH)_20:3(OOHOOH)_18:0)+NH4,1080.79225,919.6811404,927.7437404,657.5089304,657.5089304,707.4518904,625.5191104,625.5191104,643.4722504
OxTG(20:3(OOHOOH)_20:3(OOHOOH)_18:1)+NH4,1078.77665,917.6655404,925.7281404,655.4933304,655.4933304,707.4518904,623.5035104,623.5035104,643.4722504
OxTG(20:3(OOHOOH)_20:3(OOHOOH)_18:2)+NH4,1076.76095,915.6498404,923.7124404,653.4776304,653.4776304,707.4518904,621.4878104,621.4878104,643.4722504
OxTG(20:3(OOHOOH)_20:3(OOHOOH)_18:3)+NH4,1074.74535,913.6342404,921.6968404,651.4620304,651.4620304,707.4518904,619.4722104,619.4722104,643.4722504
OxTG(20:3(OOHOOH)_20:3(OOHOOH)_18:4)+NH4,1072.72965,911.6185404,919.6811404,649.4463304,649.4463304,707.4518904,617.4565104,617.4565104,643.4722504
OxTG(20:3(OOHOOH)_20:3(OOHOOH)_20:4)+NH4,1100.76095,939.6498404,947.7124404,677.4776304,677.4776304,707.4518904,645.4878104,645.4878104,643.4722504
OxTG(20:3(OOHOOH)_20:3(OOHOOH)_20:5)+NH4,1098.74535,937.6342404,945.6968404,675.4620304,675.4620304,707.4518904,643.4722104,643.4722104,643.4722504
OxTG(20:3(OOHOOH)_20:3(OOHOOH)_22:5)+NH4,1126.77665,965.6655404,973.7281404,703.4933304,703.4933304,707.4518904,671.5035104,671.5035104,643.4722504
OxTG(20:3(OOHOOH)_20:3(OOHOOH)_22:6)+NH4,1124.76095,963.6498404,971.7124404,701.4776304,701.4776304,707.4518904,669.4878104,669.4878104,643.4722504
OxTG(20:3(OOHOOH)_20:4(OOHOOH)_14:0)+NH4,1022.71395,861.6028404,869.6654404,599.4306304,601.4463304,705.4361904,567.4408104,569.4565104,641.4565504
OxTG(20:3(OOHOOH)_20:4(OOHOOH)_14:1)+NH4,1020.69835,859.5872404,867.6498404,597.4150304,599.4307304,705.4361904,565.4252104,567.4409104,641.4565504
OxTG(20:3(OOHOOH)_20:4(OOHOOH)_16:0)+NH4,1050.74525,889.6341404,897.6967404,627.4619304,629.4776304,705.4361904,595.4721104,597.4878104,641.4565504
OxTG(20:3(OOHOOH)_20:4(OOHOOH)_16:1)+NH4,1048.72965,887.6185404,895.6811404,625.4463304,627.4620304,705.4361904,593.4565104,595.4722104,641.4565504
OxTG(20:3(OOHOOH)_20:4(OOHOOH)_18:0)+NH4,1078.77655,917.6654404,925.7280404,655.4932304,657.5089304,705.4361904,623.5034104,625.5191104,641.4565504
OxTG(20:3(OOHOOH)_20:4(OOHOOH)_18:1)+NH4,1076.76095,915.6498404,923.7124404,653.4776304,655.4933304,705.4361904,621.4878104,623.5035104,641.4565504
OxTG(20:3(OOHOOH)_20:4(OOHOOH)_18:2)+NH4,1074.74525,913.6341404,921.6967404,651.4619304,653.4776304,705.4361904,619.4721104,621.4878104,641.4565504
OxTG(20:3(OOHOOH)_20:4(OOHOOH)_18:3)+NH4,1072.72965,911.6185404,919.6811404,649.4463304,651.4620304,705.4361904,617.4565104,619.4722104,641.4565504
OxTG(20:3(OOHOOH)_20:4(OOHOOH)_18:4)+NH4,1070.71395,909.6028404,917.6654404,647.4306304,649.4463304,705.4361904,615.4408104,617.4565104,641.4565504
OxTG(20:3(OOHOOH)_20:4(OOHOOH)_20:4)+NH4,1098.74525,937.6341404,945.6967404,675.4619304,677.4776304,705.4361904,643.4721104,645.4878104,641.4565504
OxTG(20:3(OOHOOH)_20:4(OOHOOH)_20:5)+NH4,1096.72965,935.6185404,943.6811404,673.4463304,675.4620304,705.4361904,641.4565104,643.4722104,641.4565504
OxTG(20:3(OOHOOH)_20:4(OOHOOH)_22:5)+NH4,1124.76095,963.6498404,971.7124404,701.4776304,703.4933304,705.4361904,669.4878104,671.5035104,641.4565504
OxTG(20:3(OOHOOH)_20:4(OOHOOH)_22:6)+NH4,1122.74525,961.6341404,969.6967404,699.4619304,701.4776304,705.4361904,667.4721104,669.4878104,641.4565504
OxTG(20:3(OOHOOH)_20:5(OOHOOH)_14:0)+NH4,1020.69835,859.5872404,867.6498404,597.4150304,601.4463304,703.4205904,565.4252104,569.4565104,639.4409504
OxTG(20:3(OOHOOH)_20:5(OOHOOH)_14:1)+NH4,1018.68275,857.5716404,865.6342404,595.3994304,599.4307304,703.4205904,563.4096104,567.4409104,639.4409504
OxTG(20:3(OOHOOH)_20:5(OOHOOH)_16:0)+NH4,1048.72965,887.6185404,895.6811404,625.4463304,629.4776304,703.4205904,593.4565104,597.4878104,639.4409504
OxTG(20:3(OOHOOH)_20:5(OOHOOH)_16:1)+NH4,1046.71405,885.6029404,893.6655404,623.4307304,627.4620304,703.4205904,591.4409104,595.4722104,639.4409504
OxTG(20:3(OOHOOH)_20:5(OOHOOH)_18:0)+NH4,1076.76095,915.6498404,923.7124404,653.4776304,657.5089304,703.4205904,621.4878104,625.5191104,639.4409504
OxTG(20:3(OOHOOH)_20:5(OOHOOH)_18:1)+NH4,1074.74535,913.6342404,921.6968404,651.4620304,655.4933304,703.4205904,619.4722104,623.5035104,639.4409504
OxTG(20:3(OOHOOH)_20:5(OOHOOH)_18:2)+NH4,1072.72965,911.6185404,919.6811404,649.4463304,653.4776304,703.4205904,617.4565104,621.4878104,639.4409504
OxTG(20:3(OOHOOH)_20:5(OOHOOH)_18:3)+NH4,1070.71405,909.6029404,917.6655404,647.4307304,651.4620304,703.4205904,615.4409104,619.4722104,639.4409504
OxTG(20:3(OOHOOH)_20:5(OOHOOH)_18:4)+NH4,1068.69835,907.5872404,915.6498404,645.4150304,649.4463304,703.4205904,613.4252104,617.4565104,639.4409504
OxTG(20:3(OOHOOH)_20:5(OOHOOH)_20:4)+NH4,1096.72965,935.6185404,943.6811404,673.4463304,677.4776304,703.4205904,641.4565104,645.4878104,639.4409504
OxTG(20:3(OOHOOH)_20:5(OOHOOH)_20:5)+NH4,1094.71405,933.6029404,941.6655404,671.4307304,675.4620304,703.4205904,639.4409104,643.4722104,639.4409504
OxTG(20:3(OOHOOH)_20:5(OOHOOH)_22:5)+NH4,1122.74535,961.6342404,969.6968404,699.4620304,703.4933304,703.4205904,667.4722104,671.5035104,639.4409504
OxTG(20:3(OOHOOH)_20:5(OOHOOH)_22:6)+NH4,1120.72965,959.6185404,967.6811404,697.4463304,701.4776304,703.4205904,665.4565104,669.4878104,639.4409504
OxTG(20:3(OOHOOH)_22:1(OOHOOH)_14:0)+NH4,1056.79225,895.6811404,903.7437404,633.5089304,601.4463304,739.5144904,601.5191104,569.4565104,675.5348504
OxTG(20:3(OOHOOH)_22:1(OOHOOH)_14:1)+NH4,1054.77665,893.6655404,901.7281404,631.4933304,599.4307304,739.5144904,599.5035104,567.4409104,675.5348504
OxTG(20:3(OOHOOH)_22:1(OOHOOH)_16:0)+NH4,1084.82355,923.7124404,931.7750404,661.5402304,629.4776304,739.5144904,629.5504104,597.4878104,675.5348504
OxTG(20:3(OOHOOH)_22:1(OOHOOH)_16:1)+NH4,1082.80795,921.6968404,929.7594404,659.5246304,627.4620304,739.5144904,627.5348104,595.4722104,675.5348504
OxTG(20:3(OOHOOH)_22:1(OOHOOH)_18:0)+NH4,1112.85485,951.7437404,959.8063404,689.5715304,657.5089304,739.5144904,657.5817104,625.5191104,675.5348504
OxTG(20:3(OOHOOH)_22:1(OOHOOH)_18:1)+NH4,1110.83925,949.7281404,957.7907404,687.5559304,655.4933304,739.5144904,655.5661104,623.5035104,675.5348504
OxTG(20:3(OOHOOH)_22:1(OOHOOH)_18:2)+NH4,1108.82355,947.7124404,955.7750404,685.5402304,653.4776304,739.5144904,653.5504104,621.4878104,675.5348504
OxTG(20:3(OOHOOH)_22:1(OOHOOH)_18:3)+NH4,1106.80795,945.6968404,953.7594404,683.5246304,651.4620304,739.5144904,651.5348104,619.4722104,675.5348504
OxTG(20:3(OOHOOH)_22:1(OOHOOH)_18:4)+NH4,1104.79225,943.6811404,951.7437404,681.5089304,649.4463304,739.5144904,649.5191104,617.4565104,675.5348504
OxTG(20:3(OOHOOH)_22:1(OOHOOH)_20:4)+NH4,1132.82355,971.7124404,979.7750404,709.5402304,677.4776304,739.5144904,677.5504104,645.4878104,675.5348504
OxTG(20:3(OOHOOH)_22:1(OOHOOH)_20:5)+NH4,1130.80795,969.6968404,977.7594404,707.5246304,675.4620304,739.5144904,675.5348104,643.4722104,675.5348504
OxTG(20:3(OOHOOH)_22:1(OOHOOH)_22:5)+NH4,1158.83925,997.7281404,1005.79074,735.5559304,703.4933304,739.5144904,703.5661104,671.5035104,675.5348504
OxTG(20:3(OOHOOH)_22:1(OOHOOH)_22:6)+NH4,1156.82355,995.7124404,1003.77504,733.5402304,701.4776304,739.5144904,701.5504104,669.4878104,675.5348504
OxTG(20:3(OOHOOH)_22:2(OOHOOH)_14:0)+NH4,1054.77655,893.6654404,901.7280404,631.4932304,601.4463304,737.4987904,599.5034104,569.4565104,673.5191504
OxTG(20:3(OOHOOH)_22:2(OOHOOH)_14:1)+NH4,1052.76095,891.6498404,899.7124404,629.4776304,599.4307304,737.4987904,597.4878104,567.4409104,673.5191504
OxTG(20:3(OOHOOH)_22:2(OOHOOH)_16:0)+NH4,1082.80785,921.6967404,929.7593404,659.5245304,629.4776304,737.4987904,627.5347104,597.4878104,673.5191504
OxTG(20:3(OOHOOH)_22:2(OOHOOH)_16:1)+NH4,1080.79225,919.6811404,927.7437404,657.5089304,627.4620304,737.4987904,625.5191104,595.4722104,673.5191504
OxTG(20:3(OOHOOH)_22:2(OOHOOH)_18:0)+NH4,1110.83915,949.7280404,957.7906404,687.5558304,657.5089304,737.4987904,655.5660104,625.5191104,673.5191504
OxTG(20:3(OOHOOH)_22:2(OOHOOH)_18:1)+NH4,1108.82355,947.7124404,955.7750404,685.5402304,655.4933304,737.4987904,653.5504104,623.5035104,673.5191504
OxTG(20:3(OOHOOH)_22:2(OOHOOH)_18:2)+NH4,1106.80785,945.6967404,953.7593404,683.5245304,653.4776304,737.4987904,651.5347104,621.4878104,673.5191504
OxTG(20:3(OOHOOH)_22:2(OOHOOH)_18:3)+NH4,1104.79225,943.6811404,951.7437404,681.5089304,651.4620304,737.4987904,649.5191104,619.4722104,673.5191504
OxTG(20:3(OOHOOH)_22:2(OOHOOH)_18:4)+NH4,1102.77655,941.6654404,949.7280404,679.4932304,649.4463304,737.4987904,647.5034104,617.4565104,673.5191504
OxTG(20:3(OOHOOH)_22:2(OOHOOH)_20:4)+NH4,1130.80785,969.6967404,977.7593404,707.5245304,677.4776304,737.4987904,675.5347104,645.4878104,673.5191504
OxTG(20:3(OOHOOH)_22:2(OOHOOH)_20:5)+NH4,1128.79225,967.6811404,975.7437404,705.5089304,675.4620304,737.4987904,673.5191104,643.4722104,673.5191504
OxTG(20:3(OOHOOH)_22:2(OOHOOH)_22:5)+NH4,1156.82355,995.7124404,1003.77504,733.5402304,703.4933304,737.4987904,701.5504104,671.5035104,673.5191504
OxTG(20:3(OOHOOH)_22:2(OOHOOH)_22:6)+NH4,1154.80785,993.6967404,1001.75934,731.5245304,701.4776304,737.4987904,699.5347104,669.4878104,673.5191504
OxTG(20:3(OOHOOH)_22:3(OOHOOH)_14:0)+NH4,1052.76095,891.6498404,899.7124404,629.4776304,601.4463304,735.4831904,597.4878104,569.4565104,671.5035504
OxTG(20:3(OOHOOH)_22:3(OOHOOH)_14:1)+NH4,1050.74535,889.6342404,897.6968404,627.4620304,599.4307304,735.4831904,595.4722104,567.4409104,671.5035504
OxTG(20:3(OOHOOH)_22:3(OOHOOH)_16:0)+NH4,1080.79225,919.6811404,927.7437404,657.5089304,629.4776304,735.4831904,625.5191104,597.4878104,671.5035504
OxTG(20:3(OOHOOH)_22:3(OOHOOH)_16:1)+NH4,1078.77665,917.6655404,925.7281404,655.4933304,627.4620304,735.4831904,623.5035104,595.4722104,671.5035504
OxTG(20:3(OOHOOH)_22:3(OOHOOH)_18:0)+NH4,1108.82355,947.7124404,955.7750404,685.5402304,657.5089304,735.4831904,653.5504104,625.5191104,671.5035504
OxTG(20:3(OOHOOH)_22:3(OOHOOH)_18:1)+NH4,1106.80795,945.6968404,953.7594404,683.5246304,655.4933304,735.4831904,651.5348104,623.5035104,671.5035504
OxTG(20:3(OOHOOH)_22:3(OOHOOH)_18:2)+NH4,1104.79225,943.6811404,951.7437404,681.5089304,653.4776304,735.4831904,649.5191104,621.4878104,671.5035504
OxTG(20:3(OOHOOH)_22:3(OOHOOH)_18:3)+NH4,1102.77665,941.6655404,949.7281404,679.4933304,651.4620304,735.4831904,647.5035104,619.4722104,671.5035504
OxTG(20:3(OOHOOH)_22:3(OOHOOH)_18:4)+NH4,1100.76095,939.6498404,947.7124404,677.4776304,649.4463304,735.4831904,645.4878104,617.4565104,671.5035504
OxTG(20:3(OOHOOH)_22:3(OOHOOH)_20:4)+NH4,1128.79225,967.6811404,975.7437404,705.5089304,677.4776304,735.4831904,673.5191104,645.4878104,671.5035504
OxTG(20:3(OOHOOH)_22:3(OOHOOH)_20:5)+NH4,1126.77665,965.6655404,973.7281404,703.4933304,675.4620304,735.4831904,671.5035104,643.4722104,671.5035504
OxTG(20:3(OOHOOH)_22:3(OOHOOH)_22:5)+NH4,1154.80795,993.6968404,1001.75944,731.5246304,703.4933304,735.4831904,699.5348104,671.5035104,671.5035504
OxTG(20:3(OOHOOH)_22:3(OOHOOH)_22:6)+NH4,1152.79225,991.6811404,999.7437404,729.5089304,701.4776304,735.4831904,697.5191104,669.4878104,671.5035504
OxTG(20:3(OOHOOH)_22:4(OOHOOH)_14:0)+NH4,1050.74525,889.6341404,897.6967404,627.4619304,601.4463304,733.4674904,595.4721104,569.4565104,669.4878504
OxTG(20:3(OOHOOH)_22:4(OOHOOH)_14:1)+NH4,1048.72965,887.6185404,895.6811404,625.4463304,599.4307304,733.4674904,593.4565104,567.4409104,669.4878504
OxTG(20:3(OOHOOH)_22:4(OOHOOH)_16:0)+NH4,1078.77655,917.6654404,925.7280404,655.4932304,629.4776304,733.4674904,623.5034104,597.4878104,669.4878504
OxTG(20:3(OOHOOH)_22:4(OOHOOH)_16:1)+NH4,1076.76095,915.6498404,923.7124404,653.4776304,627.4620304,733.4674904,621.4878104,595.4722104,669.4878504
OxTG(20:3(OOHOOH)_22:4(OOHOOH)_18:0)+NH4,1106.80785,945.6967404,953.7593404,683.5245304,657.5089304,733.4674904,651.5347104,625.5191104,669.4878504
OxTG(20:3(OOHOOH)_22:4(OOHOOH)_18:1)+NH4,1104.79225,943.6811404,951.7437404,681.5089304,655.4933304,733.4674904,649.5191104,623.5035104,669.4878504
OxTG(20:3(OOHOOH)_22:4(OOHOOH)_18:2)+NH4,1102.77655,941.6654404,949.7280404,679.4932304,653.4776304,733.4674904,647.5034104,621.4878104,669.4878504
OxTG(20:3(OOHOOH)_22:4(OOHOOH)_18:3)+NH4,1100.76095,939.6498404,947.7124404,677.4776304,651.4620304,733.4674904,645.4878104,619.4722104,669.4878504
OxTG(20:3(OOHOOH)_22:4(OOHOOH)_18:4)+NH4,1098.74525,937.6341404,945.6967404,675.4619304,649.4463304,733.4674904,643.4721104,617.4565104,669.4878504
OxTG(20:3(OOHOOH)_22:4(OOHOOH)_20:4)+NH4,1126.77655,965.6654404,973.7280404,703.4932304,677.4776304,733.4674904,671.5034104,645.4878104,669.4878504
OxTG(20:3(OOHOOH)_22:4(OOHOOH)_20:5)+NH4,1124.76095,963.6498404,971.7124404,701.4776304,675.4620304,733.4674904,669.4878104,643.4722104,669.4878504
OxTG(20:3(OOHOOH)_22:4(OOHOOH)_22:5)+NH4,1152.79225,991.6811404,999.7437404,729.5089304,703.4933304,733.4674904,697.5191104,671.5035104,669.4878504
OxTG(20:3(OOHOOH)_22:4(OOHOOH)_22:6)+NH4,1150.77655,989.6654404,997.7280404,727.4932304,701.4776304,733.4674904,695.5034104,669.4878104,669.4878504
OxTG(20:3(OOHOOH)_22:5(OOHOOH)_14:0)+NH4,1048.72965,887.6185404,895.6811404,625.4463304,601.4463304,731.4518904,593.4565104,569.4565104,667.4722504
OxTG(20:3(OOHOOH)_22:5(OOHOOH)_14:1)+NH4,1046.71405,885.6029404,893.6655404,623.4307304,599.4307304,731.4518904,591.4409104,567.4409104,667.4722504
OxTG(20:3(OOHOOH)_22:5(OOHOOH)_16:0)+NH4,1076.76095,915.6498404,923.7124404,653.4776304,629.4776304,731.4518904,621.4878104,597.4878104,667.4722504
OxTG(20:3(OOHOOH)_22:5(OOHOOH)_16:1)+NH4,1074.74535,913.6342404,921.6968404,651.4620304,627.4620304,731.4518904,619.4722104,595.4722104,667.4722504
OxTG(20:3(OOHOOH)_22:5(OOHOOH)_18:0)+NH4,1104.79225,943.6811404,951.7437404,681.5089304,657.5089304,731.4518904,649.5191104,625.5191104,667.4722504
OxTG(20:3(OOHOOH)_22:5(OOHOOH)_18:1)+NH4,1102.77665,941.6655404,949.7281404,679.4933304,655.4933304,731.4518904,647.5035104,623.5035104,667.4722504
OxTG(20:3(OOHOOH)_22:5(OOHOOH)_18:2)+NH4,1100.76095,939.6498404,947.7124404,677.4776304,653.4776304,731.4518904,645.4878104,621.4878104,667.4722504
OxTG(20:3(OOHOOH)_22:5(OOHOOH)_18:3)+NH4,1098.74535,937.6342404,945.6968404,675.4620304,651.4620304,731.4518904,643.4722104,619.4722104,667.4722504
OxTG(20:3(OOHOOH)_22:5(OOHOOH)_18:4)+NH4,1096.72965,935.6185404,943.6811404,673.4463304,649.4463304,731.4518904,641.4565104,617.4565104,667.4722504
OxTG(20:3(OOHOOH)_22:5(OOHOOH)_20:4)+NH4,1124.76095,963.6498404,971.7124404,701.4776304,677.4776304,731.4518904,669.4878104,645.4878104,667.4722504
OxTG(20:3(OOHOOH)_22:5(OOHOOH)_20:5)+NH4,1122.74535,961.6342404,969.6968404,699.4620304,675.4620304,731.4518904,667.4722104,643.4722104,667.4722504
OxTG(20:3(OOHOOH)_22:5(OOHOOH)_22:5)+NH4,1150.77665,989.6655404,997.7281404,727.4933304,703.4933304,731.4518904,695.5035104,671.5035104,667.4722504
OxTG(20:3(OOHOOH)_22:5(OOHOOH)_22:6)+NH4,1148.76095,987.6498404,995.7124404,725.4776304,701.4776304,731.4518904,693.4878104,669.4878104,667.4722504
OxTG(20:3(OOHOOH)_22:6(OOHOOH)_14:0)+NH4,1046.71395,885.6028404,893.6654404,623.4306304,601.4463304,729.4361904,591.4408104,569.4565104,665.4565504
OxTG(20:3(OOHOOH)_22:6(OOHOOH)_14:1)+NH4,1044.69835,883.5872404,891.6498404,621.4150304,599.4307304,729.4361904,589.4252104,567.4409104,665.4565504
OxTG(20:3(OOHOOH)_22:6(OOHOOH)_16:0)+NH4,1074.74525,913.6341404,921.6967404,651.4619304,629.4776304,729.4361904,619.4721104,597.4878104,665.4565504
OxTG(20:3(OOHOOH)_22:6(OOHOOH)_16:1)+NH4,1072.72965,911.6185404,919.6811404,649.4463304,627.4620304,729.4361904,617.4565104,595.4722104,665.4565504
OxTG(20:3(OOHOOH)_22:6(OOHOOH)_18:0)+NH4,1102.77655,941.6654404,949.7280404,679.4932304,657.5089304,729.4361904,647.5034104,625.5191104,665.4565504
OxTG(20:3(OOHOOH)_22:6(OOHOOH)_18:1)+NH4,1100.76095,939.6498404,947.7124404,677.4776304,655.4933304,729.4361904,645.4878104,623.5035104,665.4565504
OxTG(20:3(OOHOOH)_22:6(OOHOOH)_18:2)+NH4,1098.74525,937.6341404,945.6967404,675.4619304,653.4776304,729.4361904,643.4721104,621.4878104,665.4565504
OxTG(20:3(OOHOOH)_22:6(OOHOOH)_18:3)+NH4,1096.72965,935.6185404,943.6811404,673.4463304,651.4620304,729.4361904,641.4565104,619.4722104,665.4565504
OxTG(20:3(OOHOOH)_22:6(OOHOOH)_18:4)+NH4,1094.71395,933.6028404,941.6654404,671.4306304,649.4463304,729.4361904,639.4408104,617.4565104,665.4565504
OxTG(20:3(OOHOOH)_22:6(OOHOOH)_20:4)+NH4,1122.74525,961.6341404,969.6967404,699.4619304,677.4776304,729.4361904,667.4721104,645.4878104,665.4565504
OxTG(20:3(OOHOOH)_22:6(OOHOOH)_20:5)+NH4,1120.72965,959.6185404,967.6811404,697.4463304,675.4620304,729.4361904,665.4565104,643.4722104,665.4565504
OxTG(20:3(OOHOOH)_22:6(OOHOOH)_22:5)+NH4,1148.76095,987.6498404,995.7124404,725.4776304,703.4933304,729.4361904,693.4878104,671.5035104,665.4565504
OxTG(20:3(OOHOOH)_22:6(OOHOOH)_22:6)+NH4,1146.74525,985.6341404,993.6967404,723.4619304,701.4776304,729.4361904,691.4721104,669.4878104,665.4565504
OxTG(20:3(OOHOOH)_24:1(OOHOOH)_14:0)+NH4,1084.82355,923.7124404,931.7750404,661.5402304,601.4463304,767.5457904,629.5504104,569.4565104,703.5661504
OxTG(20:3(OOHOOH)_24:1(OOHOOH)_14:1)+NH4,1082.80795,921.6968404,929.7594404,659.5246304,599.4307304,767.5457904,627.5348104,567.4409104,703.5661504
OxTG(20:3(OOHOOH)_24:1(OOHOOH)_16:0)+NH4,1112.85485,951.7437404,959.8063404,689.5715304,629.4776304,767.5457904,657.5817104,597.4878104,703.5661504
OxTG(20:3(OOHOOH)_24:1(OOHOOH)_16:1)+NH4,1110.83925,949.7281404,957.7907404,687.5559304,627.4620304,767.5457904,655.5661104,595.4722104,703.5661504
OxTG(20:3(OOHOOH)_24:1(OOHOOH)_18:0)+NH4,1140.88615,979.7750404,987.8376404,717.6028304,657.5089304,767.5457904,685.6130104,625.5191104,703.5661504
OxTG(20:3(OOHOOH)_24:1(OOHOOH)_18:1)+NH4,1138.87055,977.7594404,985.8220404,715.5872304,655.4933304,767.5457904,683.5974104,623.5035104,703.5661504
OxTG(20:3(OOHOOH)_24:1(OOHOOH)_18:2)+NH4,1136.85485,975.7437404,983.8063404,713.5715304,653.4776304,767.5457904,681.5817104,621.4878104,703.5661504
OxTG(20:3(OOHOOH)_24:1(OOHOOH)_18:3)+NH4,1134.83925,973.7281404,981.7907404,711.5559304,651.4620304,767.5457904,679.5661104,619.4722104,703.5661504
OxTG(20:3(OOHOOH)_24:1(OOHOOH)_18:4)+NH4,1132.82355,971.7124404,979.7750404,709.5402304,649.4463304,767.5457904,677.5504104,617.4565104,703.5661504
OxTG(20:3(OOHOOH)_24:1(OOHOOH)_20:4)+NH4,1160.85485,999.7437404,1007.80634,737.5715304,677.4776304,767.5457904,705.5817104,645.4878104,703.5661504
OxTG(20:3(OOHOOH)_24:1(OOHOOH)_20:5)+NH4,1158.83925,997.7281404,1005.79074,735.5559304,675.4620304,767.5457904,703.5661104,643.4722104,703.5661504
OxTG(20:3(OOHOOH)_24:1(OOHOOH)_22:5)+NH4,1186.87055,1025.75944,1033.82204,763.5872304,703.4933304,767.5457904,731.5974104,671.5035104,703.5661504
OxTG(20:3(OOHOOH)_24:1(OOHOOH)_22:6)+NH4,1184.85485,1023.74374,1031.80634,761.5715304,701.4776304,767.5457904,729.5817104,669.4878104,703.5661504
OxTG(20:4(OOHOOH)_20:4(OOHOOH)_14:0)+NH4,1020.69825,859.5871404,867.6497404,599.4306304,599.4306304,703.4204904,567.4408104,567.4408104,639.4408504
OxTG(20:4(OOHOOH)_20:4(OOHOOH)_14:1)+NH4,1018.68265,857.5715404,865.6341404,597.4150304,597.4150304,703.4204904,565.4252104,565.4252104,639.4408504
OxTG(20:4(OOHOOH)_20:4(OOHOOH)_16:0)+NH4,1048.72955,887.6184404,895.6810404,627.4619304,627.4619304,703.4204904,595.4721104,595.4721104,639.4408504
