"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","MSDIAL_AHexSIS","[M+NH4]+","1","2","RT_min","RT_max","Comment","RT at Max Intensity","MSDIAL_AHexSIS","[M+NH4]+","1","2","RT_min","RT_max","Comment","Number of Scans","MSDIAL_AHexSIS","[M+NH4]+","1","2","RT_min","RT_max","Comment","Max Intensity","MSDIAL_AHexSIS","[M+NH4]+","1","2","RT_min","RT_max","Comment","Average m/z","MSDIAL_AHexSIS","[M+NH4]+","1","2","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","MSDIAL_AHexSIS","[M+NH4]+","1","2","RT_min","RT_max","Comment"
"","MSDIAL_ST 29:1;O;Hex;FA 22:3;[M+NH4]+;CCCCC\C=C/C\C=C/C\C=C/CCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;ZEEQNVSDODQKCV-BYBPBHJYNA-N;C57H96O7",0,0,0,"11.2526636363636","11.5526636363636","7964","","MSDIAL_ST 29:1;O;Hex;FA 22:3;[M+NH4]+;CCCCC\C=C/C\C=C/C\C=C/CCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;ZEEQNVSDODQKCV-BYBPBHJYNA-N;C57H96O7",0,0,0,"11.2526636363636","11.5526636363636","7964","","MSDIAL_ST 29:1;O;Hex;FA 22:3;[M+NH4]+;CCCCC\C=C/C\C=C/C\C=C/CCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;ZEEQNVSDODQKCV-BYBPBHJYNA-N;C57H96O7",0,0,0,"11.2526636363636","11.5526636363636","7964","","MSDIAL_ST 29:1;O;Hex;FA 22:3;[M+NH4]+;CCCCC\C=C/C\C=C/C\C=C/CCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;ZEEQNVSDODQKCV-BYBPBHJYNA-N;C57H96O7",0,0,0,"11.2526636363636","11.5526636363636","7964","","MSDIAL_ST 29:1;O;Hex;FA 22:3;[M+NH4]+;CCCCC\C=C/C\C=C/C\C=C/CCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;ZEEQNVSDODQKCV-BYBPBHJYNA-N;C57H96O7",0,0,0,"11.2526636363636","11.5526636363636","7964","","MSDIAL_ST 29:1;O;Hex;FA 22:3;[M+NH4]+;CCCCC\C=C/C\C=C/C\C=C/CCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;ZEEQNVSDODQKCV-BYBPBHJYNA-N;C57H96O7","910.74943","397.3829","910.7495","11.2526636363636","11.5526636363636","7964"
"","MSDIAL_ST 29:1;O;Hex;FA 22:3;[M+NH4]+;CCCCC\C=C/C\C=C/C\C=C/CCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;ZEEQNVSDODQKCV-BYBPBHJYNA-N;C57H96O7",0,0,0,"10.2855041666667","10.5855041666667","12272","","MSDIAL_ST 29:1;O;Hex;FA 22:3;[M+NH4]+;CCCCC\C=C/C\C=C/C\C=C/CCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;ZEEQNVSDODQKCV-BYBPBHJYNA-N;C57H96O7",0,0,0,"10.2855041666667","10.5855041666667","12272","","MSDIAL_ST 29:1;O;Hex;FA 22:3;[M+NH4]+;CCCCC\C=C/C\C=C/C\C=C/CCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;ZEEQNVSDODQKCV-BYBPBHJYNA-N;C57H96O7",0,0,0,"10.2855041666667","10.5855041666667","12272","","MSDIAL_ST 29:1;O;Hex;FA 22:3;[M+NH4]+;CCCCC\C=C/C\C=C/C\C=C/CCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;ZEEQNVSDODQKCV-BYBPBHJYNA-N;C57H96O7",0,0,0,"10.2855041666667","10.5855041666667","12272","","MSDIAL_ST 29:1;O;Hex;FA 22:3;[M+NH4]+;CCCCC\C=C/C\C=C/C\C=C/CCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;ZEEQNVSDODQKCV-BYBPBHJYNA-N;C57H96O7",0,0,0,"10.2855041666667","10.5855041666667","12272","","MSDIAL_ST 29:1;O;Hex;FA 22:3;[M+NH4]+;CCCCC\C=C/C\C=C/C\C=C/CCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;ZEEQNVSDODQKCV-BYBPBHJYNA-N;C57H96O7","910.74943","397.3829","910.7495","10.2855041666667","10.5855041666667","12272"
"","MSDIAL_ST 29:1;O;Hex;FA 22:3;[M+NH4]+;CCCCC\C=C/C\C=C/C\C=C/CCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;ZEEQNVSDODQKCV-BYBPBHJYNA-N;C57H96O7",0,0,0,"11.3424683333333","11.6424683333333","15611","","MSDIAL_ST 29:1;O;Hex;FA 22:3;[M+NH4]+;CCCCC\C=C/C\C=C/C\C=C/CCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;ZEEQNVSDODQKCV-BYBPBHJYNA-N;C57H96O7",0,0,0,"11.3424683333333","11.6424683333333","15611","","MSDIAL_ST 29:1;O;Hex;FA 22:3;[M+NH4]+;CCCCC\C=C/C\C=C/C\C=C/CCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;ZEEQNVSDODQKCV-BYBPBHJYNA-N;C57H96O7",0,0,0,"11.3424683333333","11.6424683333333","15611","","MSDIAL_ST 29:1;O;Hex;FA 22:3;[M+NH4]+;CCCCC\C=C/C\C=C/C\C=C/CCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;ZEEQNVSDODQKCV-BYBPBHJYNA-N;C57H96O7",0,0,0,"11.3424683333333","11.6424683333333","15611","","MSDIAL_ST 29:1;O;Hex;FA 22:3;[M+NH4]+;CCCCC\C=C/C\C=C/C\C=C/CCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;ZEEQNVSDODQKCV-BYBPBHJYNA-N;C57H96O7",0,0,0,"11.3424683333333","11.6424683333333","15611","","MSDIAL_ST 29:1;O;Hex;FA 22:3;[M+NH4]+;CCCCC\C=C/C\C=C/C\C=C/CCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;ZEEQNVSDODQKCV-BYBPBHJYNA-N;C57H96O7","910.74943","397.3829","910.7495","11.3424683333333","11.6424683333333","15611"
"","MSDIAL_ST 29:1;O;Hex;FA 22:4;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/CCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;WBQRZTQCPMKJSR-AILJCPQKNA-N;C57H94O7",0,0,0,"11.2778791666667","11.5778791666667","4285","","MSDIAL_ST 29:1;O;Hex;FA 22:4;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/CCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;WBQRZTQCPMKJSR-AILJCPQKNA-N;C57H94O7",0,0,0,"11.2778791666667","11.5778791666667","4285","","MSDIAL_ST 29:1;O;Hex;FA 22:4;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/CCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;WBQRZTQCPMKJSR-AILJCPQKNA-N;C57H94O7",0,0,0,"11.2778791666667","11.5778791666667","4285","","MSDIAL_ST 29:1;O;Hex;FA 22:4;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/CCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;WBQRZTQCPMKJSR-AILJCPQKNA-N;C57H94O7",0,0,0,"11.2778791666667","11.5778791666667","4285","","MSDIAL_ST 29:1;O;Hex;FA 22:4;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/CCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;WBQRZTQCPMKJSR-AILJCPQKNA-N;C57H94O7",0,0,0,"11.2778791666667","11.5778791666667","4285","","MSDIAL_ST 29:1;O;Hex;FA 22:4;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/CCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;WBQRZTQCPMKJSR-AILJCPQKNA-N;C57H94O7","908.73378","397.3829","908.7338","11.2778791666667","11.5778791666667","4285"
"","MSDIAL_ST 29:1;O;Hex;FA 22:4;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/CCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;WBQRZTQCPMKJSR-AILJCPQKNA-N;C57H94O7",0,0,0,"12.0252319444444","12.3252319444444","14203","","MSDIAL_ST 29:1;O;Hex;FA 22:4;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/CCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;WBQRZTQCPMKJSR-AILJCPQKNA-N;C57H94O7",0,0,0,"12.0252319444444","12.3252319444444","14203","","MSDIAL_ST 29:1;O;Hex;FA 22:4;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/CCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;WBQRZTQCPMKJSR-AILJCPQKNA-N;C57H94O7",0,0,0,"12.0252319444444","12.3252319444444","14203","","MSDIAL_ST 29:1;O;Hex;FA 22:4;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/CCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;WBQRZTQCPMKJSR-AILJCPQKNA-N;C57H94O7",0,0,0,"12.0252319444444","12.3252319444444","14203","","MSDIAL_ST 29:1;O;Hex;FA 22:4;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/CCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;WBQRZTQCPMKJSR-AILJCPQKNA-N;C57H94O7",0,0,0,"12.0252319444444","12.3252319444444","14203","","MSDIAL_ST 29:1;O;Hex;FA 22:4;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/CCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;WBQRZTQCPMKJSR-AILJCPQKNA-N;C57H94O7","908.73378","397.3829","908.7338","12.0252319444444","12.3252319444444","14203"
"","MSDIAL_ST 29:1;O;Hex;FA 23:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;AEWGNTNTYCZACU-UHFFFAOYNA-N;C58H104O7",0,0,0,"12.2993513888889","12.5993513888889","3990","","MSDIAL_ST 29:1;O;Hex;FA 23:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;AEWGNTNTYCZACU-UHFFFAOYNA-N;C58H104O7",0,0,0,"12.2993513888889","12.5993513888889","3990","","MSDIAL_ST 29:1;O;Hex;FA 23:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;AEWGNTNTYCZACU-UHFFFAOYNA-N;C58H104O7",0,0,0,"12.2993513888889","12.5993513888889","3990","","MSDIAL_ST 29:1;O;Hex;FA 23:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;AEWGNTNTYCZACU-UHFFFAOYNA-N;C58H104O7",0,0,0,"12.2993513888889","12.5993513888889","3990","","MSDIAL_ST 29:1;O;Hex;FA 23:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;AEWGNTNTYCZACU-UHFFFAOYNA-N;C58H104O7",0,0,0,"12.2993513888889","12.5993513888889","3990","","MSDIAL_ST 29:1;O;Hex;FA 23:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;AEWGNTNTYCZACU-UHFFFAOYNA-N;C58H104O7","930.81203","397.3829","930.8120","12.2993513888889","12.5993513888889","3990"
"","MSDIAL_ST 29:1;O;Hex;FA 23:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;AEWGNTNTYCZACU-UHFFFAOYNA-N;C58H104O7",0,0,0,"10.6931597222222","10.9931597222222","12598","","MSDIAL_ST 29:1;O;Hex;FA 23:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;AEWGNTNTYCZACU-UHFFFAOYNA-N;C58H104O7",0,0,0,"10.6931597222222","10.9931597222222","12598","","MSDIAL_ST 29:1;O;Hex;FA 23:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;AEWGNTNTYCZACU-UHFFFAOYNA-N;C58H104O7",0,0,0,"10.6931597222222","10.9931597222222","12598","","MSDIAL_ST 29:1;O;Hex;FA 23:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;AEWGNTNTYCZACU-UHFFFAOYNA-N;C58H104O7",0,0,0,"10.6931597222222","10.9931597222222","12598","","MSDIAL_ST 29:1;O;Hex;FA 23:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;AEWGNTNTYCZACU-UHFFFAOYNA-N;C58H104O7",0,0,0,"10.6931597222222","10.9931597222222","12598","","MSDIAL_ST 29:1;O;Hex;FA 23:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;AEWGNTNTYCZACU-UHFFFAOYNA-N;C58H104O7","930.81203","397.3829","930.8120","10.6931597222222","10.9931597222222","12598"
"","MSDIAL_ST 29:1;O;Hex;FA 23:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;AEWGNTNTYCZACU-UHFFFAOYNA-N;C58H104O7",0,0,0,"10.9825138888889","11.2825138888889","19083","","MSDIAL_ST 29:1;O;Hex;FA 23:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;AEWGNTNTYCZACU-UHFFFAOYNA-N;C58H104O7",0,0,0,"10.9825138888889","11.2825138888889","19083","","MSDIAL_ST 29:1;O;Hex;FA 23:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;AEWGNTNTYCZACU-UHFFFAOYNA-N;C58H104O7",0,0,0,"10.9825138888889","11.2825138888889","19083","","MSDIAL_ST 29:1;O;Hex;FA 23:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;AEWGNTNTYCZACU-UHFFFAOYNA-N;C58H104O7",0,0,0,"10.9825138888889","11.2825138888889","19083","","MSDIAL_ST 29:1;O;Hex;FA 23:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;AEWGNTNTYCZACU-UHFFFAOYNA-N;C58H104O7",0,0,0,"10.9825138888889","11.2825138888889","19083","","MSDIAL_ST 29:1;O;Hex;FA 23:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;AEWGNTNTYCZACU-UHFFFAOYNA-N;C58H104O7","930.81203","397.3829","930.8120","10.9825138888889","11.2825138888889","19083"
"","MSDIAL_ST 29:1;O;Hex;FA 24:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;JRFULIDCMBUUDQ-UHFFFAOYNA-N;C59H106O7",0,0,0,"11.7335","12.0335","11734","","MSDIAL_ST 29:1;O;Hex;FA 24:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;JRFULIDCMBUUDQ-UHFFFAOYNA-N;C59H106O7",0,0,0,"11.7335","12.0335","11734","","MSDIAL_ST 29:1;O;Hex;FA 24:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;JRFULIDCMBUUDQ-UHFFFAOYNA-N;C59H106O7",0,0,0,"11.7335","12.0335","11734","","MSDIAL_ST 29:1;O;Hex;FA 24:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;JRFULIDCMBUUDQ-UHFFFAOYNA-N;C59H106O7",0,0,0,"11.7335","12.0335","11734","","MSDIAL_ST 29:1;O;Hex;FA 24:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;JRFULIDCMBUUDQ-UHFFFAOYNA-N;C59H106O7",0,0,0,"11.7335","12.0335","11734","","MSDIAL_ST 29:1;O;Hex;FA 24:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;JRFULIDCMBUUDQ-UHFFFAOYNA-N;C59H106O7","944.82768","397.3829","944.8277","11.7335","12.0335","11734"
"","MSDIAL_ST 29:1;O;Hex;FA 24:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;JRFULIDCMBUUDQ-UHFFFAOYNA-N;C59H106O7",0,0,0,"11.3952878787879","11.6952878787879","12303","","MSDIAL_ST 29:1;O;Hex;FA 24:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;JRFULIDCMBUUDQ-UHFFFAOYNA-N;C59H106O7",0,0,0,"11.3952878787879","11.6952878787879","12303","","MSDIAL_ST 29:1;O;Hex;FA 24:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;JRFULIDCMBUUDQ-UHFFFAOYNA-N;C59H106O7",0,0,0,"11.3952878787879","11.6952878787879","12303","","MSDIAL_ST 29:1;O;Hex;FA 24:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;JRFULIDCMBUUDQ-UHFFFAOYNA-N;C59H106O7",0,0,0,"11.3952878787879","11.6952878787879","12303","","MSDIAL_ST 29:1;O;Hex;FA 24:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;JRFULIDCMBUUDQ-UHFFFAOYNA-N;C59H106O7",0,0,0,"11.3952878787879","11.6952878787879","12303","","MSDIAL_ST 29:1;O;Hex;FA 24:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;JRFULIDCMBUUDQ-UHFFFAOYNA-N;C59H106O7","944.82768","397.3829","944.8277","11.3952878787879","11.6952878787879","12303"
"","MSDIAL_ST 29:1;O;Hex;FA 24:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;JRFULIDCMBUUDQ-UHFFFAOYNA-N;C59H106O7",0,0,0,"11.6211954545455","11.9211954545455","13745","","MSDIAL_ST 29:1;O;Hex;FA 24:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;JRFULIDCMBUUDQ-UHFFFAOYNA-N;C59H106O7",0,0,0,"11.6211954545455","11.9211954545455","13745","","MSDIAL_ST 29:1;O;Hex;FA 24:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;JRFULIDCMBUUDQ-UHFFFAOYNA-N;C59H106O7",0,0,0,"11.6211954545455","11.9211954545455","13745","","MSDIAL_ST 29:1;O;Hex;FA 24:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;JRFULIDCMBUUDQ-UHFFFAOYNA-N;C59H106O7",0,0,0,"11.6211954545455","11.9211954545455","13745","","MSDIAL_ST 29:1;O;Hex;FA 24:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;JRFULIDCMBUUDQ-UHFFFAOYNA-N;C59H106O7",0,0,0,"11.6211954545455","11.9211954545455","13745","","MSDIAL_ST 29:1;O;Hex;FA 24:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;JRFULIDCMBUUDQ-UHFFFAOYNA-N;C59H106O7","944.82768","397.3829","944.8277","11.6211954545455","11.9211954545455","13745"
