"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","MSDIAL_NAGly","[M+NH4]+","1","2","3","4","5","6","RT_min","RT_max","Comment","RT at Max Intensity","MSDIAL_NAGly","[M+NH4]+","1","2","3","4","5","6","RT_min","RT_max","Comment","Number of Scans","MSDIAL_NAGly","[M+NH4]+","1","2","3","4","5","6","RT_min","RT_max","Comment","Max Intensity","MSDIAL_NAGly","[M+NH4]+","1","2","3","4","5","6","RT_min","RT_max","Comment","Average m/z","MSDIAL_NAGly","[M+NH4]+","1","2","3","4","5","6","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","MSDIAL_NAGly","[M+NH4]+","1","2","3","4","5","6","RT_min","RT_max","Comment"
"","MSDIAL_NAGly 10:0/14:0;[M+NH4]+;OC(=O)CN%20.CCCCCCC%10CCCCCCC(=O)%20.CCCCCCCCCC(=O)O%10;FUOIGYNCABLXRK-UHFFFAOYNA-N;C26H49NO5",0,0,0,0,0,0,0,"1.441425","1.741425","7685","","MSDIAL_NAGly 10:0/14:0;[M+NH4]+;OC(=O)CN%20.CCCCCCC%10CCCCCCC(=O)%20.CCCCCCCCCC(=O)O%10;FUOIGYNCABLXRK-UHFFFAOYNA-N;C26H49NO5",0,0,0,0,0,0,0,"1.441425","1.741425","7685","","MSDIAL_NAGly 10:0/14:0;[M+NH4]+;OC(=O)CN%20.CCCCCCC%10CCCCCCC(=O)%20.CCCCCCCCCC(=O)O%10;FUOIGYNCABLXRK-UHFFFAOYNA-N;C26H49NO5",0,0,0,0,0,0,0,"1.441425","1.741425","7685","","MSDIAL_NAGly 10:0/14:0;[M+NH4]+;OC(=O)CN%20.CCCCCCC%10CCCCCCC(=O)%20.CCCCCCCCCC(=O)O%10;FUOIGYNCABLXRK-UHFFFAOYNA-N;C26H49NO5",0,0,0,0,0,0,0,"1.441425","1.741425","7685","","MSDIAL_NAGly 10:0/14:0;[M+NH4]+;OC(=O)CN%20.CCCCCCC%10CCCCCCC(=O)%20.CCCCCCCCCC(=O)O%10;FUOIGYNCABLXRK-UHFFFAOYNA-N;C26H49NO5",0,0,0,0,0,0,0,"1.441425","1.741425","7685","","MSDIAL_NAGly 10:0/14:0;[M+NH4]+;OC(=O)CN%20.CCCCCCC%10CCCCCCC(=O)%20.CCCCCCCCCC(=O)O%10;FUOIGYNCABLXRK-UHFFFAOYNA-N;C26H49NO5","473.39490","284.2220","76.03931","191.1794","209.1900","456.3683","473.3949","1.441425","1.741425","7685"
"","MSDIAL_NAGly 21:1/22:2;[M+NH4]+;OC(=O)CN%20.CCCCC/C=C\C/C=C\CCCC%10CCCCCCCC(=O)%20.CCCCCCCCC/C=C\CCCCCCCCCC(=O)O%10;JAEHAWICLADUAT-KPIZBIGQNA-N;C45H81NO5",0,0,0,0,0,0,0,"1.38214305555556","1.68214305555556","8471","","MSDIAL_NAGly 21:1/22:2;[M+NH4]+;OC(=O)CN%20.CCCCC/C=C\C/C=C\CCCC%10CCCCCCCC(=O)%20.CCCCCCCCC/C=C\CCCCCCCCCC(=O)O%10;JAEHAWICLADUAT-KPIZBIGQNA-N;C45H81NO5",0,0,0,0,0,0,0,"1.38214305555556","1.68214305555556","8471","","MSDIAL_NAGly 21:1/22:2;[M+NH4]+;OC(=O)CN%20.CCCCC/C=C\C/C=C\CCCC%10CCCCCCCC(=O)%20.CCCCCCCCC/C=C\CCCCCCCCCC(=O)O%10;JAEHAWICLADUAT-KPIZBIGQNA-N;C45H81NO5",0,0,0,0,0,0,0,"1.38214305555556","1.68214305555556","8471","","MSDIAL_NAGly 21:1/22:2;[M+NH4]+;OC(=O)CN%20.CCCCC/C=C\C/C=C\CCCC%10CCCCCCCC(=O)%20.CCCCCCCCC/C=C\CCCCCCCCCC(=O)O%10;JAEHAWICLADUAT-KPIZBIGQNA-N;C45H81NO5",0,0,0,0,0,0,0,"1.38214305555556","1.68214305555556","8471","","MSDIAL_NAGly 21:1/22:2;[M+NH4]+;OC(=O)CN%20.CCCCC/C=C\C/C=C\CCCC%10CCCCCCCC(=O)%20.CCCCCCCCC/C=C\CCCCCCCCCC(=O)O%10;JAEHAWICLADUAT-KPIZBIGQNA-N;C45H81NO5",0,0,0,0,0,0,0,"1.38214305555556","1.68214305555556","8471","","MSDIAL_NAGly 21:1/22:2;[M+NH4]+;OC(=O)CN%20.CCCCC/C=C\C/C=C\CCCC%10CCCCCCCC(=O)%20.CCCCCCCCC/C=C\CCCCCCCCCC(=O)O%10;JAEHAWICLADUAT-KPIZBIGQNA-N;C45H81NO5","733.64530","392.3159","76.03931","299.2733","317.2839","716.6188","733.6453","1.38214305555556","1.68214305555556","8471"
"","MSDIAL_NAGly 21:2/10:0;[M+NH4]+;OC(=O)CN%20.CCCC%10CCCCCC(=O)%20.CCCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O%10;BNRSVCVGEKCBLC-UTJQPWESNA-N;C33H59NO5",0,0,0,0,0,0,0,"9.58410972222222","9.88410972222222","6366","","MSDIAL_NAGly 21:2/10:0;[M+NH4]+;OC(=O)CN%20.CCCC%10CCCCCC(=O)%20.CCCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O%10;BNRSVCVGEKCBLC-UTJQPWESNA-N;C33H59NO5",0,0,0,0,0,0,0,"9.58410972222222","9.88410972222222","6366","","MSDIAL_NAGly 21:2/10:0;[M+NH4]+;OC(=O)CN%20.CCCC%10CCCCCC(=O)%20.CCCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O%10;BNRSVCVGEKCBLC-UTJQPWESNA-N;C33H59NO5",0,0,0,0,0,0,0,"9.58410972222222","9.88410972222222","6366","","MSDIAL_NAGly 21:2/10:0;[M+NH4]+;OC(=O)CN%20.CCCC%10CCCCCC(=O)%20.CCCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O%10;BNRSVCVGEKCBLC-UTJQPWESNA-N;C33H59NO5",0,0,0,0,0,0,0,"9.58410972222222","9.88410972222222","6366","","MSDIAL_NAGly 21:2/10:0;[M+NH4]+;OC(=O)CN%20.CCCC%10CCCCCC(=O)%20.CCCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O%10;BNRSVCVGEKCBLC-UTJQPWESNA-N;C33H59NO5",0,0,0,0,0,0,0,"9.58410972222222","9.88410972222222","6366","","MSDIAL_NAGly 21:2/10:0;[M+NH4]+;OC(=O)CN%20.CCCC%10CCCCCC(=O)%20.CCCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O%10;BNRSVCVGEKCBLC-UTJQPWESNA-N;C33H59NO5","567.47315","228.1594","76.03931","135.1168","153.1274","550.4466","567.4731","9.58410972222222","9.88410972222222","6366"
"","MSDIAL_NAGly 21:2/14:0;[M+NH4]+;OC(=O)CN%20.CCCCCCC%10CCCCCCC(=O)%20.CCCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O%10;BCVGPJGXBGXPOY-HDXUUTQWNA-N;C37H67NO5",0,0,0,0,0,0,0,"5.17191111111111","5.47191111111111","8988","","MSDIAL_NAGly 21:2/14:0;[M+NH4]+;OC(=O)CN%20.CCCCCCC%10CCCCCCC(=O)%20.CCCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O%10;BCVGPJGXBGXPOY-HDXUUTQWNA-N;C37H67NO5",0,0,0,0,0,0,0,"5.17191111111111","5.47191111111111","8988","","MSDIAL_NAGly 21:2/14:0;[M+NH4]+;OC(=O)CN%20.CCCCCCC%10CCCCCCC(=O)%20.CCCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O%10;BCVGPJGXBGXPOY-HDXUUTQWNA-N;C37H67NO5",0,0,0,0,0,0,0,"5.17191111111111","5.47191111111111","8988","","MSDIAL_NAGly 21:2/14:0;[M+NH4]+;OC(=O)CN%20.CCCCCCC%10CCCCCCC(=O)%20.CCCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O%10;BCVGPJGXBGXPOY-HDXUUTQWNA-N;C37H67NO5",0,0,0,0,0,0,0,"5.17191111111111","5.47191111111111","8988","","MSDIAL_NAGly 21:2/14:0;[M+NH4]+;OC(=O)CN%20.CCCCCCC%10CCCCCCC(=O)%20.CCCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O%10;BCVGPJGXBGXPOY-HDXUUTQWNA-N;C37H67NO5",0,0,0,0,0,0,0,"5.17191111111111","5.47191111111111","8988","","MSDIAL_NAGly 21:2/14:0;[M+NH4]+;OC(=O)CN%20.CCCCCCC%10CCCCCCC(=O)%20.CCCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O%10;BCVGPJGXBGXPOY-HDXUUTQWNA-N;C37H67NO5","623.53575","284.2220","76.03931","191.1794","209.1900","606.5092","623.5358","5.17191111111111","5.47191111111111","8988"
"","MSDIAL_NAGly 21:2/16:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCC%10CCCCCCC(=O)%20.CCCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O%10;UEYYLPAQQYVWJO-QGLGPCELNA-N;C39H71NO5",0,0,0,0,0,0,0,"6.53134027777778","6.83134027777778","4518","","MSDIAL_NAGly 21:2/16:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCC%10CCCCCCC(=O)%20.CCCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O%10;UEYYLPAQQYVWJO-QGLGPCELNA-N;C39H71NO5",0,0,0,0,0,0,0,"6.53134027777778","6.83134027777778","4518","","MSDIAL_NAGly 21:2/16:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCC%10CCCCCCC(=O)%20.CCCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O%10;UEYYLPAQQYVWJO-QGLGPCELNA-N;C39H71NO5",0,0,0,0,0,0,0,"6.53134027777778","6.83134027777778","4518","","MSDIAL_NAGly 21:2/16:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCC%10CCCCCCC(=O)%20.CCCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O%10;UEYYLPAQQYVWJO-QGLGPCELNA-N;C39H71NO5",0,0,0,0,0,0,0,"6.53134027777778","6.83134027777778","4518","","MSDIAL_NAGly 21:2/16:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCC%10CCCCCCC(=O)%20.CCCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O%10;UEYYLPAQQYVWJO-QGLGPCELNA-N;C39H71NO5",0,0,0,0,0,0,0,"6.53134027777778","6.83134027777778","4518","","MSDIAL_NAGly 21:2/16:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCC%10CCCCCCC(=O)%20.CCCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O%10;UEYYLPAQQYVWJO-QGLGPCELNA-N;C39H71NO5","651.56705","312.2533","76.03931","219.2107","237.2213","634.5405","651.5671","6.53134027777778","6.83134027777778","4518"
"","MSDIAL_NAGly 21:2/16:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCC%10CCCCCCC(=O)%20.CCCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O%10;UEYYLPAQQYVWJO-QGLGPCELNA-N;C39H71NO5",0,0,0,0,0,0,0,"5.7432303030303","6.0432303030303","5163","","MSDIAL_NAGly 21:2/16:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCC%10CCCCCCC(=O)%20.CCCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O%10;UEYYLPAQQYVWJO-QGLGPCELNA-N;C39H71NO5",0,0,0,0,0,0,0,"5.7432303030303","6.0432303030303","5163","","MSDIAL_NAGly 21:2/16:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCC%10CCCCCCC(=O)%20.CCCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O%10;UEYYLPAQQYVWJO-QGLGPCELNA-N;C39H71NO5",0,0,0,0,0,0,0,"5.7432303030303","6.0432303030303","5163","","MSDIAL_NAGly 21:2/16:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCC%10CCCCCCC(=O)%20.CCCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O%10;UEYYLPAQQYVWJO-QGLGPCELNA-N;C39H71NO5",0,0,0,0,0,0,0,"5.7432303030303","6.0432303030303","5163","","MSDIAL_NAGly 21:2/16:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCC%10CCCCCCC(=O)%20.CCCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O%10;UEYYLPAQQYVWJO-QGLGPCELNA-N;C39H71NO5",0,0,0,0,0,0,0,"5.7432303030303","6.0432303030303","5163","","MSDIAL_NAGly 21:2/16:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCC%10CCCCCCC(=O)%20.CCCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O%10;UEYYLPAQQYVWJO-QGLGPCELNA-N;C39H71NO5","651.56705","312.2533","76.03931","219.2107","237.2213","634.5405","651.5671","5.7432303030303","6.0432303030303","5163"
"","MSDIAL_NAGly 21:2/16:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCC%10CCCCCCC(=O)%20.CCCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O%10;UEYYLPAQQYVWJO-QGLGPCELNA-N;C39H71NO5",0,0,0,0,0,0,0,"8.2415625","8.5415625","6452","","MSDIAL_NAGly 21:2/16:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCC%10CCCCCCC(=O)%20.CCCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O%10;UEYYLPAQQYVWJO-QGLGPCELNA-N;C39H71NO5",0,0,0,0,0,0,0,"8.2415625","8.5415625","6452","","MSDIAL_NAGly 21:2/16:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCC%10CCCCCCC(=O)%20.CCCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O%10;UEYYLPAQQYVWJO-QGLGPCELNA-N;C39H71NO5",0,0,0,0,0,0,0,"8.2415625","8.5415625","6452","","MSDIAL_NAGly 21:2/16:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCC%10CCCCCCC(=O)%20.CCCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O%10;UEYYLPAQQYVWJO-QGLGPCELNA-N;C39H71NO5",0,0,0,0,0,0,0,"8.2415625","8.5415625","6452","","MSDIAL_NAGly 21:2/16:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCC%10CCCCCCC(=O)%20.CCCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O%10;UEYYLPAQQYVWJO-QGLGPCELNA-N;C39H71NO5",0,0,0,0,0,0,0,"8.2415625","8.5415625","6452","","MSDIAL_NAGly 21:2/16:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCC%10CCCCCCC(=O)%20.CCCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O%10;UEYYLPAQQYVWJO-QGLGPCELNA-N;C39H71NO5","651.56705","312.2533","76.03931","219.2107","237.2213","634.5405","651.5671","8.2415625","8.5415625","6452"
"","MSDIAL_NAGly 21:2/16:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCC%10CCCCCCC(=O)%20.CCCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O%10;UEYYLPAQQYVWJO-QGLGPCELNA-N;C39H71NO5",0,0,0,0,0,0,0,"6.89659722222222","7.19659722222222","7186","","MSDIAL_NAGly 21:2/16:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCC%10CCCCCCC(=O)%20.CCCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O%10;UEYYLPAQQYVWJO-QGLGPCELNA-N;C39H71NO5",0,0,0,0,0,0,0,"6.89659722222222","7.19659722222222","7186","","MSDIAL_NAGly 21:2/16:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCC%10CCCCCCC(=O)%20.CCCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O%10;UEYYLPAQQYVWJO-QGLGPCELNA-N;C39H71NO5",0,0,0,0,0,0,0,"6.89659722222222","7.19659722222222","7186","","MSDIAL_NAGly 21:2/16:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCC%10CCCCCCC(=O)%20.CCCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O%10;UEYYLPAQQYVWJO-QGLGPCELNA-N;C39H71NO5",0,0,0,0,0,0,0,"6.89659722222222","7.19659722222222","7186","","MSDIAL_NAGly 21:2/16:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCC%10CCCCCCC(=O)%20.CCCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O%10;UEYYLPAQQYVWJO-QGLGPCELNA-N;C39H71NO5",0,0,0,0,0,0,0,"6.89659722222222","7.19659722222222","7186","","MSDIAL_NAGly 21:2/16:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCC%10CCCCCCC(=O)%20.CCCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O%10;UEYYLPAQQYVWJO-QGLGPCELNA-N;C39H71NO5","651.56705","312.2533","76.03931","219.2107","237.2213","634.5405","651.5671","6.89659722222222","7.19659722222222","7186"
"","MSDIAL_NAGly 21:2/16:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCC%10CCCCCCC(=O)%20.CCCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O%10;UEYYLPAQQYVWJO-QGLGPCELNA-N;C39H71NO5",0,0,0,0,0,0,0,"7.73253484848485","8.03253484848485","7241","","MSDIAL_NAGly 21:2/16:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCC%10CCCCCCC(=O)%20.CCCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O%10;UEYYLPAQQYVWJO-QGLGPCELNA-N;C39H71NO5",0,0,0,0,0,0,0,"7.73253484848485","8.03253484848485","7241","","MSDIAL_NAGly 21:2/16:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCC%10CCCCCCC(=O)%20.CCCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O%10;UEYYLPAQQYVWJO-QGLGPCELNA-N;C39H71NO5",0,0,0,0,0,0,0,"7.73253484848485","8.03253484848485","7241","","MSDIAL_NAGly 21:2/16:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCC%10CCCCCCC(=O)%20.CCCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O%10;UEYYLPAQQYVWJO-QGLGPCELNA-N;C39H71NO5",0,0,0,0,0,0,0,"7.73253484848485","8.03253484848485","7241","","MSDIAL_NAGly 21:2/16:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCC%10CCCCCCC(=O)%20.CCCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O%10;UEYYLPAQQYVWJO-QGLGPCELNA-N;C39H71NO5",0,0,0,0,0,0,0,"7.73253484848485","8.03253484848485","7241","","MSDIAL_NAGly 21:2/16:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCC%10CCCCCCC(=O)%20.CCCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O%10;UEYYLPAQQYVWJO-QGLGPCELNA-N;C39H71NO5","651.56705","312.2533","76.03931","219.2107","237.2213","634.5405","651.5671","7.73253484848485","8.03253484848485","7241"
"","MSDIAL_NAGly 21:2/16:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCC%10CCCCCCC(=O)%20.CCCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O%10;UEYYLPAQQYVWJO-QGLGPCELNA-N;C39H71NO5",0,0,0,0,0,0,0,"6.253375","6.553375","11503","","MSDIAL_NAGly 21:2/16:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCC%10CCCCCCC(=O)%20.CCCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O%10;UEYYLPAQQYVWJO-QGLGPCELNA-N;C39H71NO5",0,0,0,0,0,0,0,"6.253375","6.553375","11503","","MSDIAL_NAGly 21:2/16:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCC%10CCCCCCC(=O)%20.CCCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O%10;UEYYLPAQQYVWJO-QGLGPCELNA-N;C39H71NO5",0,0,0,0,0,0,0,"6.253375","6.553375","11503","","MSDIAL_NAGly 21:2/16:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCC%10CCCCCCC(=O)%20.CCCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O%10;UEYYLPAQQYVWJO-QGLGPCELNA-N;C39H71NO5",0,0,0,0,0,0,0,"6.253375","6.553375","11503","","MSDIAL_NAGly 21:2/16:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCC%10CCCCCCC(=O)%20.CCCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O%10;UEYYLPAQQYVWJO-QGLGPCELNA-N;C39H71NO5",0,0,0,0,0,0,0,"6.253375","6.553375","11503","","MSDIAL_NAGly 21:2/16:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCC%10CCCCCCC(=O)%20.CCCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O%10;UEYYLPAQQYVWJO-QGLGPCELNA-N;C39H71NO5","651.56705","312.2533","76.03931","219.2107","237.2213","634.5405","651.5671","6.253375","6.553375","11503"
"","MSDIAL_NAGly 21:2/16:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCC%10CCCCCCC(=O)%20.CCCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O%10;UEYYLPAQQYVWJO-QGLGPCELNA-N;C39H71NO5",0,0,0,0,0,0,0,"6.12672777777778","6.42672777777778","11666","","MSDIAL_NAGly 21:2/16:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCC%10CCCCCCC(=O)%20.CCCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O%10;UEYYLPAQQYVWJO-QGLGPCELNA-N;C39H71NO5",0,0,0,0,0,0,0,"6.12672777777778","6.42672777777778","11666","","MSDIAL_NAGly 21:2/16:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCC%10CCCCCCC(=O)%20.CCCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O%10;UEYYLPAQQYVWJO-QGLGPCELNA-N;C39H71NO5",0,0,0,0,0,0,0,"6.12672777777778","6.42672777777778","11666","","MSDIAL_NAGly 21:2/16:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCC%10CCCCCCC(=O)%20.CCCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O%10;UEYYLPAQQYVWJO-QGLGPCELNA-N;C39H71NO5",0,0,0,0,0,0,0,"6.12672777777778","6.42672777777778","11666","","MSDIAL_NAGly 21:2/16:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCC%10CCCCCCC(=O)%20.CCCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O%10;UEYYLPAQQYVWJO-QGLGPCELNA-N;C39H71NO5",0,0,0,0,0,0,0,"6.12672777777778","6.42672777777778","11666","","MSDIAL_NAGly 21:2/16:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCC%10CCCCCCC(=O)%20.CCCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O%10;UEYYLPAQQYVWJO-QGLGPCELNA-N;C39H71NO5","651.56705","312.2533","76.03931","219.2107","237.2213","634.5405","651.5671","6.12672777777778","6.42672777777778","11666"
"","MSDIAL_NAGly 21:2/16:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCC%10CCCCCCC(=O)%20.CCCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O%10;UEYYLPAQQYVWJO-QGLGPCELNA-N;C39H71NO5",0,0,0,0,0,0,0,"5.83887638888889","6.13887638888889","14418","","MSDIAL_NAGly 21:2/16:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCC%10CCCCCCC(=O)%20.CCCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O%10;UEYYLPAQQYVWJO-QGLGPCELNA-N;C39H71NO5",0,0,0,0,0,0,0,"5.83887638888889","6.13887638888889","14418","","MSDIAL_NAGly 21:2/16:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCC%10CCCCCCC(=O)%20.CCCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O%10;UEYYLPAQQYVWJO-QGLGPCELNA-N;C39H71NO5",0,0,0,0,0,0,0,"5.83887638888889","6.13887638888889","14418","","MSDIAL_NAGly 21:2/16:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCC%10CCCCCCC(=O)%20.CCCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O%10;UEYYLPAQQYVWJO-QGLGPCELNA-N;C39H71NO5",0,0,0,0,0,0,0,"5.83887638888889","6.13887638888889","14418","","MSDIAL_NAGly 21:2/16:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCC%10CCCCCCC(=O)%20.CCCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O%10;UEYYLPAQQYVWJO-QGLGPCELNA-N;C39H71NO5",0,0,0,0,0,0,0,"5.83887638888889","6.13887638888889","14418","","MSDIAL_NAGly 21:2/16:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCC%10CCCCCCC(=O)%20.CCCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O%10;UEYYLPAQQYVWJO-QGLGPCELNA-N;C39H71NO5","651.56705","312.2533","76.03931","219.2107","237.2213","634.5405","651.5671","5.83887638888889","6.13887638888889","14418"
"","MSDIAL_NAGly 21:2/16:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCC%10CCCCCCC(=O)%20.CCCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O%10;UEYYLPAQQYVWJO-QGLGPCELNA-N;C39H71NO5",0,0,0,0,0,0,0,"7.13303636363636","7.43303636363636","15745","","MSDIAL_NAGly 21:2/16:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCC%10CCCCCCC(=O)%20.CCCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O%10;UEYYLPAQQYVWJO-QGLGPCELNA-N;C39H71NO5",0,0,0,0,0,0,0,"7.13303636363636","7.43303636363636","15745","","MSDIAL_NAGly 21:2/16:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCC%10CCCCCCC(=O)%20.CCCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O%10;UEYYLPAQQYVWJO-QGLGPCELNA-N;C39H71NO5",0,0,0,0,0,0,0,"7.13303636363636","7.43303636363636","15745","","MSDIAL_NAGly 21:2/16:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCC%10CCCCCCC(=O)%20.CCCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O%10;UEYYLPAQQYVWJO-QGLGPCELNA-N;C39H71NO5",0,0,0,0,0,0,0,"7.13303636363636","7.43303636363636","15745","","MSDIAL_NAGly 21:2/16:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCC%10CCCCCCC(=O)%20.CCCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O%10;UEYYLPAQQYVWJO-QGLGPCELNA-N;C39H71NO5",0,0,0,0,0,0,0,"7.13303636363636","7.43303636363636","15745","","MSDIAL_NAGly 21:2/16:0;[M+NH4]+;OC(=O)CN%20.CCCCCCCCC%10CCCCCCC(=O)%20.CCCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O%10;UEYYLPAQQYVWJO-QGLGPCELNA-N;C39H71NO5","651.56705","312.2533","76.03931","219.2107","237.2213","634.5405","651.5671","7.13303636363636","7.43303636363636","15745"
