"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","MSDIAL_Sph","[M+H]+","1","2","3","4","5","RT_min","RT_max","Comment","RT at Max Intensity","MSDIAL_Sph","[M+H]+","1","2","3","4","5","RT_min","RT_max","Comment","Number of Scans","MSDIAL_Sph","[M+H]+","1","2","3","4","5","RT_min","RT_max","Comment","Max Intensity","MSDIAL_Sph","[M+H]+","1","2","3","4","5","RT_min","RT_max","Comment","Average m/z","MSDIAL_Sph","[M+H]+","1","2","3","4","5","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","MSDIAL_Sph","[M+H]+","1","2","3","4","5","RT_min","RT_max","Comment"
"","MSDIAL_SPB 14:1;2O;[M+H]+;CCCCCCCCC\C=C\C(O)C(N)CO;VDRZDTXJMRRVMF-ZHACJKMWNA-N;C14H29NO2",0,0,0,0,0,0,"0.439566666666667","0.739566666666667","13949","","MSDIAL_SPB 14:1;2O;[M+H]+;CCCCCCCCC\C=C\C(O)C(N)CO;VDRZDTXJMRRVMF-ZHACJKMWNA-N;C14H29NO2",0,0,0,0,0,0,"0.439566666666667","0.739566666666667","13949","","MSDIAL_SPB 14:1;2O;[M+H]+;CCCCCCCCC\C=C\C(O)C(N)CO;VDRZDTXJMRRVMF-ZHACJKMWNA-N;C14H29NO2",0,0,0,0,0,0,"0.439566666666667","0.739566666666667","13949","","MSDIAL_SPB 14:1;2O;[M+H]+;CCCCCCCCC\C=C\C(O)C(N)CO;VDRZDTXJMRRVMF-ZHACJKMWNA-N;C14H29NO2",0,0,0,0,0,0,"0.439566666666667","0.739566666666667","13949","","MSDIAL_SPB 14:1;2O;[M+H]+;CCCCCCCCC\C=C\C(O)C(N)CO;VDRZDTXJMRRVMF-ZHACJKMWNA-N;C14H29NO2",0,0,0,0,0,0,"0.439566666666667","0.739566666666667","13949","","MSDIAL_SPB 14:1;2O;[M+H]+;CCCCCCCCC\C=C\C(O)C(N)CO;VDRZDTXJMRRVMF-ZHACJKMWNA-N;C14H29NO2","244.22711","226.2165","79.05423","196.2060","208.2060","93.06988","0.439566666666667","0.739566666666667","13949"
"","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"1.82607083333333","2.12607083333333","4267","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"1.82607083333333","2.12607083333333","4267","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"1.82607083333333","2.12607083333333","4267","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"1.82607083333333","2.12607083333333","4267","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"1.82607083333333","2.12607083333333","4267","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2","342.33666","324.3261","79.05423","294.3155","306.3155","93.06988","1.82607083333333","2.12607083333333","4267"
"","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"3.90245277777778","4.20245277777778","5489","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"3.90245277777778","4.20245277777778","5489","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"3.90245277777778","4.20245277777778","5489","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"3.90245277777778","4.20245277777778","5489","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"3.90245277777778","4.20245277777778","5489","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2","342.33666","324.3261","79.05423","294.3155","306.3155","93.06988","3.90245277777778","4.20245277777778","5489"
"","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"13.2924777777778","13.5924777777778","5588","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"13.2924777777778","13.5924777777778","5588","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"13.2924777777778","13.5924777777778","5588","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"13.2924777777778","13.5924777777778","5588","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"13.2924777777778","13.5924777777778","5588","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2","342.33666","324.3261","79.05423","294.3155","306.3155","93.06988","13.2924777777778","13.5924777777778","5588"
"","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"15.1457638888889","15.4457638888889","6242","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"15.1457638888889","15.4457638888889","6242","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"15.1457638888889","15.4457638888889","6242","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"15.1457638888889","15.4457638888889","6242","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"15.1457638888889","15.4457638888889","6242","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2","342.33666","324.3261","79.05423","294.3155","306.3155","93.06988","15.1457638888889","15.4457638888889","6242"
"","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"1.11720694444444","1.41720694444444","6259","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"1.11720694444444","1.41720694444444","6259","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"1.11720694444444","1.41720694444444","6259","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"1.11720694444444","1.41720694444444","6259","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"1.11720694444444","1.41720694444444","6259","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2","342.33666","324.3261","79.05423","294.3155","306.3155","93.06988","1.11720694444444","1.41720694444444","6259"
"","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"0.404070833333333","0.704070833333333","6743","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"0.404070833333333","0.704070833333333","6743","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"0.404070833333333","0.704070833333333","6743","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"0.404070833333333","0.704070833333333","6743","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"0.404070833333333","0.704070833333333","6743","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2","342.33666","324.3261","79.05423","294.3155","306.3155","93.06988","0.404070833333333","0.704070833333333","6743"
"","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"1.37243611111111","1.67243611111111","6745","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"1.37243611111111","1.67243611111111","6745","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"1.37243611111111","1.67243611111111","6745","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"1.37243611111111","1.67243611111111","6745","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"1.37243611111111","1.67243611111111","6745","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2","342.33666","324.3261","79.05423","294.3155","306.3155","93.06988","1.37243611111111","1.67243611111111","6745"
"","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"0.084166666666667","0.384166666666667","7485","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"0.084166666666667","0.384166666666667","7485","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"0.084166666666667","0.384166666666667","7485","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"0.084166666666667","0.384166666666667","7485","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"0.084166666666667","0.384166666666667","7485","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2","342.33666","324.3261","79.05423","294.3155","306.3155","93.06988","0.084166666666667","0.384166666666667","7485"
"","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"17.7394305555556","18.0394305555556","7592","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"17.7394305555556","18.0394305555556","7592","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"17.7394305555556","18.0394305555556","7592","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"17.7394305555556","18.0394305555556","7592","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"17.7394305555556","18.0394305555556","7592","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2","342.33666","324.3261","79.05423","294.3155","306.3155","93.06988","17.7394305555556","18.0394305555556","7592"
"","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"10.1460930555556","10.4460930555556","7786","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"10.1460930555556","10.4460930555556","7786","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"10.1460930555556","10.4460930555556","7786","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"10.1460930555556","10.4460930555556","7786","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"10.1460930555556","10.4460930555556","7786","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2","342.33666","324.3261","79.05423","294.3155","306.3155","93.06988","10.1460930555556","10.4460930555556","7786"
"","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"5.69575972222222","5.99575972222222","7889","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"5.69575972222222","5.99575972222222","7889","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"5.69575972222222","5.99575972222222","7889","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"5.69575972222222","5.99575972222222","7889","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"5.69575972222222","5.99575972222222","7889","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2","342.33666","324.3261","79.05423","294.3155","306.3155","93.06988","5.69575972222222","5.99575972222222","7889"
"","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"0.676619444444444","0.976619444444444","8047","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"0.676619444444444","0.976619444444444","8047","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"0.676619444444444","0.976619444444444","8047","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"0.676619444444444","0.976619444444444","8047","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"0.676619444444444","0.976619444444444","8047","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2","342.33666","324.3261","79.05423","294.3155","306.3155","93.06988","0.676619444444444","0.976619444444444","8047"
"","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"9.26212222222222","9.56212222222222","8489","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"9.26212222222222","9.56212222222222","8489","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"9.26212222222222","9.56212222222222","8489","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"9.26212222222222","9.56212222222222","8489","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"9.26212222222222","9.56212222222222","8489","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2","342.33666","324.3261","79.05423","294.3155","306.3155","93.06988","9.26212222222222","9.56212222222222","8489"
"","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"9.62719583333334","9.92719583333334","8500","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"9.62719583333334","9.92719583333334","8500","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"9.62719583333334","9.92719583333334","8500","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"9.62719583333334","9.92719583333334","8500","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"9.62719583333334","9.92719583333334","8500","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2","342.33666","324.3261","79.05423","294.3155","306.3155","93.06988","9.62719583333334","9.92719583333334","8500"
"","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"6.03661","6.33661","9077","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"6.03661","6.33661","9077","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"6.03661","6.33661","9077","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"6.03661","6.33661","9077","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"6.03661","6.33661","9077","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2","342.33666","324.3261","79.05423","294.3155","306.3155","93.06988","6.03661","6.33661","9077"
"","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"13.055425","13.355425","10131","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"13.055425","13.355425","10131","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"13.055425","13.355425","10131","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"13.055425","13.355425","10131","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"13.055425","13.355425","10131","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2","342.33666","324.3261","79.05423","294.3155","306.3155","93.06988","13.055425","13.355425","10131"
