"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","MSDIAL_Sph","[M+H]+","1","2","3","4","5","RT_min","RT_max","Comment","RT at Max Intensity","MSDIAL_Sph","[M+H]+","1","2","3","4","5","RT_min","RT_max","Comment","Number of Scans","MSDIAL_Sph","[M+H]+","1","2","3","4","5","RT_min","RT_max","Comment","Max Intensity","MSDIAL_Sph","[M+H]+","1","2","3","4","5","RT_min","RT_max","Comment","Average m/z","MSDIAL_Sph","[M+H]+","1","2","3","4","5","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","MSDIAL_Sph","[M+H]+","1","2","3","4","5","RT_min","RT_max","Comment"
"","MSDIAL_SPB 14:1;2O;[M+H]+;CCCCCCCCC\C=C\C(O)C(N)CO;VDRZDTXJMRRVMF-ZHACJKMWNA-N;C14H29NO2",0,0,0,0,0,0,"0.439566666666667","0.739566666666667","13949","","MSDIAL_SPB 14:1;2O;[M+H]+;CCCCCCCCC\C=C\C(O)C(N)CO;VDRZDTXJMRRVMF-ZHACJKMWNA-N;C14H29NO2",0,0,0,0,0,0,"0.439566666666667","0.739566666666667","13949","","MSDIAL_SPB 14:1;2O;[M+H]+;CCCCCCCCC\C=C\C(O)C(N)CO;VDRZDTXJMRRVMF-ZHACJKMWNA-N;C14H29NO2",0,0,0,0,0,0,"0.439566666666667","0.739566666666667","13949","","MSDIAL_SPB 14:1;2O;[M+H]+;CCCCCCCCC\C=C\C(O)C(N)CO;VDRZDTXJMRRVMF-ZHACJKMWNA-N;C14H29NO2",0,0,0,0,0,0,"0.439566666666667","0.739566666666667","13949","","MSDIAL_SPB 14:1;2O;[M+H]+;CCCCCCCCC\C=C\C(O)C(N)CO;VDRZDTXJMRRVMF-ZHACJKMWNA-N;C14H29NO2",0,0,0,0,0,0,"0.439566666666667","0.739566666666667","13949","","MSDIAL_SPB 14:1;2O;[M+H]+;CCCCCCCCC\C=C\C(O)C(N)CO;VDRZDTXJMRRVMF-ZHACJKMWNA-N;C14H29NO2","244.22711","226.2165","79.05423","196.2060","208.2060","93.06988","0.439566666666667","0.739566666666667","13949"
"","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"12.9972166666667","13.2972166666667","14618","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"12.9972166666667","13.2972166666667","14618","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"12.9972166666667","13.2972166666667","14618","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"12.9972166666667","13.2972166666667","14618","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"12.9972166666667","13.2972166666667","14618","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2","342.33666","324.3261","79.05423","294.3155","306.3155","93.06988","12.9972166666667","13.2972166666667","14618"
"","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"13.7911208333333","14.0911208333333","14746","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"13.7911208333333","14.0911208333333","14746","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"13.7911208333333","14.0911208333333","14746","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"13.7911208333333","14.0911208333333","14746","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"13.7911208333333","14.0911208333333","14746","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2","342.33666","324.3261","79.05423","294.3155","306.3155","93.06988","13.7911208333333","14.0911208333333","14746"
"","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"12.8699454545455","13.1699454545455","15346","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"12.8699454545455","13.1699454545455","15346","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"12.8699454545455","13.1699454545455","15346","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"12.8699454545455","13.1699454545455","15346","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"12.8699454545455","13.1699454545455","15346","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2","342.33666","324.3261","79.05423","294.3155","306.3155","93.06988","12.8699454545455","13.1699454545455","15346"
"","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"5.20818181818182","5.50818181818182","15662","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"5.20818181818182","5.50818181818182","15662","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"5.20818181818182","5.50818181818182","15662","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"5.20818181818182","5.50818181818182","15662","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"5.20818181818182","5.50818181818182","15662","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2","342.33666","324.3261","79.05423","294.3155","306.3155","93.06988","5.20818181818182","5.50818181818182","15662"
"","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"0.95313194444444","1.25313194444444","16257","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"0.95313194444444","1.25313194444444","16257","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"0.95313194444444","1.25313194444444","16257","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"0.95313194444444","1.25313194444444","16257","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"0.95313194444444","1.25313194444444","16257","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2","342.33666","324.3261","79.05423","294.3155","306.3155","93.06988","0.95313194444444","1.25313194444444","16257"
"","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"14.0312111111111","14.3312111111111","16370","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"14.0312111111111","14.3312111111111","16370","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"14.0312111111111","14.3312111111111","16370","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"14.0312111111111","14.3312111111111","16370","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"14.0312111111111","14.3312111111111","16370","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2","342.33666","324.3261","79.05423","294.3155","306.3155","93.06988","14.0312111111111","14.3312111111111","16370"
"","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"17.0182083333333","17.3182083333333","16399","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"17.0182083333333","17.3182083333333","16399","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"17.0182083333333","17.3182083333333","16399","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"17.0182083333333","17.3182083333333","16399","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"17.0182083333333","17.3182083333333","16399","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2","342.33666","324.3261","79.05423","294.3155","306.3155","93.06988","17.0182083333333","17.3182083333333","16399"
"","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"14.2955944444444","14.5955944444444","16763","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"14.2955944444444","14.5955944444444","16763","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"14.2955944444444","14.5955944444444","16763","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"14.2955944444444","14.5955944444444","16763","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"14.2955944444444","14.5955944444444","16763","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2","342.33666","324.3261","79.05423","294.3155","306.3155","93.06988","14.2955944444444","14.5955944444444","16763"
"","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"9.922435","10.222435","17066","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"9.922435","10.222435","17066","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"9.922435","10.222435","17066","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"9.922435","10.222435","17066","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"9.922435","10.222435","17066","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2","342.33666","324.3261","79.05423","294.3155","306.3155","93.06988","9.922435","10.222435","17066"
"","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"1.61700454545455","1.91700454545455","17500","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"1.61700454545455","1.91700454545455","17500","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"1.61700454545455","1.91700454545455","17500","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"1.61700454545455","1.91700454545455","17500","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"1.61700454545455","1.91700454545455","17500","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2","342.33666","324.3261","79.05423","294.3155","306.3155","93.06988","1.61700454545455","1.91700454545455","17500"
"","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"4.78943472222222","5.08943472222222","17539","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"4.78943472222222","5.08943472222222","17539","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"4.78943472222222","5.08943472222222","17539","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"4.78943472222222","5.08943472222222","17539","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"4.78943472222222","5.08943472222222","17539","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2","342.33666","324.3261","79.05423","294.3155","306.3155","93.06988","4.78943472222222","5.08943472222222","17539"
"","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"15.5627597222222","15.8627597222222","17590","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"15.5627597222222","15.8627597222222","17590","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"15.5627597222222","15.8627597222222","17590","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"15.5627597222222","15.8627597222222","17590","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"15.5627597222222","15.8627597222222","17590","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2","342.33666","324.3261","79.05423","294.3155","306.3155","93.06988","15.5627597222222","15.8627597222222","17590"
"","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"14.9451583333333","15.2451583333333","18910","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"14.9451583333333","15.2451583333333","18910","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"14.9451583333333","15.2451583333333","18910","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"14.9451583333333","15.2451583333333","18910","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"14.9451583333333","15.2451583333333","18910","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2","342.33666","324.3261","79.05423","294.3155","306.3155","93.06988","14.9451583333333","15.2451583333333","18910"
"","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"4.97374166666667","5.27374166666667","18984","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"4.97374166666667","5.27374166666667","18984","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"4.97374166666667","5.27374166666667","18984","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"4.97374166666667","5.27374166666667","18984","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"4.97374166666667","5.27374166666667","18984","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2","342.33666","324.3261","79.05423","294.3155","306.3155","93.06988","4.97374166666667","5.27374166666667","18984"
"","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"9.34992222222222","9.64992222222222","19041","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"9.34992222222222","9.64992222222222","19041","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"9.34992222222222","9.64992222222222","19041","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"9.34992222222222","9.64992222222222","19041","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"9.34992222222222","9.64992222222222","19041","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2","342.33666","324.3261","79.05423","294.3155","306.3155","93.06988","9.34992222222222","9.64992222222222","19041"
"","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"8.58342361111111","8.88342361111111","19100","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"8.58342361111111","8.88342361111111","19100","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"8.58342361111111","8.88342361111111","19100","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"8.58342361111111","8.88342361111111","19100","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"8.58342361111111","8.88342361111111","19100","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2","342.33666","324.3261","79.05423","294.3155","306.3155","93.06988","8.58342361111111","8.88342361111111","19100"
