"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","Cer-NS","[M+HCO2]-","[M-H]-","[M-CO-H]-","[M-CO-3H]-","[M-CO-O-3H]-","[FA+NCCO-3H]-","[FA+NCCO-O-3H]-","[Sph-N-O-5H]-","[FA+N-H]-","[Sph-NCC-3H]-","[FA-3H]-","RT_min","RT_max","Comment","RT at Max Intensity","Cer-NS","[M+HCO2]-","[M-H]-","[M-CO-H]-","[M-CO-3H]-","[M-CO-O-3H]-","[FA+NCCO-3H]-","[FA+NCCO-O-3H]-","[Sph-N-O-5H]-","[FA+N-H]-","[Sph-NCC-3H]-","[FA-3H]-","RT_min","RT_max","Comment","Number of Scans","Cer-NS","[M+HCO2]-","[M-H]-","[M-CO-H]-","[M-CO-3H]-","[M-CO-O-3H]-","[FA+NCCO-3H]-","[FA+NCCO-O-3H]-","[Sph-N-O-5H]-","[FA+N-H]-","[Sph-NCC-3H]-","[FA-3H]-","RT_min","RT_max","Comment","Max Intensity","Cer-NS","[M+HCO2]-","[M-H]-","[M-CO-H]-","[M-CO-3H]-","[M-CO-O-3H]-","[FA+NCCO-3H]-","[FA+NCCO-O-3H]-","[Sph-N-O-5H]-","[FA+N-H]-","[Sph-NCC-3H]-","[FA-3H]-","RT_min","RT_max","Comment","Average m/z","Cer-NS","[M+HCO2]-","[M-H]-","[M-CO-H]-","[M-CO-3H]-","[M-CO-O-3H]-","[FA+NCCO-3H]-","[FA+NCCO-O-3H]-","[Sph-N-O-5H]-","[FA+N-H]-","[Sph-NCC-3H]-","[FA-3H]-","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","Cer-NS","[M+HCO2]-","[M-H]-","[M-CO-H]-","[M-CO-3H]-","[M-CO-O-3H]-","[FA+NCCO-3H]-","[FA+NCCO-O-3H]-","[Sph-N-O-5H]-","[FA+N-H]-","[Sph-NCC-3H]-","[FA-3H]-","RT_min","RT_max","Comment"
"","Cer-NS(d17:2/24:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.8607848484848","10.1607848484848","1372","","Cer-NS(d17:2/24:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.8607848484848","10.1607848484848","1372","","Cer-NS(d17:2/24:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.8607848484848","10.1607848484848","1372","","Cer-NS(d17:2/24:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.8607848484848","10.1607848484848","1372","","Cer-NS(d17:2/24:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.8607848484848","10.1607848484848","1372","","Cer-NS(d17:2/24:0)+HCO2","678.6036","632.5982","602.5876","600.572","584.577","408.3842","392.3893","247.2067","366.3741","221.1911","349.3476","9.8607848484848","10.1607848484848","1372"
"","Cer-NS(d17:2/25:0)+HCO2",0,1,1,0,0,0,0,0,0,0,0,"10.3349015151515","10.6349015151515","366","","Cer-NS(d17:2/25:0)+HCO2",10.4723,10.4723,10.33888,0,0,0,0,0,0,0,0,"10.3349015151515","10.6349015151515","366","","Cer-NS(d17:2/25:0)+HCO2",2,2,2,0,0,0,0,0,0,0,0,"10.3349015151515","10.6349015151515","366","","Cer-NS(d17:2/25:0)+HCO2",774.0684,49953.16,1494.75,0,0,0,0,0,0,0,0,"10.3349015151515","10.6349015151515","366","","Cer-NS(d17:2/25:0)+HCO2",692.62145,646.61545,616.60385,0,0,0,0,0,0,0,0,"10.3349015151515","10.6349015151515","366","","Cer-NS(d17:2/25:0)+HCO2","692.6193","646.6138","616.6033","614.5876","598.5927","422.3998","406.4049","247.2067","380.3898","221.1911","363.3633","10.3349015151515","10.6349015151515","366"
"","Cer-NS(d17:2/25:0)+HCO2",0,1,1,0,0,0,0,0,0,0,0,"10.1740090909091","10.4740090909091","470","","Cer-NS(d17:2/25:0)+HCO2",10.4723,10.4723,10.33888,0,0,0,0,0,0,0,0,"10.1740090909091","10.4740090909091","470","","Cer-NS(d17:2/25:0)+HCO2",2,2,2,0,0,0,0,0,0,0,0,"10.1740090909091","10.4740090909091","470","","Cer-NS(d17:2/25:0)+HCO2",774.0684,49953.16,1494.75,0,0,0,0,0,0,0,0,"10.1740090909091","10.4740090909091","470","","Cer-NS(d17:2/25:0)+HCO2",692.62145,646.61545,616.60385,0,0,0,0,0,0,0,0,"10.1740090909091","10.4740090909091","470","","Cer-NS(d17:2/25:0)+HCO2","692.6193","646.6138","616.6033","614.5876","598.5927","422.3998","406.4049","247.2067","380.3898","221.1911","363.3633","10.1740090909091","10.4740090909091","470"
"","Cer-NS(d17:2/25:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.3155606060606","9.6155606060606","1495","","Cer-NS(d17:2/25:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.3155606060606","9.6155606060606","1495","","Cer-NS(d17:2/25:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.3155606060606","9.6155606060606","1495","","Cer-NS(d17:2/25:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.3155606060606","9.6155606060606","1495","","Cer-NS(d17:2/25:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.3155606060606","9.6155606060606","1495","","Cer-NS(d17:2/25:1)+HCO2","690.6036","644.5982","614.5876","612.572","596.577","420.3842","404.3893","247.2067","378.3741","221.1911","361.3476","9.3155606060606","9.6155606060606","1495"
"","Cer-NS(d17:2/26:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.4557772727273","10.7557772727273","1755","","Cer-NS(d17:2/26:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.4557772727273","10.7557772727273","1755","","Cer-NS(d17:2/26:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.4557772727273","10.7557772727273","1755","","Cer-NS(d17:2/26:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.4557772727273","10.7557772727273","1755","","Cer-NS(d17:2/26:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.4557772727273","10.7557772727273","1755","","Cer-NS(d17:2/26:0)+HCO2","706.6349","660.6295","630.6189","628.6033","612.6083","436.4155","420.4206","247.2067","394.4054","221.1911","377.3789","10.4557772727273","10.7557772727273","1755"
"","Cer-NS(d17:3/25:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.3155606060606","9.6155606060606","1495","","Cer-NS(d17:3/25:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.3155606060606","9.6155606060606","1495","","Cer-NS(d17:3/25:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.3155606060606","9.6155606060606","1495","","Cer-NS(d17:3/25:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.3155606060606","9.6155606060606","1495","","Cer-NS(d17:3/25:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.3155606060606","9.6155606060606","1495","","Cer-NS(d17:3/25:0)+HCO2","690.6036","644.5982","614.5876","612.572","596.577","422.3998","406.4049","245.1911","380.3898","219.1754","363.3633","9.3155606060606","9.6155606060606","1495"
"","Cer-NS(d18:1/20:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.27443484848485","9.57443484848485","1335","","Cer-NS(d18:1/20:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.27443484848485","9.57443484848485","1335","","Cer-NS(d18:1/20:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.27443484848485","9.57443484848485","1335","","Cer-NS(d18:1/20:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.27443484848485","9.57443484848485","1335","","Cer-NS(d18:1/20:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.27443484848485","9.57443484848485","1335","","Cer-NS(d18:1/20:0)+HCO2","638.5723","592.5669","562.5563","560.5406","544.5457","352.3216","336.3267","263.238","310.3116","237.2224","293.285","9.27443484848485","9.57443484848485","1335"
"","Cer-NS(d18:1/21:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.77759848484848","10.0775984848485","3025","","Cer-NS(d18:1/21:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.77759848484848","10.0775984848485","3025","","Cer-NS(d18:1/21:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.77759848484848","10.0775984848485","3025","","Cer-NS(d18:1/21:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.77759848484848","10.0775984848485","3025","","Cer-NS(d18:1/21:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.77759848484848","10.0775984848485","3025","","Cer-NS(d18:1/21:0)+HCO2","652.588","606.5825","576.572","574.5563","558.5614","366.3372","350.3423","263.238","324.3272","237.2224","307.3006","9.77759848484848","10.0775984848485","3025"
"","Cer-NS(d18:1/22:0)+HCO2",0,1,0,0,0,0,1,0,0,0,0,"10.2572696969697","10.5572696969697","287","","Cer-NS(d18:1/22:0)+HCO2",0,10.37019,0,0,0,0,10.37019,0,0,0,0,"10.2572696969697","10.5572696969697","287","","Cer-NS(d18:1/22:0)+HCO2",0,1,0,0,0,0,1,0,0,0,0,"10.2572696969697","10.5572696969697","287","","Cer-NS(d18:1/22:0)+HCO2",0,47550.63,0,0,0,0,1066.432,0,0,0,0,"10.2572696969697","10.5572696969697","287","","Cer-NS(d18:1/22:0)+HCO2",0,620.5994,0,0,0,0,364.3589,0,0,0,0,"10.2572696969697","10.5572696969697","287","","Cer-NS(d18:1/22:0)+HCO2","666.6036","620.5982","590.5876","588.572","572.577","380.3529","364.3579","263.238","338.3428","237.2224","321.3163","10.2572696969697","10.5572696969697","287"
"","Cer-NS(d18:1/23:0)+HCO2",1,1,0,0,0,0,1,0,0,0,0,"10.6999696969697","10.9999696969697","227","","Cer-NS(d18:1/23:0)+HCO2",10.8619,10.8619,10.8619,0,0,0,10.8619,10.8619,0,0,0,"10.6999696969697","10.9999696969697","227","","Cer-NS(d18:1/23:0)+HCO2",1,1,1,0,0,0,1,1,0,0,0,"10.6999696969697","10.9999696969697","227","","Cer-NS(d18:1/23:0)+HCO2",1057.556,65958.08,515.0173,0,0,0,2524.149,560.7629,0,0,0,"10.6999696969697","10.9999696969697","227","","Cer-NS(d18:1/23:0)+HCO2",680.6201,634.6152,604.6054,0,0,0,378.375,263.2381,0,0,0,"10.6999696969697","10.9999696969697","227","","Cer-NS(d18:1/23:0)+HCO2","680.6193","634.6138","604.6033","602.5876","586.5927","394.3685","378.3736","263.238","352.3585","237.2224","335.3319","10.6999696969697","10.9999696969697","227"
"","Cer-NS(d18:1/23:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.5248181818182","10.8248181818182","1553","","Cer-NS(d18:1/23:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.5248181818182","10.8248181818182","1553","","Cer-NS(d18:1/23:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.5248181818182","10.8248181818182","1553","","Cer-NS(d18:1/23:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.5248181818182","10.8248181818182","1553","","Cer-NS(d18:1/23:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.5248181818182","10.8248181818182","1553","","Cer-NS(d18:1/23:0)+HCO2","680.6193","634.6138","604.6033","602.5876","586.5927","394.3685","378.3736","263.238","352.3585","237.2224","335.3319","10.5248181818182","10.8248181818182","1553"
"","Cer-NS(d18:1/23:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.8607848484848","10.1607848484848","1372","","Cer-NS(d18:1/23:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.8607848484848","10.1607848484848","1372","","Cer-NS(d18:1/23:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.8607848484848","10.1607848484848","1372","","Cer-NS(d18:1/23:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.8607848484848","10.1607848484848","1372","","Cer-NS(d18:1/23:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.8607848484848","10.1607848484848","1372","","Cer-NS(d18:1/23:1)+HCO2","678.6036","632.5982","602.5876","600.572","584.577","392.3529","376.3579","263.238","350.3428","237.2224","333.3163","9.8607848484848","10.1607848484848","1372"
"","Cer-NS(d18:1/24:0)+HCO2",1,1,1,0,1,1,1,1,1,1,0,"11.1295590909091","11.4295590909091","108","","Cer-NS(d18:1/24:0)+HCO2",11.29021,11.29021,11.29021,11.29021,11.29021,11.29021,11.29021,11.29021,11.29021,11.29021,11.29021,"11.1295590909091","11.4295590909091","108","","Cer-NS(d18:1/24:0)+HCO2",1,2,1,1,1,1,1,1,1,1,1,"11.1295590909091","11.4295590909091","108","","Cer-NS(d18:1/24:0)+HCO2",8007.366,335871.2,5140.881,793.6923,2095.437,2523.754,13771.49,5850.745,3409.408,3794.493,845.0863,"11.1295590909091","11.4295590909091","108","","Cer-NS(d18:1/24:0)+HCO2",694.6364,648.63095,618.6187,616.6044,600.6101,408.3848,392.3901,263.238,366.3744,237.2223,349.3473,"11.1295590909091","11.4295590909091","108","","Cer-NS(d18:1/24:0)+HCO2","694.6349","648.6295","618.6189","616.6033","600.6083","408.3842","392.3893","263.238","366.3741","237.2224","349.3476","11.1295590909091","11.4295590909091","108"
"","Cer-NS(d18:1/24:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","1160","","Cer-NS(d18:1/24:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","1160","","Cer-NS(d18:1/24:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","1160","","Cer-NS(d18:1/24:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","1160","","Cer-NS(d18:1/24:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","1160","","Cer-NS(d18:1/24:0)+HCO2","694.6349","648.6295","618.6189","616.6033","600.6083","408.3842","392.3893","263.238","366.3741","237.2224","349.3476","10.5101439393939","10.8101439393939","1160"
"","Cer-NS(d18:1/24:0)+HCO2",1,1,1,0,1,1,1,1,1,1,0,"11.0714060606061","11.3714060606061","3271","","Cer-NS(d18:1/24:0)+HCO2",11.29021,11.29021,11.29021,11.29021,11.29021,11.29021,11.29021,11.29021,11.29021,11.29021,11.29021,"11.0714060606061","11.3714060606061","3271","","Cer-NS(d18:1/24:0)+HCO2",1,2,1,1,1,1,1,1,1,1,1,"11.0714060606061","11.3714060606061","3271","","Cer-NS(d18:1/24:0)+HCO2",8007.366,335871.2,5140.881,793.6923,2095.437,2523.754,13771.49,5850.745,3409.408,3794.493,845.0863,"11.0714060606061","11.3714060606061","3271","","Cer-NS(d18:1/24:0)+HCO2",694.6364,648.63095,618.6187,616.6044,600.6101,408.3848,392.3901,263.238,366.3744,237.2223,349.3473,"11.0714060606061","11.3714060606061","3271","","Cer-NS(d18:1/24:0)+HCO2","694.6349","648.6295","618.6189","616.6033","600.6083","408.3842","392.3893","263.238","366.3741","237.2224","349.3476","11.0714060606061","11.3714060606061","3271"
"","Cer-NS(d18:1/24:1)+HCO2",0,1,1,0,0,0,1,0,0,0,0,"10.3349015151515","10.6349015151515","366","","Cer-NS(d18:1/24:1)+HCO2",10.4723,10.4723,10.33888,0,0,0,10.33888,0,0,0,0,"10.3349015151515","10.6349015151515","366","","Cer-NS(d18:1/24:1)+HCO2",2,2,2,0,0,0,1,0,0,0,0,"10.3349015151515","10.6349015151515","366","","Cer-NS(d18:1/24:1)+HCO2",774.0684,49953.16,1494.75,0,0,0,1728.141,0,0,0,0,"10.3349015151515","10.6349015151515","366","","Cer-NS(d18:1/24:1)+HCO2",692.62145,646.61545,616.60385,0,0,0,390.3744,0,0,0,0,"10.3349015151515","10.6349015151515","366","","Cer-NS(d18:1/24:1)+HCO2","692.6193","646.6138","616.6033","614.5876","598.5927","406.3685","390.3736","263.238","364.3585","237.2224","347.3319","10.3349015151515","10.6349015151515","366"
"","Cer-NS(d18:1/24:1)+HCO2",0,1,1,0,0,0,1,0,0,0,0,"10.1740090909091","10.4740090909091","470","","Cer-NS(d18:1/24:1)+HCO2",10.4723,10.4723,10.33888,0,0,0,10.33888,0,0,0,0,"10.1740090909091","10.4740090909091","470","","Cer-NS(d18:1/24:1)+HCO2",2,2,2,0,0,0,1,0,0,0,0,"10.1740090909091","10.4740090909091","470","","Cer-NS(d18:1/24:1)+HCO2",774.0684,49953.16,1494.75,0,0,0,1728.141,0,0,0,0,"10.1740090909091","10.4740090909091","470","","Cer-NS(d18:1/24:1)+HCO2",692.62145,646.61545,616.60385,0,0,0,390.3744,0,0,0,0,"10.1740090909091","10.4740090909091","470","","Cer-NS(d18:1/24:1)+HCO2","692.6193","646.6138","616.6033","614.5876","598.5927","406.3685","390.3736","263.238","364.3585","237.2224","347.3319","10.1740090909091","10.4740090909091","470"
"","Cer-NS(d18:1/24:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.3155606060606","9.6155606060606","1495","","Cer-NS(d18:1/24:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.3155606060606","9.6155606060606","1495","","Cer-NS(d18:1/24:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.3155606060606","9.6155606060606","1495","","Cer-NS(d18:1/24:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.3155606060606","9.6155606060606","1495","","Cer-NS(d18:1/24:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.3155606060606","9.6155606060606","1495","","Cer-NS(d18:1/24:2)+HCO2","690.6036","644.5982","614.5876","612.572","596.577","404.3529","388.3579","263.238","362.3428","237.2224","345.3163","9.3155606060606","9.6155606060606","1495"
"","Cer-NS(d18:1/25:0)+HCO2",0,1,0,0,0,0,0,0,0,0,0,"11.3712712121212","11.6712712121212","402","","Cer-NS(d18:1/25:0)+HCO2",0,11.52146,0,0,0,0,0,0,0,0,0,"11.3712712121212","11.6712712121212","402","","Cer-NS(d18:1/25:0)+HCO2",0,2,0,0,0,0,0,0,0,0,0,"11.3712712121212","11.6712712121212","402","","Cer-NS(d18:1/25:0)+HCO2",0,44391.68,0,0,0,0,0,0,0,0,0,"11.3712712121212","11.6712712121212","402","","Cer-NS(d18:1/25:0)+HCO2",0,662.64675,0,0,0,0,0,0,0,0,0,"11.3712712121212","11.6712712121212","402","","Cer-NS(d18:1/25:0)+HCO2","708.6506","662.6451","632.6346","630.6189","614.624","422.3998","406.4049","263.238","380.3898","237.2224","363.3633","11.3712712121212","11.6712712121212","402"
"","Cer-NS(d18:1/25:0)+HCO2",0,1,0,0,0,0,0,0,0,0,0,"11.5306954545455","11.8306954545455","2733","","Cer-NS(d18:1/25:0)+HCO2",0,11.66083,0,0,0,0,0,0,0,0,0,"11.5306954545455","11.8306954545455","2733","","Cer-NS(d18:1/25:0)+HCO2",0,1,0,0,0,0,0,0,0,0,0,"11.5306954545455","11.8306954545455","2733","","Cer-NS(d18:1/25:0)+HCO2",0,27088.57,0,0,0,0,0,0,0,0,0,"11.5306954545455","11.8306954545455","2733","","Cer-NS(d18:1/25:0)+HCO2",0,662.6468,0,0,0,0,0,0,0,0,0,"11.5306954545455","11.8306954545455","2733","","Cer-NS(d18:1/25:0)+HCO2","708.6506","662.6451","632.6346","630.6189","614.624","422.3998","406.4049","263.238","380.3898","237.2224","363.3633","11.5306954545455","11.8306954545455","2733"
"","Cer-NS(d18:1/25:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.4557772727273","10.7557772727273","1755","","Cer-NS(d18:1/25:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.4557772727273","10.7557772727273","1755","","Cer-NS(d18:1/25:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.4557772727273","10.7557772727273","1755","","Cer-NS(d18:1/25:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.4557772727273","10.7557772727273","1755","","Cer-NS(d18:1/25:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.4557772727273","10.7557772727273","1755","","Cer-NS(d18:1/25:1)+HCO2","706.6349","660.6295","630.6189","628.6033","612.6083","420.3842","404.3893","263.238","378.3741","237.2224","361.3476","10.4557772727273","10.7557772727273","1755"
"","Cer-NS(d18:1/26:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"11.9297696969697","12.2297696969697","759","","Cer-NS(d18:1/26:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"11.9297696969697","12.2297696969697","759","","Cer-NS(d18:1/26:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"11.9297696969697","12.2297696969697","759","","Cer-NS(d18:1/26:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"11.9297696969697","12.2297696969697","759","","Cer-NS(d18:1/26:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"11.9297696969697","12.2297696969697","759","","Cer-NS(d18:1/26:0)+HCO2","722.6663","676.6608","646.6502","644.6346","628.6396","436.4155","420.4206","263.238","394.4054","237.2224","377.3789","11.9297696969697","12.2297696969697","759"
"","Cer-NS(d18:2/23:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.8607848484848","10.1607848484848","1372","","Cer-NS(d18:2/23:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.8607848484848","10.1607848484848","1372","","Cer-NS(d18:2/23:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.8607848484848","10.1607848484848","1372","","Cer-NS(d18:2/23:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.8607848484848","10.1607848484848","1372","","Cer-NS(d18:2/23:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.8607848484848","10.1607848484848","1372","","Cer-NS(d18:2/23:0)+HCO2","678.6036","632.5982","602.5876","600.572","584.577","394.3685","378.3736","261.2224","352.3585","235.2067","335.3319","9.8607848484848","10.1607848484848","1372"
"","Cer-NS(d18:2/24:0)+HCO2",0,1,1,0,0,0,1,0,0,0,0,"10.3349015151515","10.6349015151515","366","","Cer-NS(d18:2/24:0)+HCO2",10.4723,10.4723,10.33888,0,0,0,10.4723,0,10.4723,0,0,"10.3349015151515","10.6349015151515","366","","Cer-NS(d18:2/24:0)+HCO2",2,2,2,0,0,0,1,0,1,0,0,"10.3349015151515","10.6349015151515","366","","Cer-NS(d18:2/24:0)+HCO2",774.0684,49953.16,1494.75,0,0,0,2579.547,0,834.9658,0,0,"10.3349015151515","10.6349015151515","366","","Cer-NS(d18:2/24:0)+HCO2",692.62145,646.61545,616.60385,0,0,0,392.3901,0,366.3749,0,0,"10.3349015151515","10.6349015151515","366","","Cer-NS(d18:2/24:0)+HCO2","692.6193","646.6138","616.6033","614.5876","598.5927","408.3842","392.3893","261.2224","366.3741","235.2067","349.3476","10.3349015151515","10.6349015151515","366"
"","Cer-NS(d18:2/24:0)+HCO2",0,1,1,0,0,0,1,0,0,0,0,"10.1740090909091","10.4740090909091","470","","Cer-NS(d18:2/24:0)+HCO2",10.4723,10.4723,10.33888,0,0,0,10.4723,0,10.4723,0,0,"10.1740090909091","10.4740090909091","470","","Cer-NS(d18:2/24:0)+HCO2",2,2,2,0,0,0,1,0,1,0,0,"10.1740090909091","10.4740090909091","470","","Cer-NS(d18:2/24:0)+HCO2",774.0684,49953.16,1494.75,0,0,0,2579.547,0,834.9658,0,0,"10.1740090909091","10.4740090909091","470","","Cer-NS(d18:2/24:0)+HCO2",692.62145,646.61545,616.60385,0,0,0,392.3901,0,366.3749,0,0,"10.1740090909091","10.4740090909091","470","","Cer-NS(d18:2/24:0)+HCO2","692.6193","646.6138","616.6033","614.5876","598.5927","408.3842","392.3893","261.2224","366.3741","235.2067","349.3476","10.1740090909091","10.4740090909091","470"
"","Cer-NS(d18:2/24:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.3155606060606","9.6155606060606","1495","","Cer-NS(d18:2/24:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.3155606060606","9.6155606060606","1495","","Cer-NS(d18:2/24:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.3155606060606","9.6155606060606","1495","","Cer-NS(d18:2/24:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.3155606060606","9.6155606060606","1495","","Cer-NS(d18:2/24:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.3155606060606","9.6155606060606","1495","","Cer-NS(d18:2/24:1)+HCO2","690.6036","644.5982","614.5876","612.572","596.577","406.3685","390.3736","261.2224","364.3585","235.2067","347.3319","9.3155606060606","9.6155606060606","1495"
"","Cer-NS(d18:2/25:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.4557772727273","10.7557772727273","1755","","Cer-NS(d18:2/25:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.4557772727273","10.7557772727273","1755","","Cer-NS(d18:2/25:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.4557772727273","10.7557772727273","1755","","Cer-NS(d18:2/25:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.4557772727273","10.7557772727273","1755","","Cer-NS(d18:2/25:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.4557772727273","10.7557772727273","1755","","Cer-NS(d18:2/25:0)+HCO2","706.6349","660.6295","630.6189","628.6033","612.6083","422.3998","406.4049","261.2224","380.3898","235.2067","363.3633","10.4557772727273","10.7557772727273","1755"
"","Cer-NS(d18:3/24:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.3155606060606","9.6155606060606","1495","","Cer-NS(d18:3/24:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.3155606060606","9.6155606060606","1495","","Cer-NS(d18:3/24:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.3155606060606","9.6155606060606","1495","","Cer-NS(d18:3/24:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.3155606060606","9.6155606060606","1495","","Cer-NS(d18:3/24:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.3155606060606","9.6155606060606","1495","","Cer-NS(d18:3/24:0)+HCO2","690.6036","644.5982","614.5876","612.572","596.577","408.3842","392.3893","259.2067","366.3741","233.1911","349.3476","9.3155606060606","9.6155606060606","1495"
"","Cer-NS(d19:1/19:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.27443484848485","9.57443484848485","1335","","Cer-NS(d19:1/19:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.27443484848485","9.57443484848485","1335","","Cer-NS(d19:1/19:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.27443484848485","9.57443484848485","1335","","Cer-NS(d19:1/19:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.27443484848485","9.57443484848485","1335","","Cer-NS(d19:1/19:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.27443484848485","9.57443484848485","1335","","Cer-NS(d19:1/19:0)+HCO2","638.5723","592.5669","562.5563","560.5406","544.5457","338.3059","322.311","277.2537","296.2959","251.238","279.2693","9.27443484848485","9.57443484848485","1335"
