"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","Cer-BS","[M+HCO2]-","[M-H]-","[M-H2O-H]-","[Sph+C2H2O-H]-","[Sph+C-H]-","[Sph-H5NO-H]-","[Sph-C2H7NO-H]-","RT_min","RT_max","Comment","RT at Max Intensity","Cer-BS","[M+HCO2]-","[M-H]-","[M-H2O-H]-","[Sph+C2H2O-H]-","[Sph+C-H]-","[Sph-H5NO-H]-","[Sph-C2H7NO-H]-","RT_min","RT_max","Comment","Number of Scans","Cer-BS","[M+HCO2]-","[M-H]-","[M-H2O-H]-","[Sph+C2H2O-H]-","[Sph+C-H]-","[Sph-H5NO-H]-","[Sph-C2H7NO-H]-","RT_min","RT_max","Comment","Max Intensity","Cer-BS","[M+HCO2]-","[M-H]-","[M-H2O-H]-","[Sph+C2H2O-H]-","[Sph+C-H]-","[Sph-H5NO-H]-","[Sph-C2H7NO-H]-","RT_min","RT_max","Comment","Average m/z","Cer-BS","[M+HCO2]-","[M-H]-","[M-H2O-H]-","[Sph+C2H2O-H]-","[Sph+C-H]-","[Sph-H5NO-H]-","[Sph-C2H7NO-H]-","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","Cer-BS","[M+HCO2]-","[M-H]-","[M-H2O-H]-","[Sph+C2H2O-H]-","[Sph+C-H]-","[Sph-H5NO-H]-","[Sph-C2H7NO-H]-","RT_min","RT_max","Comment"
"","Cer-BS(d23:3/35:1)+HCO2",0,0,0,0,0,0,0,"4.81551363636364","5.11551363636364","526","","Cer-BS(d23:3/35:1)+HCO2",0,0,0,0,0,0,0,"4.81551363636364","5.11551363636364","526","","Cer-BS(d23:3/35:1)+HCO2",0,0,0,0,0,0,0,"4.81551363636364","5.11551363636364","526","","Cer-BS(d23:3/35:1)+HCO2",0,0,0,0,0,0,0,"4.81551363636364","5.11551363636364","526","","Cer-BS(d23:3/35:1)+HCO2",0,0,0,0,0,0,0,"4.81551363636364","5.11551363636364","526","","Cer-BS(d23:3/35:1)+HCO2","928.8333","882.8278","864.8173","406.3327","376.3221","329.285","303.2693","4.81551363636364","5.11551363636364","526"
"","Cer-BS(d23:3/35:1)+HCO2",0,0,0,0,0,0,0,"1.41722878787879","1.71722878787879","1250","","Cer-BS(d23:3/35:1)+HCO2",0,0,0,0,0,0,0,"1.41722878787879","1.71722878787879","1250","","Cer-BS(d23:3/35:1)+HCO2",0,0,0,0,0,0,0,"1.41722878787879","1.71722878787879","1250","","Cer-BS(d23:3/35:1)+HCO2",0,0,0,0,0,0,0,"1.41722878787879","1.71722878787879","1250","","Cer-BS(d23:3/35:1)+HCO2",0,0,0,0,0,0,0,"1.41722878787879","1.71722878787879","1250","","Cer-BS(d23:3/35:1)+HCO2","928.8333","882.8278","864.8173","406.3327","376.3221","329.285","303.2693","1.41722878787879","1.71722878787879","1250"
"","Cer-BS(d23:3/35:1)+HCO2",0,0,0,0,0,0,0,"5.53096212121212","5.83096212121212","1907","","Cer-BS(d23:3/35:1)+HCO2",0,0,0,0,0,0,0,"5.53096212121212","5.83096212121212","1907","","Cer-BS(d23:3/35:1)+HCO2",0,0,0,0,0,0,0,"5.53096212121212","5.83096212121212","1907","","Cer-BS(d23:3/35:1)+HCO2",0,0,0,0,0,0,0,"5.53096212121212","5.83096212121212","1907","","Cer-BS(d23:3/35:1)+HCO2",0,0,0,0,0,0,0,"5.53096212121212","5.83096212121212","1907","","Cer-BS(d23:3/35:1)+HCO2","928.8333","882.8278","864.8173","406.3327","376.3221","329.285","303.2693","5.53096212121212","5.83096212121212","1907"
"","Cer-BS(d23:3/35:1)+HCO2",0,0,0,0,0,0,0,"13.930646969697","14.230646969697","1971","","Cer-BS(d23:3/35:1)+HCO2",0,0,0,0,0,0,0,"13.930646969697","14.230646969697","1971","","Cer-BS(d23:3/35:1)+HCO2",0,0,0,0,0,0,0,"13.930646969697","14.230646969697","1971","","Cer-BS(d23:3/35:1)+HCO2",0,0,0,0,0,0,0,"13.930646969697","14.230646969697","1971","","Cer-BS(d23:3/35:1)+HCO2",0,0,0,0,0,0,0,"13.930646969697","14.230646969697","1971","","Cer-BS(d23:3/35:1)+HCO2","928.8333","882.8278","864.8173","406.3327","376.3221","329.285","303.2693","13.930646969697","14.230646969697","1971"
"","Cer-BS(d23:3/35:1)+HCO2",0,0,0,0,0,0,0,"4.71811212121212","5.01811212121212","2722","","Cer-BS(d23:3/35:1)+HCO2",0,0,0,0,0,0,0,"4.71811212121212","5.01811212121212","2722","","Cer-BS(d23:3/35:1)+HCO2",0,0,0,0,0,0,0,"4.71811212121212","5.01811212121212","2722","","Cer-BS(d23:3/35:1)+HCO2",0,0,0,0,0,0,0,"4.71811212121212","5.01811212121212","2722","","Cer-BS(d23:3/35:1)+HCO2",0,0,0,0,0,0,0,"4.71811212121212","5.01811212121212","2722","","Cer-BS(d23:3/35:1)+HCO2","928.8333","882.8278","864.8173","406.3327","376.3221","329.285","303.2693","4.71811212121212","5.01811212121212","2722"
"","Cer-BS(d23:3/35:1)+HCO2",0,0,0,0,0,0,0,"8.80238787878788","9.10238787878788","3040","","Cer-BS(d23:3/35:1)+HCO2",0,0,0,0,0,0,0,"8.80238787878788","9.10238787878788","3040","","Cer-BS(d23:3/35:1)+HCO2",0,0,0,0,0,0,0,"8.80238787878788","9.10238787878788","3040","","Cer-BS(d23:3/35:1)+HCO2",0,0,0,0,0,0,0,"8.80238787878788","9.10238787878788","3040","","Cer-BS(d23:3/35:1)+HCO2",0,0,0,0,0,0,0,"8.80238787878788","9.10238787878788","3040","","Cer-BS(d23:3/35:1)+HCO2","928.8333","882.8278","864.8173","406.3327","376.3221","329.285","303.2693","8.80238787878788","9.10238787878788","3040"
"","Cer-BS(d23:3/35:1)+HCO2",0,0,0,0,0,0,0,"13.1360257575758","13.4360257575758","3415","","Cer-BS(d23:3/35:1)+HCO2",0,0,0,0,0,0,0,"13.1360257575758","13.4360257575758","3415","","Cer-BS(d23:3/35:1)+HCO2",0,0,0,0,0,0,0,"13.1360257575758","13.4360257575758","3415","","Cer-BS(d23:3/35:1)+HCO2",0,0,0,0,0,0,0,"13.1360257575758","13.4360257575758","3415","","Cer-BS(d23:3/35:1)+HCO2",0,0,0,0,0,0,0,"13.1360257575758","13.4360257575758","3415","","Cer-BS(d23:3/35:1)+HCO2","928.8333","882.8278","864.8173","406.3327","376.3221","329.285","303.2693","13.1360257575758","13.4360257575758","3415"
"","Cer-BS(d23:3/35:1)+HCO2",0,0,0,0,0,0,0,"1.17546833333333","1.47546833333333","3619","","Cer-BS(d23:3/35:1)+HCO2",0,0,0,0,0,0,0,"1.17546833333333","1.47546833333333","3619","","Cer-BS(d23:3/35:1)+HCO2",0,0,0,0,0,0,0,"1.17546833333333","1.47546833333333","3619","","Cer-BS(d23:3/35:1)+HCO2",0,0,0,0,0,0,0,"1.17546833333333","1.47546833333333","3619","","Cer-BS(d23:3/35:1)+HCO2",0,0,0,0,0,0,0,"1.17546833333333","1.47546833333333","3619","","Cer-BS(d23:3/35:1)+HCO2","928.8333","882.8278","864.8173","406.3327","376.3221","329.285","303.2693","1.17546833333333","1.47546833333333","3619"
"","Cer-BS(d23:3/35:1)+HCO2",0,0,0,0,0,0,0,"5.02597727272727","5.32597727272727","3818","","Cer-BS(d23:3/35:1)+HCO2",0,0,0,0,0,0,0,"5.02597727272727","5.32597727272727","3818","","Cer-BS(d23:3/35:1)+HCO2",0,0,0,0,0,0,0,"5.02597727272727","5.32597727272727","3818","","Cer-BS(d23:3/35:1)+HCO2",0,0,0,0,0,0,0,"5.02597727272727","5.32597727272727","3818","","Cer-BS(d23:3/35:1)+HCO2",0,0,0,0,0,0,0,"5.02597727272727","5.32597727272727","3818","","Cer-BS(d23:3/35:1)+HCO2","928.8333","882.8278","864.8173","406.3327","376.3221","329.285","303.2693","5.02597727272727","5.32597727272727","3818"
"","Cer-BS(d24:1/18:0)+HCO2",0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-BS(d24:1/18:0)+HCO2",0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-BS(d24:1/18:0)+HCO2",0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-BS(d24:1/18:0)+HCO2",0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-BS(d24:1/18:0)+HCO2",0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-BS(d24:1/18:0)+HCO2","710.6299","664.6244","646.6138","424.3796","394.369","347.3319","321.3163","10.7806166666667","11.0806166666667","1422"
"","Cer-BS(d24:1/20:2)+HCO2",0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer-BS(d24:1/20:2)+HCO2",0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer-BS(d24:1/20:2)+HCO2",0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer-BS(d24:1/20:2)+HCO2",0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer-BS(d24:1/20:2)+HCO2",0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer-BS(d24:1/20:2)+HCO2","734.6299","688.6244","670.6138","424.3796","394.369","347.3319","321.3163","11.3263590909091","11.6263590909091","1402"
"","Cer-BS(d24:1/36:1)+HCO2",0,0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","Cer-BS(d24:1/36:1)+HCO2",0,0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","Cer-BS(d24:1/36:1)+HCO2",0,0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","Cer-BS(d24:1/36:1)+HCO2",0,0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","Cer-BS(d24:1/36:1)+HCO2",0,0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","Cer-BS(d24:1/36:1)+HCO2","960.8959","914.8904","896.8799","424.3796","394.369","347.3319","321.3163","15.1107681818182","15.4107681818182","1559"
"","Cer-BS(d24:2/19:1)+HCO2",0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer-BS(d24:2/19:1)+HCO2",0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer-BS(d24:2/19:1)+HCO2",0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer-BS(d24:2/19:1)+HCO2",0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer-BS(d24:2/19:1)+HCO2",0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer-BS(d24:2/19:1)+HCO2","720.6142","674.6088","656.5981","422.364","392.3534","345.3163","319.3006","10.9162772727273","11.2162772727273","972"
"","Cer-BS(d24:2/20:1)+HCO2",0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer-BS(d24:2/20:1)+HCO2",0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer-BS(d24:2/20:1)+HCO2",0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer-BS(d24:2/20:1)+HCO2",0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer-BS(d24:2/20:1)+HCO2",0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer-BS(d24:2/20:1)+HCO2","734.6299","688.6244","670.6138","422.364","392.3534","345.3163","319.3006","11.3263590909091","11.6263590909091","1402"
"","Cer-BS(d24:2/20:2)+HCO2",0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer-BS(d24:2/20:2)+HCO2",0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer-BS(d24:2/20:2)+HCO2",0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer-BS(d24:2/20:2)+HCO2",0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer-BS(d24:2/20:2)+HCO2",0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer-BS(d24:2/20:2)+HCO2","732.6142","686.6088","668.5981","422.364","392.3534","345.3163","319.3006","10.5313909090909","10.8313909090909","1290"
"","Cer-BS(d24:2/21:1)+HCO2",0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer-BS(d24:2/21:1)+HCO2",0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer-BS(d24:2/21:1)+HCO2",0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer-BS(d24:2/21:1)+HCO2",0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer-BS(d24:2/21:1)+HCO2",0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer-BS(d24:2/21:1)+HCO2","748.6455","702.64","684.6295","422.364","392.3534","345.3163","319.3006","11.7283893939394","12.0283893939394","790"
"","Cer-BS(d24:2/28:2)+HCO2",0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer-BS(d24:2/28:2)+HCO2",0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer-BS(d24:2/28:2)+HCO2",0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer-BS(d24:2/28:2)+HCO2",0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer-BS(d24:2/28:2)+HCO2",0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer-BS(d24:2/28:2)+HCO2","844.7394","798.7339","780.7234","422.364","392.3534","345.3163","319.3006","12.0117515151515","12.3117515151515","1639"
"","Cer-BS(d24:2/34:2)+HCO2",0,0,0,0,0,0,0,"13.6292787878788","13.9292787878788","450","","Cer-BS(d24:2/34:2)+HCO2",0,0,0,0,0,0,0,"13.6292787878788","13.9292787878788","450","","Cer-BS(d24:2/34:2)+HCO2",0,0,0,0,0,0,0,"13.6292787878788","13.9292787878788","450","","Cer-BS(d24:2/34:2)+HCO2",0,0,0,0,0,0,0,"13.6292787878788","13.9292787878788","450","","Cer-BS(d24:2/34:2)+HCO2",0,0,0,0,0,0,0,"13.6292787878788","13.9292787878788","450","","Cer-BS(d24:2/34:2)+HCO2","928.8333","882.8278","864.8173","422.364","392.3534","345.3163","319.3006","13.6292787878788","13.9292787878788","450"
"","Cer-BS(d24:2/34:2)+HCO2",0,0,0,0,0,0,0,"14.1708757575758","14.4708757575758","503","","Cer-BS(d24:2/34:2)+HCO2",0,0,0,0,0,0,0,"14.1708757575758","14.4708757575758","503","","Cer-BS(d24:2/34:2)+HCO2",0,0,0,0,0,0,0,"14.1708757575758","14.4708757575758","503","","Cer-BS(d24:2/34:2)+HCO2",0,0,0,0,0,0,0,"14.1708757575758","14.4708757575758","503","","Cer-BS(d24:2/34:2)+HCO2",0,0,0,0,0,0,0,"14.1708757575758","14.4708757575758","503","","Cer-BS(d24:2/34:2)+HCO2","928.8333","882.8278","864.8173","422.364","392.3534","345.3163","319.3006","14.1708757575758","14.4708757575758","503"
"","Cer-BS(d24:2/34:2)+HCO2",0,0,0,0,0,0,0,"4.81551363636364","5.11551363636364","526","","Cer-BS(d24:2/34:2)+HCO2",0,0,0,0,0,0,0,"4.81551363636364","5.11551363636364","526","","Cer-BS(d24:2/34:2)+HCO2",0,0,0,0,0,0,0,"4.81551363636364","5.11551363636364","526","","Cer-BS(d24:2/34:2)+HCO2",0,0,0,0,0,0,0,"4.81551363636364","5.11551363636364","526","","Cer-BS(d24:2/34:2)+HCO2",0,0,0,0,0,0,0,"4.81551363636364","5.11551363636364","526","","Cer-BS(d24:2/34:2)+HCO2","928.8333","882.8278","864.8173","422.364","392.3534","345.3163","319.3006","4.81551363636364","5.11551363636364","526"
"","Cer-BS(d24:2/34:2)+HCO2",0,0,0,0,0,0,0,"1.41722878787879","1.71722878787879","1250","","Cer-BS(d24:2/34:2)+HCO2",0,0,0,0,0,0,0,"1.41722878787879","1.71722878787879","1250","","Cer-BS(d24:2/34:2)+HCO2",0,0,0,0,0,0,0,"1.41722878787879","1.71722878787879","1250","","Cer-BS(d24:2/34:2)+HCO2",0,0,0,0,0,0,0,"1.41722878787879","1.71722878787879","1250","","Cer-BS(d24:2/34:2)+HCO2",0,0,0,0,0,0,0,"1.41722878787879","1.71722878787879","1250","","Cer-BS(d24:2/34:2)+HCO2","928.8333","882.8278","864.8173","422.364","392.3534","345.3163","319.3006","1.41722878787879","1.71722878787879","1250"
"","Cer-BS(d24:2/34:2)+HCO2",0,0,0,0,0,0,0,"5.53096212121212","5.83096212121212","1907","","Cer-BS(d24:2/34:2)+HCO2",0,0,0,0,0,0,0,"5.53096212121212","5.83096212121212","1907","","Cer-BS(d24:2/34:2)+HCO2",0,0,0,0,0,0,0,"5.53096212121212","5.83096212121212","1907","","Cer-BS(d24:2/34:2)+HCO2",0,0,0,0,0,0,0,"5.53096212121212","5.83096212121212","1907","","Cer-BS(d24:2/34:2)+HCO2",0,0,0,0,0,0,0,"5.53096212121212","5.83096212121212","1907","","Cer-BS(d24:2/34:2)+HCO2","928.8333","882.8278","864.8173","422.364","392.3534","345.3163","319.3006","5.53096212121212","5.83096212121212","1907"
"","Cer-BS(d24:2/34:2)+HCO2",0,0,0,0,0,0,0,"13.930646969697","14.230646969697","1971","","Cer-BS(d24:2/34:2)+HCO2",0,0,0,0,0,0,0,"13.930646969697","14.230646969697","1971","","Cer-BS(d24:2/34:2)+HCO2",0,0,0,0,0,0,0,"13.930646969697","14.230646969697","1971","","Cer-BS(d24:2/34:2)+HCO2",0,0,0,0,0,0,0,"13.930646969697","14.230646969697","1971","","Cer-BS(d24:2/34:2)+HCO2",0,0,0,0,0,0,0,"13.930646969697","14.230646969697","1971","","Cer-BS(d24:2/34:2)+HCO2","928.8333","882.8278","864.8173","422.364","392.3534","345.3163","319.3006","13.930646969697","14.230646969697","1971"
"","Cer-BS(d24:2/34:2)+HCO2",0,0,0,0,0,0,0,"4.71811212121212","5.01811212121212","2722","","Cer-BS(d24:2/34:2)+HCO2",0,0,0,0,0,0,0,"4.71811212121212","5.01811212121212","2722","","Cer-BS(d24:2/34:2)+HCO2",0,0,0,0,0,0,0,"4.71811212121212","5.01811212121212","2722","","Cer-BS(d24:2/34:2)+HCO2",0,0,0,0,0,0,0,"4.71811212121212","5.01811212121212","2722","","Cer-BS(d24:2/34:2)+HCO2",0,0,0,0,0,0,0,"4.71811212121212","5.01811212121212","2722","","Cer-BS(d24:2/34:2)+HCO2","928.8333","882.8278","864.8173","422.364","392.3534","345.3163","319.3006","4.71811212121212","5.01811212121212","2722"
"","Cer-BS(d24:2/34:2)+HCO2",0,0,0,0,0,0,0,"8.80238787878788","9.10238787878788","3040","","Cer-BS(d24:2/34:2)+HCO2",0,0,0,0,0,0,0,"8.80238787878788","9.10238787878788","3040","","Cer-BS(d24:2/34:2)+HCO2",0,0,0,0,0,0,0,"8.80238787878788","9.10238787878788","3040","","Cer-BS(d24:2/34:2)+HCO2",0,0,0,0,0,0,0,"8.80238787878788","9.10238787878788","3040","","Cer-BS(d24:2/34:2)+HCO2",0,0,0,0,0,0,0,"8.80238787878788","9.10238787878788","3040","","Cer-BS(d24:2/34:2)+HCO2","928.8333","882.8278","864.8173","422.364","392.3534","345.3163","319.3006","8.80238787878788","9.10238787878788","3040"
"","Cer-BS(d24:2/34:2)+HCO2",0,0,0,0,0,0,0,"13.1360257575758","13.4360257575758","3415","","Cer-BS(d24:2/34:2)+HCO2",0,0,0,0,0,0,0,"13.1360257575758","13.4360257575758","3415","","Cer-BS(d24:2/34:2)+HCO2",0,0,0,0,0,0,0,"13.1360257575758","13.4360257575758","3415","","Cer-BS(d24:2/34:2)+HCO2",0,0,0,0,0,0,0,"13.1360257575758","13.4360257575758","3415","","Cer-BS(d24:2/34:2)+HCO2",0,0,0,0,0,0,0,"13.1360257575758","13.4360257575758","3415","","Cer-BS(d24:2/34:2)+HCO2","928.8333","882.8278","864.8173","422.364","392.3534","345.3163","319.3006","13.1360257575758","13.4360257575758","3415"
"","Cer-BS(d24:2/34:2)+HCO2",0,0,0,0,0,0,0,"1.17546833333333","1.47546833333333","3619","","Cer-BS(d24:2/34:2)+HCO2",0,0,0,0,0,0,0,"1.17546833333333","1.47546833333333","3619","","Cer-BS(d24:2/34:2)+HCO2",0,0,0,0,0,0,0,"1.17546833333333","1.47546833333333","3619","","Cer-BS(d24:2/34:2)+HCO2",0,0,0,0,0,0,0,"1.17546833333333","1.47546833333333","3619","","Cer-BS(d24:2/34:2)+HCO2",0,0,0,0,0,0,0,"1.17546833333333","1.47546833333333","3619","","Cer-BS(d24:2/34:2)+HCO2","928.8333","882.8278","864.8173","422.364","392.3534","345.3163","319.3006","1.17546833333333","1.47546833333333","3619"
"","Cer-BS(d24:2/34:2)+HCO2",0,0,0,0,0,0,0,"5.02597727272727","5.32597727272727","3818","","Cer-BS(d24:2/34:2)+HCO2",0,0,0,0,0,0,0,"5.02597727272727","5.32597727272727","3818","","Cer-BS(d24:2/34:2)+HCO2",0,0,0,0,0,0,0,"5.02597727272727","5.32597727272727","3818","","Cer-BS(d24:2/34:2)+HCO2",0,0,0,0,0,0,0,"5.02597727272727","5.32597727272727","3818","","Cer-BS(d24:2/34:2)+HCO2",0,0,0,0,0,0,0,"5.02597727272727","5.32597727272727","3818","","Cer-BS(d24:2/34:2)+HCO2","928.8333","882.8278","864.8173","422.364","392.3534","345.3163","319.3006","5.02597727272727","5.32597727272727","3818"
"","Cer-BS(d24:2/36:0)+HCO2",0,0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","Cer-BS(d24:2/36:0)+HCO2",0,0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","Cer-BS(d24:2/36:0)+HCO2",0,0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","Cer-BS(d24:2/36:0)+HCO2",0,0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","Cer-BS(d24:2/36:0)+HCO2",0,0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","Cer-BS(d24:2/36:0)+HCO2","960.8959","914.8904","896.8799","422.364","392.3534","345.3163","319.3006","15.1107681818182","15.4107681818182","1559"
"","Cer-BS(d24:3/19:0)+HCO2",0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer-BS(d24:3/19:0)+HCO2",0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer-BS(d24:3/19:0)+HCO2",0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer-BS(d24:3/19:0)+HCO2",0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer-BS(d24:3/19:0)+HCO2",0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer-BS(d24:3/19:0)+HCO2","720.6142","674.6088","656.5981","420.3483","390.3378","343.3006","317.285","10.9162772727273","11.2162772727273","972"
"","Cer-BS(d24:3/19:1)+HCO2",0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer-BS(d24:3/19:1)+HCO2",0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer-BS(d24:3/19:1)+HCO2",0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer-BS(d24:3/19:1)+HCO2",0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer-BS(d24:3/19:1)+HCO2",0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer-BS(d24:3/19:1)+HCO2","718.5986","672.5931","654.5825","420.3483","390.3378","343.3006","317.285","10.0734984848485","10.3734984848485","908"
"","Cer-BS(d24:3/20:0)+HCO2",0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer-BS(d24:3/20:0)+HCO2",0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer-BS(d24:3/20:0)+HCO2",0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer-BS(d24:3/20:0)+HCO2",0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer-BS(d24:3/20:0)+HCO2",0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer-BS(d24:3/20:0)+HCO2","734.6299","688.6244","670.6138","420.3483","390.3378","343.3006","317.285","11.3263590909091","11.6263590909091","1402"
"","Cer-BS(d24:3/20:1)+HCO2",0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer-BS(d24:3/20:1)+HCO2",0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer-BS(d24:3/20:1)+HCO2",0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer-BS(d24:3/20:1)+HCO2",0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer-BS(d24:3/20:1)+HCO2",0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer-BS(d24:3/20:1)+HCO2","732.6142","686.6088","668.5981","420.3483","390.3378","343.3006","317.285","10.5313909090909","10.8313909090909","1290"
"","Cer-BS(d24:3/21:0)+HCO2",0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer-BS(d24:3/21:0)+HCO2",0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer-BS(d24:3/21:0)+HCO2",0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer-BS(d24:3/21:0)+HCO2",0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer-BS(d24:3/21:0)+HCO2",0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer-BS(d24:3/21:0)+HCO2","748.6455","702.64","684.6295","420.3483","390.3378","343.3006","317.285","11.7283893939394","12.0283893939394","790"
"","Cer-BS(d24:3/21:1)+HCO2",0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer-BS(d24:3/21:1)+HCO2",0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer-BS(d24:3/21:1)+HCO2",0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer-BS(d24:3/21:1)+HCO2",0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer-BS(d24:3/21:1)+HCO2",0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer-BS(d24:3/21:1)+HCO2","746.6299","700.6244","682.6138","420.3483","390.3378","343.3006","317.285","10.9594772727273","11.2594772727273","525"
"","Cer-BS(d24:3/28:1)+HCO2",0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer-BS(d24:3/28:1)+HCO2",0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer-BS(d24:3/28:1)+HCO2",0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer-BS(d24:3/28:1)+HCO2",0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer-BS(d24:3/28:1)+HCO2",0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer-BS(d24:3/28:1)+HCO2","844.7394","798.7339","780.7234","420.3483","390.3378","343.3006","317.285","12.0117515151515","12.3117515151515","1639"
