MLCL,[M-H]-, Glycerol-3-phosphate_NLH2O, Glycerol-3-phosphate,T1_RCOO-,T2_RCOO-,T3_RCOO-,T4_OH-,PA(R1+R2),PA(R1+R2)-NL_T1RCOOH,PA(R1+R2)-NL_T2RCOOH,PA(R1+R2)-NL_T1Ketene,PA(R1+R2)-NL_T2Ketene,PA(R1+R2)+56,PA(R1+R2)+136,PA(R1+R2)+56+18,LPA(R3+R4),LPA(R3+R4)+56,LPA(R3+R4)+136
MLCL(20:0_20:1_16:4)-H,1215.782234,152.995833,171.006398,311.295554,309.279904,247.170354,17.003288,757.575279,445.272449,447.288099,463.283014,465.298664,813.601493,893.567824,887.638272,401.173463,457.199677,537.166008
MLCL(20:0_20:1_18:0)-H,1251.876134,152.995833,171.006398,311.295554,309.279904,283.264254,17.003288,757.575279,445.272449,447.288099,463.283014,465.298664,813.601493,893.567824,887.638272,437.267363,493.293577,573.259908
MLCL(20:0_20:1_18:1)-H,1249.860484,152.995833,171.006398,311.295554,309.279904,281.248604,17.003288,757.575279,445.272449,447.288099,463.283014,465.298664,813.601493,893.567824,887.638272,435.251713,491.277927,571.244258
MLCL(20:0_20:1_18:2)-H,1247.844834,152.995833,171.006398,311.295554,309.279904,279.232954,17.003288,757.575279,445.272449,447.288099,463.283014,465.298664,813.601493,893.567824,887.638272,433.236063,489.262277,569.228608
MLCL(20:0_20:1_18:3)-H,1245.829184,152.995833,171.006398,311.295554,309.279904,277.217304,17.003288,757.575279,445.272449,447.288099,463.283014,465.298664,813.601493,893.567824,887.638272,431.220413,487.246627,567.212958
MLCL(20:0_20:1_18:4)-H,1243.813534,152.995833,171.006398,311.295554,309.279904,275.201654,17.003288,757.575279,445.272449,447.288099,463.283014,465.298664,813.601493,893.567824,887.638272,429.204763,485.230977,565.197308
MLCL(20:0_20:1_18:5)-H,1241.797884,152.995833,171.006398,311.295554,309.279904,273.186004,17.003288,757.575279,445.272449,447.288099,463.283014,465.298664,813.601493,893.567824,887.638272,427.189113,483.215327,563.181658
MLCL(20:0_20:1_20:0)-H,1279.907434,152.995833,171.006398,311.295554,309.279904,311.295554,17.003288,757.575279,445.272449,447.288099,463.283014,465.298664,813.601493,893.567824,887.638272,465.298663,521.324877,601.291208
MLCL(20:0_20:1_20:1)-H,1277.891784,152.995833,171.006398,311.295554,309.279904,309.279904,17.003288,757.575279,445.272449,447.288099,463.283014,465.298664,813.601493,893.567824,887.638272,463.283013,519.309227,599.275558
MLCL(20:0_20:1_20:2)-H,1275.876134,152.995833,171.006398,311.295554,309.279904,307.264254,17.003288,757.575279,445.272449,447.288099,463.283014,465.298664,813.601493,893.567824,887.638272,461.267363,517.293577,597.259908
MLCL(20:0_20:1_20:3)-H,1273.860484,152.995833,171.006398,311.295554,309.279904,305.248604,17.003288,757.575279,445.272449,447.288099,463.283014,465.298664,813.601493,893.567824,887.638272,459.251713,515.277927,595.244258
MLCL(20:0_20:1_20:4)-H,1271.844834,152.995833,171.006398,311.295554,309.279904,303.232954,17.003288,757.575279,445.272449,447.288099,463.283014,465.298664,813.601493,893.567824,887.638272,457.236063,513.262277,593.228608
MLCL(20:0_20:1_20:5)-H,1269.829184,152.995833,171.006398,311.295554,309.279904,301.217304,17.003288,757.575279,445.272449,447.288099,463.283014,465.298664,813.601493,893.567824,887.638272,455.220413,511.246627,591.212958
MLCL(20:0_20:1_22:0)-H,1307.938734,152.995833,171.006398,311.295554,309.279904,339.326854,17.003288,757.575279,445.272449,447.288099,463.283014,465.298664,813.601493,893.567824,887.638272,493.329963,549.356177,629.322508
MLCL(20:0_20:1_22:1)-H,1305.923084,152.995833,171.006398,311.295554,309.279904,337.311204,17.003288,757.575279,445.272449,447.288099,463.283014,465.298664,813.601493,893.567824,887.638272,491.314313,547.340527,627.306858
MLCL(20:0_20:1_22:2)-H,1303.907434,152.995833,171.006398,311.295554,309.279904,335.295554,17.003288,757.575279,445.272449,447.288099,463.283014,465.298664,813.601493,893.567824,887.638272,489.298663,545.324877,625.291208
MLCL(20:0_20:1_22:3)-H,1301.891784,152.995833,171.006398,311.295554,309.279904,333.279904,17.003288,757.575279,445.272449,447.288099,463.283014,465.298664,813.601493,893.567824,887.638272,487.283013,543.309227,623.275558
MLCL(20:0_20:1_22:4)-H,1299.876134,152.995833,171.006398,311.295554,309.279904,331.264254,17.003288,757.575279,445.272449,447.288099,463.283014,465.298664,813.601493,893.567824,887.638272,485.267363,541.293577,621.259908
MLCL(20:0_20:1_22:5)-H,1297.860484,152.995833,171.006398,311.295554,309.279904,329.248604,17.003288,757.575279,445.272449,447.288099,463.283014,465.298664,813.601493,893.567824,887.638272,483.251713,539.277927,619.244258
MLCL(20:0_20:1_22:6)-H,1295.844834,152.995833,171.006398,311.295554,309.279904,327.232954,17.003288,757.575279,445.272449,447.288099,463.283014,465.298664,813.601493,893.567824,887.638272,481.236063,537.262277,617.228608
MLCL(20:0_20:2_12:0)-H,1165.766584,152.995833,171.006398,311.295554,307.264254,199.170354,17.003288,755.559629,443.256799,447.288099,461.267364,465.298664,811.585843,891.552174,885.622622,353.173463,409.199677,489.166008
MLCL(20:0_20:2_14:0)-H,1193.797884,152.995833,171.006398,311.295554,307.264254,227.201654,17.003288,755.559629,443.256799,447.288099,461.267364,465.298664,811.585843,891.552174,885.622622,381.204763,437.230977,517.197308
MLCL(20:0_20:2_14:1)-H,1191.782234,152.995833,171.006398,311.295554,307.264254,225.186004,17.003288,755.559629,443.256799,447.288099,461.267364,465.298664,811.585843,891.552174,885.622622,379.189113,435.215327,515.181658
MLCL(20:0_20:2_16:0)-H,1221.829184,152.995833,171.006398,311.295554,307.264254,255.232954,17.003288,755.559629,443.256799,447.288099,461.267364,465.298664,811.585843,891.552174,885.622622,409.236063,465.262277,545.228608
MLCL(20:0_20:2_16:1)-H,1219.813534,152.995833,171.006398,311.295554,307.264254,253.217304,17.003288,755.559629,443.256799,447.288099,461.267364,465.298664,811.585843,891.552174,885.622622,407.220413,463.246627,543.212958
MLCL(20:0_20:2_16:2)-H,1217.797884,152.995833,171.006398,311.295554,307.264254,251.201654,17.003288,755.559629,443.256799,447.288099,461.267364,465.298664,811.585843,891.552174,885.622622,405.204763,461.230977,541.197308
MLCL(20:0_20:2_16:3)-H,1215.782234,152.995833,171.006398,311.295554,307.264254,249.186004,17.003288,755.559629,443.256799,447.288099,461.267364,465.298664,811.585843,891.552174,885.622622,403.189113,459.215327,539.181658
MLCL(20:0_20:2_16:4)-H,1213.766584,152.995833,171.006398,311.295554,307.264254,247.170354,17.003288,755.559629,443.256799,447.288099,461.267364,465.298664,811.585843,891.552174,885.622622,401.173463,457.199677,537.166008
MLCL(20:0_20:2_18:0)-H,1249.860484,152.995833,171.006398,311.295554,307.264254,283.264254,17.003288,755.559629,443.256799,447.288099,461.267364,465.298664,811.585843,891.552174,885.622622,437.267363,493.293577,573.259908
MLCL(20:0_20:2_18:1)-H,1247.844834,152.995833,171.006398,311.295554,307.264254,281.248604,17.003288,755.559629,443.256799,447.288099,461.267364,465.298664,811.585843,891.552174,885.622622,435.251713,491.277927,571.244258
MLCL(20:0_20:2_18:2)-H,1245.829184,152.995833,171.006398,311.295554,307.264254,279.232954,17.003288,755.559629,443.256799,447.288099,461.267364,465.298664,811.585843,891.552174,885.622622,433.236063,489.262277,569.228608
MLCL(20:0_20:2_18:3)-H,1243.813534,152.995833,171.006398,311.295554,307.264254,277.217304,17.003288,755.559629,443.256799,447.288099,461.267364,465.298664,811.585843,891.552174,885.622622,431.220413,487.246627,567.212958
MLCL(20:0_20:2_18:4)-H,1241.797884,152.995833,171.006398,311.295554,307.264254,275.201654,17.003288,755.559629,443.256799,447.288099,461.267364,465.298664,811.585843,891.552174,885.622622,429.204763,485.230977,565.197308
MLCL(20:0_20:2_18:5)-H,1239.782234,152.995833,171.006398,311.295554,307.264254,273.186004,17.003288,755.559629,443.256799,447.288099,461.267364,465.298664,811.585843,891.552174,885.622622,427.189113,483.215327,563.181658
MLCL(20:0_20:2_20:0)-H,1277.891784,152.995833,171.006398,311.295554,307.264254,311.295554,17.003288,755.559629,443.256799,447.288099,461.267364,465.298664,811.585843,891.552174,885.622622,465.298663,521.324877,601.291208
MLCL(20:0_20:2_20:1)-H,1275.876134,152.995833,171.006398,311.295554,307.264254,309.279904,17.003288,755.559629,443.256799,447.288099,461.267364,465.298664,811.585843,891.552174,885.622622,463.283013,519.309227,599.275558
MLCL(20:0_20:2_20:2)-H,1273.860484,152.995833,171.006398,311.295554,307.264254,307.264254,17.003288,755.559629,443.256799,447.288099,461.267364,465.298664,811.585843,891.552174,885.622622,461.267363,517.293577,597.259908
MLCL(20:0_20:2_20:3)-H,1271.844834,152.995833,171.006398,311.295554,307.264254,305.248604,17.003288,755.559629,443.256799,447.288099,461.267364,465.298664,811.585843,891.552174,885.622622,459.251713,515.277927,595.244258
MLCL(20:0_20:2_20:4)-H,1269.829184,152.995833,171.006398,311.295554,307.264254,303.232954,17.003288,755.559629,443.256799,447.288099,461.267364,465.298664,811.585843,891.552174,885.622622,457.236063,513.262277,593.228608
MLCL(20:0_20:2_20:5)-H,1267.813534,152.995833,171.006398,311.295554,307.264254,301.217304,17.003288,755.559629,443.256799,447.288099,461.267364,465.298664,811.585843,891.552174,885.622622,455.220413,511.246627,591.212958
MLCL(20:0_20:2_22:0)-H,1305.923084,152.995833,171.006398,311.295554,307.264254,339.326854,17.003288,755.559629,443.256799,447.288099,461.267364,465.298664,811.585843,891.552174,885.622622,493.329963,549.356177,629.322508
MLCL(20:0_20:2_22:1)-H,1303.907434,152.995833,171.006398,311.295554,307.264254,337.311204,17.003288,755.559629,443.256799,447.288099,461.267364,465.298664,811.585843,891.552174,885.622622,491.314313,547.340527,627.306858
MLCL(20:0_20:2_22:2)-H,1301.891784,152.995833,171.006398,311.295554,307.264254,335.295554,17.003288,755.559629,443.256799,447.288099,461.267364,465.298664,811.585843,891.552174,885.622622,489.298663,545.324877,625.291208
MLCL(20:0_20:2_22:3)-H,1299.876134,152.995833,171.006398,311.295554,307.264254,333.279904,17.003288,755.559629,443.256799,447.288099,461.267364,465.298664,811.585843,891.552174,885.622622,487.283013,543.309227,623.275558
MLCL(20:0_20:2_22:4)-H,1297.860484,152.995833,171.006398,311.295554,307.264254,331.264254,17.003288,755.559629,443.256799,447.288099,461.267364,465.298664,811.585843,891.552174,885.622622,485.267363,541.293577,621.259908
MLCL(20:0_20:2_22:5)-H,1295.844834,152.995833,171.006398,311.295554,307.264254,329.248604,17.003288,755.559629,443.256799,447.288099,461.267364,465.298664,811.585843,891.552174,885.622622,483.251713,539.277927,619.244258
MLCL(20:0_20:2_22:6)-H,1293.829184,152.995833,171.006398,311.295554,307.264254,327.232954,17.003288,755.559629,443.256799,447.288099,461.267364,465.298664,811.585843,891.552174,885.622622,481.236063,537.262277,617.228608
MLCL(20:0_20:3_12:0)-H,1163.750934,152.995833,171.006398,311.295554,305.248604,199.170354,17.003288,753.543979,441.241149,447.288099,459.251714,465.298664,809.570193,889.536524,883.606972,353.173463,409.199677,489.166008
MLCL(20:0_20:3_14:0)-H,1191.782234,152.995833,171.006398,311.295554,305.248604,227.201654,17.003288,753.543979,441.241149,447.288099,459.251714,465.298664,809.570193,889.536524,883.606972,381.204763,437.230977,517.197308
MLCL(20:0_20:3_14:1)-H,1189.766584,152.995833,171.006398,311.295554,305.248604,225.186004,17.003288,753.543979,441.241149,447.288099,459.251714,465.298664,809.570193,889.536524,883.606972,379.189113,435.215327,515.181658
MLCL(20:0_20:3_16:0)-H,1219.813534,152.995833,171.006398,311.295554,305.248604,255.232954,17.003288,753.543979,441.241149,447.288099,459.251714,465.298664,809.570193,889.536524,883.606972,409.236063,465.262277,545.228608
MLCL(20:0_20:3_16:1)-H,1217.797884,152.995833,171.006398,311.295554,305.248604,253.217304,17.003288,753.543979,441.241149,447.288099,459.251714,465.298664,809.570193,889.536524,883.606972,407.220413,463.246627,543.212958
MLCL(20:0_20:3_16:2)-H,1215.782234,152.995833,171.006398,311.295554,305.248604,251.201654,17.003288,753.543979,441.241149,447.288099,459.251714,465.298664,809.570193,889.536524,883.606972,405.204763,461.230977,541.197308
MLCL(20:0_20:3_16:3)-H,1213.766584,152.995833,171.006398,311.295554,305.248604,249.186004,17.003288,753.543979,441.241149,447.288099,459.251714,465.298664,809.570193,889.536524,883.606972,403.189113,459.215327,539.181658
MLCL(20:0_20:3_16:4)-H,1211.750934,152.995833,171.006398,311.295554,305.248604,247.170354,17.003288,753.543979,441.241149,447.288099,459.251714,465.298664,809.570193,889.536524,883.606972,401.173463,457.199677,537.166008
MLCL(20:0_20:3_18:0)-H,1247.844834,152.995833,171.006398,311.295554,305.248604,283.264254,17.003288,753.543979,441.241149,447.288099,459.251714,465.298664,809.570193,889.536524,883.606972,437.267363,493.293577,573.259908
MLCL(20:0_20:3_18:1)-H,1245.829184,152.995833,171.006398,311.295554,305.248604,281.248604,17.003288,753.543979,441.241149,447.288099,459.251714,465.298664,809.570193,889.536524,883.606972,435.251713,491.277927,571.244258
MLCL(20:0_20:3_18:2)-H,1243.813534,152.995833,171.006398,311.295554,305.248604,279.232954,17.003288,753.543979,441.241149,447.288099,459.251714,465.298664,809.570193,889.536524,883.606972,433.236063,489.262277,569.228608
MLCL(20:0_20:3_18:3)-H,1241.797884,152.995833,171.006398,311.295554,305.248604,277.217304,17.003288,753.543979,441.241149,447.288099,459.251714,465.298664,809.570193,889.536524,883.606972,431.220413,487.246627,567.212958
MLCL(20:0_20:3_18:4)-H,1239.782234,152.995833,171.006398,311.295554,305.248604,275.201654,17.003288,753.543979,441.241149,447.288099,459.251714,465.298664,809.570193,889.536524,883.606972,429.204763,485.230977,565.197308
MLCL(20:0_20:3_18:5)-H,1237.766584,152.995833,171.006398,311.295554,305.248604,273.186004,17.003288,753.543979,441.241149,447.288099,459.251714,465.298664,809.570193,889.536524,883.606972,427.189113,483.215327,563.181658
MLCL(20:0_20:3_20:0)-H,1275.876134,152.995833,171.006398,311.295554,305.248604,311.295554,17.003288,753.543979,441.241149,447.288099,459.251714,465.298664,809.570193,889.536524,883.606972,465.298663,521.324877,601.291208
MLCL(20:0_20:3_20:1)-H,1273.860484,152.995833,171.006398,311.295554,305.248604,309.279904,17.003288,753.543979,441.241149,447.288099,459.251714,465.298664,809.570193,889.536524,883.606972,463.283013,519.309227,599.275558
MLCL(20:0_20:3_20:2)-H,1271.844834,152.995833,171.006398,311.295554,305.248604,307.264254,17.003288,753.543979,441.241149,447.288099,459.251714,465.298664,809.570193,889.536524,883.606972,461.267363,517.293577,597.259908
MLCL(20:0_20:3_20:3)-H,1269.829184,152.995833,171.006398,311.295554,305.248604,305.248604,17.003288,753.543979,441.241149,447.288099,459.251714,465.298664,809.570193,889.536524,883.606972,459.251713,515.277927,595.244258
MLCL(20:0_20:3_20:4)-H,1267.813534,152.995833,171.006398,311.295554,305.248604,303.232954,17.003288,753.543979,441.241149,447.288099,459.251714,465.298664,809.570193,889.536524,883.606972,457.236063,513.262277,593.228608
MLCL(20:0_20:3_20:5)-H,1265.797884,152.995833,171.006398,311.295554,305.248604,301.217304,17.003288,753.543979,441.241149,447.288099,459.251714,465.298664,809.570193,889.536524,883.606972,455.220413,511.246627,591.212958
MLCL(20:0_20:3_22:0)-H,1303.907434,152.995833,171.006398,311.295554,305.248604,339.326854,17.003288,753.543979,441.241149,447.288099,459.251714,465.298664,809.570193,889.536524,883.606972,493.329963,549.356177,629.322508
MLCL(20:0_20:3_22:1)-H,1301.891784,152.995833,171.006398,311.295554,305.248604,337.311204,17.003288,753.543979,441.241149,447.288099,459.251714,465.298664,809.570193,889.536524,883.606972,491.314313,547.340527,627.306858
MLCL(20:0_20:3_22:2)-H,1299.876134,152.995833,171.006398,311.295554,305.248604,335.295554,17.003288,753.543979,441.241149,447.288099,459.251714,465.298664,809.570193,889.536524,883.606972,489.298663,545.324877,625.291208
MLCL(20:0_20:3_22:3)-H,1297.860484,152.995833,171.006398,311.295554,305.248604,333.279904,17.003288,753.543979,441.241149,447.288099,459.251714,465.298664,809.570193,889.536524,883.606972,487.283013,543.309227,623.275558
MLCL(20:0_20:3_22:4)-H,1295.844834,152.995833,171.006398,311.295554,305.248604,331.264254,17.003288,753.543979,441.241149,447.288099,459.251714,465.298664,809.570193,889.536524,883.606972,485.267363,541.293577,621.259908
MLCL(20:0_20:3_22:5)-H,1293.829184,152.995833,171.006398,311.295554,305.248604,329.248604,17.003288,753.543979,441.241149,447.288099,459.251714,465.298664,809.570193,889.536524,883.606972,483.251713,539.277927,619.244258
MLCL(20:0_20:3_22:6)-H,1291.813534,152.995833,171.006398,311.295554,305.248604,327.232954,17.003288,753.543979,441.241149,447.288099,459.251714,465.298664,809.570193,889.536524,883.606972,481.236063,537.262277,617.228608
MLCL(20:0_20:4_12:0)-H,1161.735284,152.995833,171.006398,311.295554,303.232954,199.170354,17.003288,751.528329,439.225499,447.288099,457.236064,465.298664,807.554543,887.520874,881.591322,353.173463,409.199677,489.166008
MLCL(20:0_20:4_14:0)-H,1189.766584,152.995833,171.006398,311.295554,303.232954,227.201654,17.003288,751.528329,439.225499,447.288099,457.236064,465.298664,807.554543,887.520874,881.591322,381.204763,437.230977,517.197308
MLCL(20:0_20:4_14:1)-H,1187.750934,152.995833,171.006398,311.295554,303.232954,225.186004,17.003288,751.528329,439.225499,447.288099,457.236064,465.298664,807.554543,887.520874,881.591322,379.189113,435.215327,515.181658
MLCL(20:0_20:4_16:0)-H,1217.797884,152.995833,171.006398,311.295554,303.232954,255.232954,17.003288,751.528329,439.225499,447.288099,457.236064,465.298664,807.554543,887.520874,881.591322,409.236063,465.262277,545.228608
MLCL(20:0_20:4_16:1)-H,1215.782234,152.995833,171.006398,311.295554,303.232954,253.217304,17.003288,751.528329,439.225499,447.288099,457.236064,465.298664,807.554543,887.520874,881.591322,407.220413,463.246627,543.212958
MLCL(20:0_20:4_16:2)-H,1213.766584,152.995833,171.006398,311.295554,303.232954,251.201654,17.003288,751.528329,439.225499,447.288099,457.236064,465.298664,807.554543,887.520874,881.591322,405.204763,461.230977,541.197308
MLCL(20:0_20:4_16:3)-H,1211.750934,152.995833,171.006398,311.295554,303.232954,249.186004,17.003288,751.528329,439.225499,447.288099,457.236064,465.298664,807.554543,887.520874,881.591322,403.189113,459.215327,539.181658
MLCL(20:0_20:4_16:4)-H,1209.735284,152.995833,171.006398,311.295554,303.232954,247.170354,17.003288,751.528329,439.225499,447.288099,457.236064,465.298664,807.554543,887.520874,881.591322,401.173463,457.199677,537.166008
MLCL(20:0_20:4_18:0)-H,1245.829184,152.995833,171.006398,311.295554,303.232954,283.264254,17.003288,751.528329,439.225499,447.288099,457.236064,465.298664,807.554543,887.520874,881.591322,437.267363,493.293577,573.259908
MLCL(20:0_20:4_18:1)-H,1243.813534,152.995833,171.006398,311.295554,303.232954,281.248604,17.003288,751.528329,439.225499,447.288099,457.236064,465.298664,807.554543,887.520874,881.591322,435.251713,491.277927,571.244258
MLCL(20:0_20:4_18:2)-H,1241.797884,152.995833,171.006398,311.295554,303.232954,279.232954,17.003288,751.528329,439.225499,447.288099,457.236064,465.298664,807.554543,887.520874,881.591322,433.236063,489.262277,569.228608
MLCL(20:0_20:4_18:3)-H,1239.782234,152.995833,171.006398,311.295554,303.232954,277.217304,17.003288,751.528329,439.225499,447.288099,457.236064,465.298664,807.554543,887.520874,881.591322,431.220413,487.246627,567.212958
MLCL(20:0_20:4_18:4)-H,1237.766584,152.995833,171.006398,311.295554,303.232954,275.201654,17.003288,751.528329,439.225499,447.288099,457.236064,465.298664,807.554543,887.520874,881.591322,429.204763,485.230977,565.197308
MLCL(20:0_20:4_18:5)-H,1235.750934,152.995833,171.006398,311.295554,303.232954,273.186004,17.003288,751.528329,439.225499,447.288099,457.236064,465.298664,807.554543,887.520874,881.591322,427.189113,483.215327,563.181658
MLCL(20:0_20:4_20:0)-H,1273.860484,152.995833,171.006398,311.295554,303.232954,311.295554,17.003288,751.528329,439.225499,447.288099,457.236064,465.298664,807.554543,887.520874,881.591322,465.298663,521.324877,601.291208
MLCL(20:0_20:4_20:1)-H,1271.844834,152.995833,171.006398,311.295554,303.232954,309.279904,17.003288,751.528329,439.225499,447.288099,457.236064,465.298664,807.554543,887.520874,881.591322,463.283013,519.309227,599.275558
MLCL(20:0_20:4_20:2)-H,1269.829184,152.995833,171.006398,311.295554,303.232954,307.264254,17.003288,751.528329,439.225499,447.288099,457.236064,465.298664,807.554543,887.520874,881.591322,461.267363,517.293577,597.259908
MLCL(20:0_20:4_20:3)-H,1267.813534,152.995833,171.006398,311.295554,303.232954,305.248604,17.003288,751.528329,439.225499,447.288099,457.236064,465.298664,807.554543,887.520874,881.591322,459.251713,515.277927,595.244258
MLCL(20:0_20:4_20:4)-H,1265.797884,152.995833,171.006398,311.295554,303.232954,303.232954,17.003288,751.528329,439.225499,447.288099,457.236064,465.298664,807.554543,887.520874,881.591322,457.236063,513.262277,593.228608
MLCL(20:0_20:4_20:5)-H,1263.782234,152.995833,171.006398,311.295554,303.232954,301.217304,17.003288,751.528329,439.225499,447.288099,457.236064,465.298664,807.554543,887.520874,881.591322,455.220413,511.246627,591.212958
MLCL(20:0_20:4_22:0)-H,1301.891784,152.995833,171.006398,311.295554,303.232954,339.326854,17.003288,751.528329,439.225499,447.288099,457.236064,465.298664,807.554543,887.520874,881.591322,493.329963,549.356177,629.322508
MLCL(20:0_20:4_22:1)-H,1299.876134,152.995833,171.006398,311.295554,303.232954,337.311204,17.003288,751.528329,439.225499,447.288099,457.236064,465.298664,807.554543,887.520874,881.591322,491.314313,547.340527,627.306858
MLCL(20:0_20:4_22:2)-H,1297.860484,152.995833,171.006398,311.295554,303.232954,335.295554,17.003288,751.528329,439.225499,447.288099,457.236064,465.298664,807.554543,887.520874,881.591322,489.298663,545.324877,625.291208
MLCL(20:0_20:4_22:3)-H,1295.844834,152.995833,171.006398,311.295554,303.232954,333.279904,17.003288,751.528329,439.225499,447.288099,457.236064,465.298664,807.554543,887.520874,881.591322,487.283013,543.309227,623.275558
MLCL(20:0_20:4_22:4)-H,1293.829184,152.995833,171.006398,311.295554,303.232954,331.264254,17.003288,751.528329,439.225499,447.288099,457.236064,465.298664,807.554543,887.520874,881.591322,485.267363,541.293577,621.259908
MLCL(20:0_20:4_22:5)-H,1291.813534,152.995833,171.006398,311.295554,303.232954,329.248604,17.003288,751.528329,439.225499,447.288099,457.236064,465.298664,807.554543,887.520874,881.591322,483.251713,539.277927,619.244258
MLCL(20:0_20:4_22:6)-H,1289.797884,152.995833,171.006398,311.295554,303.232954,327.232954,17.003288,751.528329,439.225499,447.288099,457.236064,465.298664,807.554543,887.520874,881.591322,481.236063,537.262277,617.228608
MLCL(20:0_20:5_12:0)-H,1159.719634,152.995833,171.006398,311.295554,301.217304,199.170354,17.003288,749.512679,437.209849,447.288099,455.220414,465.298664,805.538893,885.505224,879.575672,353.173463,409.199677,489.166008
MLCL(20:0_20:5_14:0)-H,1187.750934,152.995833,171.006398,311.295554,301.217304,227.201654,17.003288,749.512679,437.209849,447.288099,455.220414,465.298664,805.538893,885.505224,879.575672,381.204763,437.230977,517.197308
MLCL(20:0_20:5_14:1)-H,1185.735284,152.995833,171.006398,311.295554,301.217304,225.186004,17.003288,749.512679,437.209849,447.288099,455.220414,465.298664,805.538893,885.505224,879.575672,379.189113,435.215327,515.181658
MLCL(20:0_20:5_16:0)-H,1215.782234,152.995833,171.006398,311.295554,301.217304,255.232954,17.003288,749.512679,437.209849,447.288099,455.220414,465.298664,805.538893,885.505224,879.575672,409.236063,465.262277,545.228608
MLCL(20:0_20:5_16:1)-H,1213.766584,152.995833,171.006398,311.295554,301.217304,253.217304,17.003288,749.512679,437.209849,447.288099,455.220414,465.298664,805.538893,885.505224,879.575672,407.220413,463.246627,543.212958
MLCL(20:0_20:5_16:2)-H,1211.750934,152.995833,171.006398,311.295554,301.217304,251.201654,17.003288,749.512679,437.209849,447.288099,455.220414,465.298664,805.538893,885.505224,879.575672,405.204763,461.230977,541.197308
MLCL(20:0_20:5_16:3)-H,1209.735284,152.995833,171.006398,311.295554,301.217304,249.186004,17.003288,749.512679,437.209849,447.288099,455.220414,465.298664,805.538893,885.505224,879.575672,403.189113,459.215327,539.181658
MLCL(20:0_20:5_16:4)-H,1207.719634,152.995833,171.006398,311.295554,301.217304,247.170354,17.003288,749.512679,437.209849,447.288099,455.220414,465.298664,805.538893,885.505224,879.575672,401.173463,457.199677,537.166008
MLCL(20:0_20:5_18:0)-H,1243.813534,152.995833,171.006398,311.295554,301.217304,283.264254,17.003288,749.512679,437.209849,447.288099,455.220414,465.298664,805.538893,885.505224,879.575672,437.267363,493.293577,573.259908
MLCL(20:0_20:5_18:1)-H,1241.797884,152.995833,171.006398,311.295554,301.217304,281.248604,17.003288,749.512679,437.209849,447.288099,455.220414,465.298664,805.538893,885.505224,879.575672,435.251713,491.277927,571.244258
MLCL(20:0_20:5_18:2)-H,1239.782234,152.995833,171.006398,311.295554,301.217304,279.232954,17.003288,749.512679,437.209849,447.288099,455.220414,465.298664,805.538893,885.505224,879.575672,433.236063,489.262277,569.228608
MLCL(20:0_20:5_18:3)-H,1237.766584,152.995833,171.006398,311.295554,301.217304,277.217304,17.003288,749.512679,437.209849,447.288099,455.220414,465.298664,805.538893,885.505224,879.575672,431.220413,487.246627,567.212958
MLCL(20:0_20:5_18:4)-H,1235.750934,152.995833,171.006398,311.295554,301.217304,275.201654,17.003288,749.512679,437.209849,447.288099,455.220414,465.298664,805.538893,885.505224,879.575672,429.204763,485.230977,565.197308
MLCL(20:0_20:5_18:5)-H,1233.735284,152.995833,171.006398,311.295554,301.217304,273.186004,17.003288,749.512679,437.209849,447.288099,455.220414,465.298664,805.538893,885.505224,879.575672,427.189113,483.215327,563.181658
MLCL(20:0_20:5_20:0)-H,1271.844834,152.995833,171.006398,311.295554,301.217304,311.295554,17.003288,749.512679,437.209849,447.288099,455.220414,465.298664,805.538893,885.505224,879.575672,465.298663,521.324877,601.291208
MLCL(20:0_20:5_20:1)-H,1269.829184,152.995833,171.006398,311.295554,301.217304,309.279904,17.003288,749.512679,437.209849,447.288099,455.220414,465.298664,805.538893,885.505224,879.575672,463.283013,519.309227,599.275558
MLCL(20:0_20:5_20:2)-H,1267.813534,152.995833,171.006398,311.295554,301.217304,307.264254,17.003288,749.512679,437.209849,447.288099,455.220414,465.298664,805.538893,885.505224,879.575672,461.267363,517.293577,597.259908
MLCL(20:0_20:5_20:3)-H,1265.797884,152.995833,171.006398,311.295554,301.217304,305.248604,17.003288,749.512679,437.209849,447.288099,455.220414,465.298664,805.538893,885.505224,879.575672,459.251713,515.277927,595.244258
MLCL(20:0_20:5_20:4)-H,1263.782234,152.995833,171.006398,311.295554,301.217304,303.232954,17.003288,749.512679,437.209849,447.288099,455.220414,465.298664,805.538893,885.505224,879.575672,457.236063,513.262277,593.228608
MLCL(20:0_20:5_20:5)-H,1261.766584,152.995833,171.006398,311.295554,301.217304,301.217304,17.003288,749.512679,437.209849,447.288099,455.220414,465.298664,805.538893,885.505224,879.575672,455.220413,511.246627,591.212958
MLCL(20:0_20:5_22:0)-H,1299.876134,152.995833,171.006398,311.295554,301.217304,339.326854,17.003288,749.512679,437.209849,447.288099,455.220414,465.298664,805.538893,885.505224,879.575672,493.329963,549.356177,629.322508
MLCL(20:0_20:5_22:1)-H,1297.860484,152.995833,171.006398,311.295554,301.217304,337.311204,17.003288,749.512679,437.209849,447.288099,455.220414,465.298664,805.538893,885.505224,879.575672,491.314313,547.340527,627.306858
