OxTG,[M+NH4]+,[M+H-nH2O]+,[M+H-R1COOH]+,[M+H-R2COOH]+,[M+H-R3COOH]+
OxTG(14:0_18:2_14:1(Ke_or_Epoxy))+NH4,804.6712504,769.6341304,559.4357764,507.4044764,547.4720764
OxTG(14:0_18:2_15:1(Ke_or_Epoxy))+NH4,818.6868504,783.6497304,573.4513764,521.4200764,547.4720764
OxTG(14:0_18:2_16:1(Ke_or_Epoxy))+NH4,832.7025504,797.6654304,587.4670764,535.4357764,547.4720764
OxTG(14:0_18:2_17:1(Ke_or_Epoxy))+NH4,846.7181504,811.6810304,601.4826764,549.4513764,547.4720764
OxTG(14:0_18:2_17:2(Ke_or_Epoxy))+NH4,844.7025504,809.6654304,599.4670764,547.4357764,547.4720764
OxTG(14:0_18:2_18:1(Ke_or_Epoxy))+NH4,860.7338504,825.6967304,615.4983764,563.4670764,547.4720764
OxTG(14:0_18:2_18:2(Ke_or_Epoxy))+NH4,858.7181504,823.6810304,613.4826764,561.4513764,547.4720764
OxTG(14:0_18:2_18:3(Ke_or_Epoxy))+NH4,856.7025504,821.6654304,611.4670764,559.4357764,547.4720764
OxTG(14:0_18:2_18:4(Ke_or_Epoxy))+NH4,854.6868504,819.6497304,609.4513764,557.4200764,547.4720764
OxTG(14:0_18:2_20:1(Ke_or_Epoxy))+NH4,888.7651504,853.7280304,643.5296764,591.4983764,547.4720764
OxTG(14:0_18:2_20:2(Ke_or_Epoxy))+NH4,886.7494504,851.7123304,641.5139764,589.4826764,547.4720764
OxTG(14:0_18:2_20:3(Ke_or_Epoxy))+NH4,884.7338504,849.6967304,639.4983764,587.4670764,547.4720764
OxTG(14:0_18:2_20:5(Ke_or_Epoxy))+NH4,880.7025504,845.6654304,635.4670764,583.4357764,547.4720764
OxTG(14:0_18:2_22:1(Ke_or_Epoxy))+NH4,916.7964504,881.7593304,671.5609764,619.5296764,547.4720764
OxTG(14:0_18:2_22:2(Ke_or_Epoxy))+NH4,914.7807504,879.7436304,669.5452764,617.5139764,547.4720764
OxTG(14:0_18:2_22:3(Ke_or_Epoxy))+NH4,912.7651504,877.7280304,667.5296764,615.4983764,547.4720764
OxTG(14:0_18:2_22:4(Ke_or_Epoxy))+NH4,910.7494504,875.7123304,665.5139764,613.4826764,547.4720764
OxTG(14:0_18:2_22:5(Ke_or_Epoxy))+NH4,908.7338504,873.6967304,663.4983764,611.4670764,547.4720764
OxTG(14:0_18:2_22:6(Ke_or_Epoxy))+NH4,906.7181504,871.6810304,661.4826764,609.4513764,547.4720764
OxTG(14:0_18:2_24:1(Ke_or_Epoxy))+NH4,944.8277504,909.7906304,699.5922764,647.5609764,547.4720764
OxTG(14:0_18:3_14:1(Ke_or_Epoxy))+NH4,802.6556504,767.6185304,557.4201764,507.4044764,545.4564764
OxTG(14:0_18:3_15:1(Ke_or_Epoxy))+NH4,816.6712504,781.6341304,571.4357764,521.4200764,545.4564764
OxTG(14:0_18:3_16:1(Ke_or_Epoxy))+NH4,830.6869504,795.6498304,585.4514764,535.4357764,545.4564764
OxTG(14:0_18:3_17:1(Ke_or_Epoxy))+NH4,844.7025504,809.6654304,599.4670764,549.4513764,545.4564764
OxTG(14:0_18:3_17:2(Ke_or_Epoxy))+NH4,842.6869504,807.6498304,597.4514764,547.4357764,545.4564764
OxTG(14:0_18:3_18:1(Ke_or_Epoxy))+NH4,858.7182504,823.6811304,613.4827764,563.4670764,545.4564764
OxTG(14:0_18:3_18:2(Ke_or_Epoxy))+NH4,856.7025504,821.6654304,611.4670764,561.4513764,545.4564764
OxTG(14:0_18:3_18:3(Ke_or_Epoxy))+NH4,854.6869504,819.6498304,609.4514764,559.4357764,545.4564764
OxTG(14:0_18:3_18:4(Ke_or_Epoxy))+NH4,852.6712504,817.6341304,607.4357764,557.4200764,545.4564764
OxTG(14:0_18:3_20:1(Ke_or_Epoxy))+NH4,886.7495504,851.7124304,641.5140764,591.4983764,545.4564764
OxTG(14:0_18:3_20:2(Ke_or_Epoxy))+NH4,884.7338504,849.6967304,639.4983764,589.4826764,545.4564764
OxTG(14:0_18:3_20:3(Ke_or_Epoxy))+NH4,882.7182504,847.6811304,637.4827764,587.4670764,545.4564764
OxTG(14:0_18:3_20:5(Ke_or_Epoxy))+NH4,878.6869504,843.6498304,633.4514764,583.4357764,545.4564764
OxTG(14:0_18:3_22:1(Ke_or_Epoxy))+NH4,914.7808504,879.7437304,669.5453764,619.5296764,545.4564764
OxTG(14:0_18:3_22:2(Ke_or_Epoxy))+NH4,912.7651504,877.7280304,667.5296764,617.5139764,545.4564764
OxTG(14:0_18:3_22:3(Ke_or_Epoxy))+NH4,910.7495504,875.7124304,665.5140764,615.4983764,545.4564764
OxTG(14:0_18:3_22:4(Ke_or_Epoxy))+NH4,908.7338504,873.6967304,663.4983764,613.4826764,545.4564764
OxTG(14:0_18:3_22:5(Ke_or_Epoxy))+NH4,906.7182504,871.6811304,661.4827764,611.4670764,545.4564764
OxTG(14:0_18:3_22:6(Ke_or_Epoxy))+NH4,904.7025504,869.6654304,659.4670764,609.4513764,545.4564764
OxTG(14:0_18:3_24:1(Ke_or_Epoxy))+NH4,942.8121504,907.7750304,697.5766764,647.5609764,545.4564764
OxTG(14:0_18:4_14:1(Ke_or_Epoxy))+NH4,800.6399504,765.6028304,555.4044764,507.4044764,543.4407764
OxTG(14:0_18:4_15:1(Ke_or_Epoxy))+NH4,814.6555504,779.6184304,569.4200764,521.4200764,543.4407764
OxTG(14:0_18:4_16:1(Ke_or_Epoxy))+NH4,828.6712504,793.6341304,583.4357764,535.4357764,543.4407764
OxTG(14:0_18:4_17:1(Ke_or_Epoxy))+NH4,842.6868504,807.6497304,597.4513764,549.4513764,543.4407764
OxTG(14:0_18:4_17:2(Ke_or_Epoxy))+NH4,840.6712504,805.6341304,595.4357764,547.4357764,543.4407764
OxTG(14:0_18:4_18:1(Ke_or_Epoxy))+NH4,856.7025504,821.6654304,611.4670764,563.4670764,543.4407764
OxTG(14:0_18:4_18:2(Ke_or_Epoxy))+NH4,854.6868504,819.6497304,609.4513764,561.4513764,543.4407764
OxTG(14:0_18:4_18:3(Ke_or_Epoxy))+NH4,852.6712504,817.6341304,607.4357764,559.4357764,543.4407764
OxTG(14:0_18:4_18:4(Ke_or_Epoxy))+NH4,850.6555504,815.6184304,605.4200764,557.4200764,543.4407764
OxTG(14:0_18:4_20:1(Ke_or_Epoxy))+NH4,884.7338504,849.6967304,639.4983764,591.4983764,543.4407764
OxTG(14:0_18:4_20:2(Ke_or_Epoxy))+NH4,882.7181504,847.6810304,637.4826764,589.4826764,543.4407764
OxTG(14:0_18:4_20:3(Ke_or_Epoxy))+NH4,880.7025504,845.6654304,635.4670764,587.4670764,543.4407764
OxTG(14:0_18:4_20:5(Ke_or_Epoxy))+NH4,876.6712504,841.6341304,631.4357764,583.4357764,543.4407764
OxTG(14:0_18:4_22:1(Ke_or_Epoxy))+NH4,912.7651504,877.7280304,667.5296764,619.5296764,543.4407764
OxTG(14:0_18:4_22:2(Ke_or_Epoxy))+NH4,910.7494504,875.7123304,665.5139764,617.5139764,543.4407764
OxTG(14:0_18:4_22:3(Ke_or_Epoxy))+NH4,908.7338504,873.6967304,663.4983764,615.4983764,543.4407764
OxTG(14:0_18:4_22:4(Ke_or_Epoxy))+NH4,906.7181504,871.6810304,661.4826764,613.4826764,543.4407764
OxTG(14:0_18:4_22:5(Ke_or_Epoxy))+NH4,904.7025504,869.6654304,659.4670764,611.4670764,543.4407764
OxTG(14:0_18:4_22:6(Ke_or_Epoxy))+NH4,902.6868504,867.6497304,657.4513764,609.4513764,543.4407764
OxTG(14:0_18:4_24:1(Ke_or_Epoxy))+NH4,940.7964504,905.7593304,695.5609764,647.5609764,543.4407764
OxTG(14:0_20:4_14:1(Ke_or_Epoxy))+NH4,828.6712504,793.6341304,583.4357764,507.4044764,571.4720764
OxTG(14:0_20:4_15:1(Ke_or_Epoxy))+NH4,842.6868504,807.6497304,597.4513764,521.4200764,571.4720764
OxTG(14:0_20:4_16:1(Ke_or_Epoxy))+NH4,856.7025504,821.6654304,611.4670764,535.4357764,571.4720764
OxTG(14:0_20:4_17:1(Ke_or_Epoxy))+NH4,870.7181504,835.6810304,625.4826764,549.4513764,571.4720764
OxTG(14:0_20:4_17:2(Ke_or_Epoxy))+NH4,868.7025504,833.6654304,623.4670764,547.4357764,571.4720764
OxTG(14:0_20:4_18:1(Ke_or_Epoxy))+NH4,884.7338504,849.6967304,639.4983764,563.4670764,571.4720764
OxTG(14:0_20:4_18:2(Ke_or_Epoxy))+NH4,882.7181504,847.6810304,637.4826764,561.4513764,571.4720764
OxTG(14:0_20:4_18:3(Ke_or_Epoxy))+NH4,880.7025504,845.6654304,635.4670764,559.4357764,571.4720764
OxTG(14:0_20:4_18:4(Ke_or_Epoxy))+NH4,878.6868504,843.6497304,633.4513764,557.4200764,571.4720764
OxTG(14:0_20:4_20:1(Ke_or_Epoxy))+NH4,912.7651504,877.7280304,667.5296764,591.4983764,571.4720764
OxTG(14:0_20:4_20:2(Ke_or_Epoxy))+NH4,910.7494504,875.7123304,665.5139764,589.4826764,571.4720764
OxTG(14:0_20:4_20:3(Ke_or_Epoxy))+NH4,908.7338504,873.6967304,663.4983764,587.4670764,571.4720764
OxTG(14:0_20:4_20:5(Ke_or_Epoxy))+NH4,904.7025504,869.6654304,659.4670764,583.4357764,571.4720764
OxTG(14:0_20:4_22:1(Ke_or_Epoxy))+NH4,940.7964504,905.7593304,695.5609764,619.5296764,571.4720764
OxTG(14:0_20:4_22:2(Ke_or_Epoxy))+NH4,938.7807504,903.7436304,693.5452764,617.5139764,571.4720764
OxTG(14:0_20:4_22:3(Ke_or_Epoxy))+NH4,936.7651504,901.7280304,691.5296764,615.4983764,571.4720764
OxTG(14:0_20:4_22:4(Ke_or_Epoxy))+NH4,934.7494504,899.7123304,689.5139764,613.4826764,571.4720764
OxTG(14:0_20:4_22:5(Ke_or_Epoxy))+NH4,932.7338504,897.6967304,687.4983764,611.4670764,571.4720764
OxTG(14:0_20:4_22:6(Ke_or_Epoxy))+NH4,930.7181504,895.6810304,685.4826764,609.4513764,571.4720764
OxTG(14:0_20:4_24:1(Ke_or_Epoxy))+NH4,968.8277504,933.7906304,723.5922764,647.5609764,571.4720764
OxTG(14:0_20:5_14:1(Ke_or_Epoxy))+NH4,826.6556504,791.6185304,581.4201764,507.4044764,569.4564764
OxTG(14:0_20:5_15:1(Ke_or_Epoxy))+NH4,840.6712504,805.6341304,595.4357764,521.4200764,569.4564764
OxTG(14:0_20:5_16:1(Ke_or_Epoxy))+NH4,854.6869504,819.6498304,609.4514764,535.4357764,569.4564764
OxTG(14:0_20:5_17:1(Ke_or_Epoxy))+NH4,868.7025504,833.6654304,623.4670764,549.4513764,569.4564764
OxTG(14:0_20:5_17:2(Ke_or_Epoxy))+NH4,866.6869504,831.6498304,621.4514764,547.4357764,569.4564764
OxTG(14:0_20:5_18:1(Ke_or_Epoxy))+NH4,882.7182504,847.6811304,637.4827764,563.4670764,569.4564764
OxTG(14:0_20:5_18:2(Ke_or_Epoxy))+NH4,880.7025504,845.6654304,635.4670764,561.4513764,569.4564764
OxTG(14:0_20:5_18:3(Ke_or_Epoxy))+NH4,878.6869504,843.6498304,633.4514764,559.4357764,569.4564764
OxTG(14:0_20:5_18:4(Ke_or_Epoxy))+NH4,876.6712504,841.6341304,631.4357764,557.4200764,569.4564764
OxTG(14:0_20:5_20:1(Ke_or_Epoxy))+NH4,910.7495504,875.7124304,665.5140764,591.4983764,569.4564764
OxTG(14:0_20:5_20:2(Ke_or_Epoxy))+NH4,908.7338504,873.6967304,663.4983764,589.4826764,569.4564764
OxTG(14:0_20:5_20:3(Ke_or_Epoxy))+NH4,906.7182504,871.6811304,661.4827764,587.4670764,569.4564764
OxTG(14:0_20:5_20:5(Ke_or_Epoxy))+NH4,902.6869504,867.6498304,657.4514764,583.4357764,569.4564764
OxTG(14:0_20:5_22:1(Ke_or_Epoxy))+NH4,938.7808504,903.7437304,693.5453764,619.5296764,569.4564764
OxTG(14:0_20:5_22:2(Ke_or_Epoxy))+NH4,936.7651504,901.7280304,691.5296764,617.5139764,569.4564764
OxTG(14:0_20:5_22:3(Ke_or_Epoxy))+NH4,934.7495504,899.7124304,689.5140764,615.4983764,569.4564764
OxTG(14:0_20:5_22:4(Ke_or_Epoxy))+NH4,932.7338504,897.6967304,687.4983764,613.4826764,569.4564764
OxTG(14:0_20:5_22:5(Ke_or_Epoxy))+NH4,930.7182504,895.6811304,685.4827764,611.4670764,569.4564764
OxTG(14:0_20:5_22:6(Ke_or_Epoxy))+NH4,928.7025504,893.6654304,683.4670764,609.4513764,569.4564764
OxTG(14:0_20:5_24:1(Ke_or_Epoxy))+NH4,966.8121504,931.7750304,721.5766764,647.5609764,569.4564764
OxTG(14:0_22:5_14:1(Ke_or_Epoxy))+NH4,854.6869504,819.6498304,609.4514764,507.4044764,597.4877764
OxTG(14:0_22:5_15:1(Ke_or_Epoxy))+NH4,868.7025504,833.6654304,623.4670764,521.4200764,597.4877764
OxTG(14:0_22:5_16:1(Ke_or_Epoxy))+NH4,882.7182504,847.6811304,637.4827764,535.4357764,597.4877764
OxTG(14:0_22:5_17:1(Ke_or_Epoxy))+NH4,896.7338504,861.6967304,651.4983764,549.4513764,597.4877764
OxTG(14:0_22:5_17:2(Ke_or_Epoxy))+NH4,894.7182504,859.6811304,649.4827764,547.4357764,597.4877764
OxTG(14:0_22:5_18:1(Ke_or_Epoxy))+NH4,910.7495504,875.7124304,665.5140764,563.4670764,597.4877764
OxTG(14:0_22:5_18:2(Ke_or_Epoxy))+NH4,908.7338504,873.6967304,663.4983764,561.4513764,597.4877764
OxTG(14:0_22:5_18:3(Ke_or_Epoxy))+NH4,906.7182504,871.6811304,661.4827764,559.4357764,597.4877764
OxTG(14:0_22:5_18:4(Ke_or_Epoxy))+NH4,904.7025504,869.6654304,659.4670764,557.4200764,597.4877764
OxTG(14:0_22:5_20:1(Ke_or_Epoxy))+NH4,938.7808504,903.7437304,693.5453764,591.4983764,597.4877764
OxTG(14:0_22:5_20:2(Ke_or_Epoxy))+NH4,936.7651504,901.7280304,691.5296764,589.4826764,597.4877764
OxTG(14:0_22:5_20:3(Ke_or_Epoxy))+NH4,934.7495504,899.7124304,689.5140764,587.4670764,597.4877764
OxTG(14:0_22:5_20:5(Ke_or_Epoxy))+NH4,930.7182504,895.6811304,685.4827764,583.4357764,597.4877764
OxTG(14:0_22:5_22:1(Ke_or_Epoxy))+NH4,966.8121504,931.7750304,721.5766764,619.5296764,597.4877764
OxTG(14:0_22:5_22:2(Ke_or_Epoxy))+NH4,964.7964504,929.7593304,719.5609764,617.5139764,597.4877764
OxTG(14:0_22:5_22:3(Ke_or_Epoxy))+NH4,962.7808504,927.7437304,717.5453764,615.4983764,597.4877764
OxTG(14:0_22:5_22:4(Ke_or_Epoxy))+NH4,960.7651504,925.7280304,715.5296764,613.4826764,597.4877764
OxTG(14:0_22:5_22:5(Ke_or_Epoxy))+NH4,958.7495504,923.7124304,713.5140764,611.4670764,597.4877764
OxTG(14:0_22:5_22:6(Ke_or_Epoxy))+NH4,956.7338504,921.6967304,711.4983764,609.4513764,597.4877764
OxTG(14:0_22:5_24:1(Ke_or_Epoxy))+NH4,994.8434504,959.8063304,749.6079764,647.5609764,597.4877764
OxTG(14:0_22:6_14:1(Ke_or_Epoxy))+NH4,852.6712504,817.6341304,607.4357764,507.4044764,595.4720764
OxTG(14:0_22:6_15:1(Ke_or_Epoxy))+NH4,866.6868504,831.6497304,621.4513764,521.4200764,595.4720764
OxTG(14:0_22:6_16:1(Ke_or_Epoxy))+NH4,880.7025504,845.6654304,635.4670764,535.4357764,595.4720764
OxTG(14:0_22:6_17:1(Ke_or_Epoxy))+NH4,894.7181504,859.6810304,649.4826764,549.4513764,595.4720764
OxTG(14:0_22:6_17:2(Ke_or_Epoxy))+NH4,892.7025504,857.6654304,647.4670764,547.4357764,595.4720764
OxTG(14:0_22:6_18:1(Ke_or_Epoxy))+NH4,908.7338504,873.6967304,663.4983764,563.4670764,595.4720764
OxTG(14:0_22:6_18:2(Ke_or_Epoxy))+NH4,906.7181504,871.6810304,661.4826764,561.4513764,595.4720764
OxTG(14:0_22:6_18:3(Ke_or_Epoxy))+NH4,904.7025504,869.6654304,659.4670764,559.4357764,595.4720764
OxTG(14:0_22:6_18:4(Ke_or_Epoxy))+NH4,902.6868504,867.6497304,657.4513764,557.4200764,595.4720764
OxTG(14:0_22:6_20:1(Ke_or_Epoxy))+NH4,936.7651504,901.7280304,691.5296764,591.4983764,595.4720764
OxTG(14:0_22:6_20:2(Ke_or_Epoxy))+NH4,934.7494504,899.7123304,689.5139764,589.4826764,595.4720764
OxTG(14:0_22:6_20:3(Ke_or_Epoxy))+NH4,932.7338504,897.6967304,687.4983764,587.4670764,595.4720764
OxTG(14:0_22:6_20:5(Ke_or_Epoxy))+NH4,928.7025504,893.6654304,683.4670764,583.4357764,595.4720764
OxTG(14:0_22:6_22:1(Ke_or_Epoxy))+NH4,964.7964504,929.7593304,719.5609764,619.5296764,595.4720764
OxTG(14:0_22:6_22:2(Ke_or_Epoxy))+NH4,962.7807504,927.7436304,717.5452764,617.5139764,595.4720764
OxTG(14:0_22:6_22:3(Ke_or_Epoxy))+NH4,960.7651504,925.7280304,715.5296764,615.4983764,595.4720764
OxTG(14:0_22:6_22:4(Ke_or_Epoxy))+NH4,958.7494504,923.7123304,713.5139764,613.4826764,595.4720764
OxTG(14:0_22:6_22:5(Ke_or_Epoxy))+NH4,956.7338504,921.6967304,711.4983764,611.4670764,595.4720764
OxTG(14:0_22:6_22:6(Ke_or_Epoxy))+NH4,954.7181504,919.6810304,709.4826764,609.4513764,595.4720764
OxTG(14:0_22:6_24:1(Ke_or_Epoxy))+NH4,992.8277504,957.7906304,747.5922764,647.5609764,595.4720764
OxTG(14:1_14:1_14:1(Ke_or_Epoxy))+NH4,748.6087504,713.5716304,505.3888764,505.3888764,491.4095764
OxTG(14:1_14:1_15:1(Ke_or_Epoxy))+NH4,762.6243504,727.5872304,519.4044764,519.4044764,491.4095764
OxTG(14:1_14:1_16:1(Ke_or_Epoxy))+NH4,776.6400504,741.6029304,533.4201764,533.4201764,491.4095764
OxTG(14:1_14:1_17:1(Ke_or_Epoxy))+NH4,790.6556504,755.6185304,547.4357764,547.4357764,491.4095764
OxTG(14:1_14:1_17:2(Ke_or_Epoxy))+NH4,788.6400504,753.6029304,545.4201764,545.4201764,491.4095764
OxTG(14:1_14:1_18:1(Ke_or_Epoxy))+NH4,804.6713504,769.6342304,561.4514764,561.4514764,491.4095764
OxTG(14:1_14:1_18:2(Ke_or_Epoxy))+NH4,802.6556504,767.6185304,559.4357764,559.4357764,491.4095764
OxTG(14:1_14:1_18:3(Ke_or_Epoxy))+NH4,800.6400504,765.6029304,557.4201764,557.4201764,491.4095764
OxTG(14:1_14:1_18:4(Ke_or_Epoxy))+NH4,798.6243504,763.5872304,555.4044764,555.4044764,491.4095764
OxTG(14:1_14:1_20:1(Ke_or_Epoxy))+NH4,832.7026504,797.6655304,589.4827764,589.4827764,491.4095764
OxTG(14:1_14:1_20:2(Ke_or_Epoxy))+NH4,830.6869504,795.6498304,587.4670764,587.4670764,491.4095764
OxTG(14:1_14:1_20:3(Ke_or_Epoxy))+NH4,828.6713504,793.6342304,585.4514764,585.4514764,491.4095764
OxTG(14:1_14:1_20:5(Ke_or_Epoxy))+NH4,824.6400504,789.6029304,581.4201764,581.4201764,491.4095764
OxTG(14:1_14:1_22:1(Ke_or_Epoxy))+NH4,860.7339504,825.6968304,617.5140764,617.5140764,491.4095764
OxTG(14:1_14:1_22:2(Ke_or_Epoxy))+NH4,858.7182504,823.6811304,615.4983764,615.4983764,491.4095764
OxTG(14:1_14:1_22:3(Ke_or_Epoxy))+NH4,856.7026504,821.6655304,613.4827764,613.4827764,491.4095764
OxTG(14:1_14:1_22:4(Ke_or_Epoxy))+NH4,854.6869504,819.6498304,611.4670764,611.4670764,491.4095764
OxTG(14:1_14:1_22:5(Ke_or_Epoxy))+NH4,852.6713504,817.6342304,609.4514764,609.4514764,491.4095764
OxTG(14:1_14:1_22:6(Ke_or_Epoxy))+NH4,850.6556504,815.6185304,607.4357764,607.4357764,491.4095764
OxTG(14:1_14:1_24:1(Ke_or_Epoxy))+NH4,888.7652504,853.7281304,645.5453764,645.5453764,491.4095764
OxTG(14:1_16:0_14:1(Ke_or_Epoxy))+NH4,778.6556504,743.6185304,535.4357764,505.3888764,521.4564764
OxTG(14:1_16:0_15:1(Ke_or_Epoxy))+NH4,792.6712504,757.6341304,549.4513764,519.4044764,521.4564764
OxTG(14:1_16:0_16:1(Ke_or_Epoxy))+NH4,806.6869504,771.6498304,563.4670764,533.4201764,521.4564764
OxTG(14:1_16:0_17:1(Ke_or_Epoxy))+NH4,820.7025504,785.6654304,577.4826764,547.4357764,521.4564764
OxTG(14:1_16:0_17:2(Ke_or_Epoxy))+NH4,818.6869504,783.6498304,575.4670764,545.4201764,521.4564764
OxTG(14:1_16:0_18:1(Ke_or_Epoxy))+NH4,834.7182504,799.6811304,591.4983764,561.4514764,521.4564764
OxTG(14:1_16:0_18:2(Ke_or_Epoxy))+NH4,832.7025504,797.6654304,589.4826764,559.4357764,521.4564764
OxTG(14:1_16:0_18:3(Ke_or_Epoxy))+NH4,830.6869504,795.6498304,587.4670764,557.4201764,521.4564764
OxTG(14:1_16:0_18:4(Ke_or_Epoxy))+NH4,828.6712504,793.6341304,585.4513764,555.4044764,521.4564764
OxTG(14:1_16:0_20:1(Ke_or_Epoxy))+NH4,862.7495504,827.7124304,619.5296764,589.4827764,521.4564764
OxTG(14:1_16:0_20:2(Ke_or_Epoxy))+NH4,860.7338504,825.6967304,617.5139764,587.4670764,521.4564764
OxTG(14:1_16:0_20:3(Ke_or_Epoxy))+NH4,858.7182504,823.6811304,615.4983764,585.4514764,521.4564764
OxTG(14:1_16:0_20:5(Ke_or_Epoxy))+NH4,854.6869504,819.6498304,611.4670764,581.4201764,521.4564764
OxTG(14:1_16:0_22:1(Ke_or_Epoxy))+NH4,890.7808504,855.7437304,647.5609764,617.5140764,521.4564764
OxTG(14:1_16:0_22:2(Ke_or_Epoxy))+NH4,888.7651504,853.7280304,645.5452764,615.4983764,521.4564764
OxTG(14:1_16:0_22:3(Ke_or_Epoxy))+NH4,886.7495504,851.7124304,643.5296764,613.4827764,521.4564764
OxTG(14:1_16:0_22:4(Ke_or_Epoxy))+NH4,884.7338504,849.6967304,641.5139764,611.4670764,521.4564764
OxTG(14:1_16:0_22:5(Ke_or_Epoxy))+NH4,882.7182504,847.6811304,639.4983764,609.4514764,521.4564764
OxTG(14:1_16:0_22:6(Ke_or_Epoxy))+NH4,880.7025504,845.6654304,637.4826764,607.4357764,521.4564764
OxTG(14:1_16:0_24:1(Ke_or_Epoxy))+NH4,918.8121504,883.7750304,675.5922764,645.5453764,521.4564764
OxTG(14:1_16:1_14:1(Ke_or_Epoxy))+NH4,776.6400504,741.6029304,533.4201764,505.3888764,519.4408764
OxTG(14:1_16:1_15:1(Ke_or_Epoxy))+NH4,790.6556504,755.6185304,547.4357764,519.4044764,519.4408764
OxTG(14:1_16:1_16:1(Ke_or_Epoxy))+NH4,804.6713504,769.6342304,561.4514764,533.4201764,519.4408764
OxTG(14:1_16:1_17:1(Ke_or_Epoxy))+NH4,818.6869504,783.6498304,575.4670764,547.4357764,519.4408764
OxTG(14:1_16:1_17:2(Ke_or_Epoxy))+NH4,816.6713504,781.6342304,573.4514764,545.4201764,519.4408764
OxTG(14:1_16:1_18:1(Ke_or_Epoxy))+NH4,832.7026504,797.6655304,589.4827764,561.4514764,519.4408764
OxTG(14:1_16:1_18:2(Ke_or_Epoxy))+NH4,830.6869504,795.6498304,587.4670764,559.4357764,519.4408764
OxTG(14:1_16:1_18:3(Ke_or_Epoxy))+NH4,828.6713504,793.6342304,585.4514764,557.4201764,519.4408764
OxTG(14:1_16:1_18:4(Ke_or_Epoxy))+NH4,826.6556504,791.6185304,583.4357764,555.4044764,519.4408764
OxTG(14:1_16:1_20:1(Ke_or_Epoxy))+NH4,860.7339504,825.6968304,617.5140764,589.4827764,519.4408764
OxTG(14:1_16:1_20:2(Ke_or_Epoxy))+NH4,858.7182504,823.6811304,615.4983764,587.4670764,519.4408764
OxTG(14:1_16:1_20:3(Ke_or_Epoxy))+NH4,856.7026504,821.6655304,613.4827764,585.4514764,519.4408764
OxTG(14:1_16:1_20:5(Ke_or_Epoxy))+NH4,852.6713504,817.6342304,609.4514764,581.4201764,519.4408764
OxTG(14:1_16:1_22:1(Ke_or_Epoxy))+NH4,888.7652504,853.7281304,645.5453764,617.5140764,519.4408764
OxTG(14:1_16:1_22:2(Ke_or_Epoxy))+NH4,886.7495504,851.7124304,643.5296764,615.4983764,519.4408764
OxTG(14:1_16:1_22:3(Ke_or_Epoxy))+NH4,884.7339504,849.6968304,641.5140764,613.4827764,519.4408764
OxTG(14:1_16:1_22:4(Ke_or_Epoxy))+NH4,882.7182504,847.6811304,639.4983764,611.4670764,519.4408764
OxTG(14:1_16:1_22:5(Ke_or_Epoxy))+NH4,880.7026504,845.6655304,637.4827764,609.4514764,519.4408764
OxTG(14:1_16:1_22:6(Ke_or_Epoxy))+NH4,878.6869504,843.6498304,635.4670764,607.4357764,519.4408764
OxTG(14:1_16:1_24:1(Ke_or_Epoxy))+NH4,916.7965504,881.7594304,673.5766764,645.5453764,519.4408764
OxTG(14:1_18:0_14:1(Ke_or_Epoxy))+NH4,806.6869504,771.6498304,563.4670764,505.3888764,549.4877764
OxTG(14:1_18:0_15:1(Ke_or_Epoxy))+NH4,820.7025504,785.6654304,577.4826764,519.4044764,549.4877764
OxTG(14:1_18:0_16:1(Ke_or_Epoxy))+NH4,834.7182504,799.6811304,591.4983764,533.4201764,549.4877764
OxTG(14:1_18:0_17:1(Ke_or_Epoxy))+NH4,848.7338504,813.6967304,605.5139764,547.4357764,549.4877764
OxTG(14:1_18:0_17:2(Ke_or_Epoxy))+NH4,846.7182504,811.6811304,603.4983764,545.4201764,549.4877764
OxTG(14:1_18:0_18:1(Ke_or_Epoxy))+NH4,862.7495504,827.7124304,619.5296764,561.4514764,549.4877764
OxTG(14:1_18:0_18:2(Ke_or_Epoxy))+NH4,860.7338504,825.6967304,617.5139764,559.4357764,549.4877764
OxTG(14:1_18:0_18:3(Ke_or_Epoxy))+NH4,858.7182504,823.6811304,615.4983764,557.4201764,549.4877764
OxTG(14:1_18:0_18:4(Ke_or_Epoxy))+NH4,856.7025504,821.6654304,613.4826764,555.4044764,549.4877764
OxTG(14:1_18:0_20:1(Ke_or_Epoxy))+NH4,890.7808504,855.7437304,647.5609764,589.4827764,549.4877764
OxTG(14:1_18:0_20:2(Ke_or_Epoxy))+NH4,888.7651504,853.7280304,645.5452764,587.4670764,549.4877764
OxTG(14:1_18:0_20:3(Ke_or_Epoxy))+NH4,886.7495504,851.7124304,643.5296764,585.4514764,549.4877764
OxTG(14:1_18:0_20:5(Ke_or_Epoxy))+NH4,882.7182504,847.6811304,639.4983764,581.4201764,549.4877764
OxTG(14:1_18:0_22:1(Ke_or_Epoxy))+NH4,918.8121504,883.7750304,675.5922764,617.5140764,549.4877764
OxTG(14:1_18:0_22:2(Ke_or_Epoxy))+NH4,916.7964504,881.7593304,673.5765764,615.4983764,549.4877764
OxTG(14:1_18:0_22:3(Ke_or_Epoxy))+NH4,914.7808504,879.7437304,671.5609764,613.4827764,549.4877764
OxTG(14:1_18:0_22:4(Ke_or_Epoxy))+NH4,912.7651504,877.7280304,669.5452764,611.4670764,549.4877764
