OxTG,[M+NH4]+,[M+H-nH2O]+,[M+H-R1COOH]+,[M+H-R2COOH]+,[M+H-R3COOH]+
OxTG(20:2(Ke_or_Epoxy)_22:3(Ke_or_Epoxy)_18:3)+NH4,1004.79145,951.7437604,665.5140764,639.4983764,709.5402764
OxTG(20:2(Ke_or_Epoxy)_22:3(Ke_or_Epoxy)_18:4)+NH4,1002.77575,949.7280604,663.4983764,637.4826764,709.5402764
OxTG(20:2(Ke_or_Epoxy)_22:3(Ke_or_Epoxy)_20:4)+NH4,1030.80705,977.7593604,691.5296764,665.5139764,709.5402764
OxTG(20:2(Ke_or_Epoxy)_22:3(Ke_or_Epoxy)_20:5)+NH4,1028.79145,975.7437604,689.5140764,663.4983764,709.5402764
OxTG(20:2(Ke_or_Epoxy)_22:3(Ke_or_Epoxy)_22:5)+NH4,1056.82275,1003.77506,717.5453764,691.5296764,709.5402764
OxTG(20:2(Ke_or_Epoxy)_22:3(Ke_or_Epoxy)_22:6)+NH4,1054.80705,1001.75936,715.5296764,689.5139764,709.5402764
OxTG(20:2(Ke_or_Epoxy)_22:4(Ke_or_Epoxy)_14:0)+NH4,952.7600504,899.7123604,613.4826764,589.4826764,707.5245764
OxTG(20:2(Ke_or_Epoxy)_22:4(Ke_or_Epoxy)_14:1)+NH4,950.7444504,897.6967604,611.4670764,587.4670764,707.5245764
OxTG(20:2(Ke_or_Epoxy)_22:4(Ke_or_Epoxy)_16:0)+NH4,980.7913504,927.7436604,641.5139764,617.5139764,707.5245764
OxTG(20:2(Ke_or_Epoxy)_22:4(Ke_or_Epoxy)_16:1)+NH4,978.7757504,925.7280604,639.4983764,615.4983764,707.5245764
OxTG(20:2(Ke_or_Epoxy)_22:4(Ke_or_Epoxy)_18:0)+NH4,1008.82265,955.7749604,669.5452764,645.5452764,707.5245764
OxTG(20:2(Ke_or_Epoxy)_22:4(Ke_or_Epoxy)_18:1)+NH4,1006.80705,953.7593604,667.5296764,643.5296764,707.5245764
OxTG(20:2(Ke_or_Epoxy)_22:4(Ke_or_Epoxy)_18:2)+NH4,1004.79135,951.7436604,665.5139764,641.5139764,707.5245764
OxTG(20:2(Ke_or_Epoxy)_22:4(Ke_or_Epoxy)_18:3)+NH4,1002.77575,949.7280604,663.4983764,639.4983764,707.5245764
OxTG(20:2(Ke_or_Epoxy)_22:4(Ke_or_Epoxy)_18:4)+NH4,1000.76005,947.7123604,661.4826764,637.4826764,707.5245764
OxTG(20:2(Ke_or_Epoxy)_22:4(Ke_or_Epoxy)_20:4)+NH4,1028.79135,975.7436604,689.5139764,665.5139764,707.5245764
OxTG(20:2(Ke_or_Epoxy)_22:4(Ke_or_Epoxy)_20:5)+NH4,1026.77575,973.7280604,687.4983764,663.4983764,707.5245764
OxTG(20:2(Ke_or_Epoxy)_22:4(Ke_or_Epoxy)_22:5)+NH4,1054.80705,1001.75936,715.5296764,691.5296764,707.5245764
OxTG(20:2(Ke_or_Epoxy)_22:4(Ke_or_Epoxy)_22:6)+NH4,1052.79135,999.7436604,713.5139764,689.5139764,707.5245764
OxTG(20:2(Ke_or_Epoxy)_22:5(Ke_or_Epoxy)_14:0)+NH4,950.7444504,897.6967604,611.4670764,589.4826764,705.5089764
OxTG(20:2(Ke_or_Epoxy)_22:5(Ke_or_Epoxy)_14:1)+NH4,948.7288504,895.6811604,609.4514764,587.4670764,705.5089764
OxTG(20:2(Ke_or_Epoxy)_22:5(Ke_or_Epoxy)_16:0)+NH4,978.7757504,925.7280604,639.4983764,617.5139764,705.5089764
OxTG(20:2(Ke_or_Epoxy)_22:5(Ke_or_Epoxy)_16:1)+NH4,976.7601504,923.7124604,637.4827764,615.4983764,705.5089764
OxTG(20:2(Ke_or_Epoxy)_22:5(Ke_or_Epoxy)_18:0)+NH4,1006.80705,953.7593604,667.5296764,645.5452764,705.5089764
OxTG(20:2(Ke_or_Epoxy)_22:5(Ke_or_Epoxy)_18:1)+NH4,1004.79145,951.7437604,665.5140764,643.5296764,705.5089764
OxTG(20:2(Ke_or_Epoxy)_22:5(Ke_or_Epoxy)_18:2)+NH4,1002.77575,949.7280604,663.4983764,641.5139764,705.5089764
OxTG(20:2(Ke_or_Epoxy)_22:5(Ke_or_Epoxy)_18:3)+NH4,1000.76015,947.7124604,661.4827764,639.4983764,705.5089764
OxTG(20:2(Ke_or_Epoxy)_22:5(Ke_or_Epoxy)_18:4)+NH4,998.7444504,945.6967604,659.4670764,637.4826764,705.5089764
OxTG(20:2(Ke_or_Epoxy)_22:5(Ke_or_Epoxy)_20:4)+NH4,1026.77575,973.7280604,687.4983764,665.5139764,705.5089764
OxTG(20:2(Ke_or_Epoxy)_22:5(Ke_or_Epoxy)_20:5)+NH4,1024.76015,971.7124604,685.4827764,663.4983764,705.5089764
OxTG(20:2(Ke_or_Epoxy)_22:5(Ke_or_Epoxy)_22:5)+NH4,1052.79145,999.7437604,713.5140764,691.5296764,705.5089764
OxTG(20:2(Ke_or_Epoxy)_22:5(Ke_or_Epoxy)_22:6)+NH4,1050.77575,997.7280604,711.4983764,689.5139764,705.5089764
OxTG(20:2(Ke_or_Epoxy)_22:6(Ke_or_Epoxy)_14:0)+NH4,948.7287504,895.6810604,609.4513764,589.4826764,703.4932764
OxTG(20:2(Ke_or_Epoxy)_22:6(Ke_or_Epoxy)_14:1)+NH4,946.7131504,893.6654604,607.4357764,587.4670764,703.4932764
OxTG(20:2(Ke_or_Epoxy)_22:6(Ke_or_Epoxy)_16:0)+NH4,976.7600504,923.7123604,637.4826764,617.5139764,703.4932764
OxTG(20:2(Ke_or_Epoxy)_22:6(Ke_or_Epoxy)_16:1)+NH4,974.7444504,921.6967604,635.4670764,615.4983764,703.4932764
OxTG(20:2(Ke_or_Epoxy)_22:6(Ke_or_Epoxy)_18:0)+NH4,1004.79135,951.7436604,665.5139764,645.5452764,703.4932764
OxTG(20:2(Ke_or_Epoxy)_22:6(Ke_or_Epoxy)_18:1)+NH4,1002.77575,949.7280604,663.4983764,643.5296764,703.4932764
OxTG(20:2(Ke_or_Epoxy)_22:6(Ke_or_Epoxy)_18:2)+NH4,1000.76005,947.7123604,661.4826764,641.5139764,703.4932764
OxTG(20:2(Ke_or_Epoxy)_22:6(Ke_or_Epoxy)_18:3)+NH4,998.7444504,945.6967604,659.4670764,639.4983764,703.4932764
OxTG(20:2(Ke_or_Epoxy)_22:6(Ke_or_Epoxy)_18:4)+NH4,996.7287504,943.6810604,657.4513764,637.4826764,703.4932764
OxTG(20:2(Ke_or_Epoxy)_22:6(Ke_or_Epoxy)_20:4)+NH4,1024.76005,971.7123604,685.4826764,665.5139764,703.4932764
OxTG(20:2(Ke_or_Epoxy)_22:6(Ke_or_Epoxy)_20:5)+NH4,1022.74445,969.6967604,683.4670764,663.4983764,703.4932764
OxTG(20:2(Ke_or_Epoxy)_22:6(Ke_or_Epoxy)_22:5)+NH4,1050.77575,997.7280604,711.4983764,691.5296764,703.4932764
OxTG(20:2(Ke_or_Epoxy)_22:6(Ke_or_Epoxy)_22:6)+NH4,1048.76005,995.7123604,709.4826764,689.5139764,703.4932764
OxTG(20:2(Ke_or_Epoxy)_24:1(Ke_or_Epoxy)_14:0)+NH4,986.8383504,933.7906604,647.5609764,589.4826764,741.6028764
OxTG(20:2(Ke_or_Epoxy)_24:1(Ke_or_Epoxy)_14:1)+NH4,984.8227504,931.7750604,645.5453764,587.4670764,741.6028764
OxTG(20:2(Ke_or_Epoxy)_24:1(Ke_or_Epoxy)_16:0)+NH4,1014.86965,961.8219604,675.5922764,617.5139764,741.6028764
OxTG(20:2(Ke_or_Epoxy)_24:1(Ke_or_Epoxy)_16:1)+NH4,1012.85405,959.8063604,673.5766764,615.4983764,741.6028764
OxTG(20:2(Ke_or_Epoxy)_24:1(Ke_or_Epoxy)_18:0)+NH4,1042.90095,989.8532604,703.6235764,645.5452764,741.6028764
OxTG(20:2(Ke_or_Epoxy)_24:1(Ke_or_Epoxy)_18:1)+NH4,1040.88535,987.8376604,701.6079764,643.5296764,741.6028764
OxTG(20:2(Ke_or_Epoxy)_24:1(Ke_or_Epoxy)_18:2)+NH4,1038.86965,985.8219604,699.5922764,641.5139764,741.6028764
OxTG(20:2(Ke_or_Epoxy)_24:1(Ke_or_Epoxy)_18:3)+NH4,1036.85405,983.8063604,697.5766764,639.4983764,741.6028764
OxTG(20:2(Ke_or_Epoxy)_24:1(Ke_or_Epoxy)_18:4)+NH4,1034.83835,981.7906604,695.5609764,637.4826764,741.6028764
OxTG(20:2(Ke_or_Epoxy)_24:1(Ke_or_Epoxy)_20:4)+NH4,1062.86965,1009.82196,723.5922764,665.5139764,741.6028764
OxTG(20:2(Ke_or_Epoxy)_24:1(Ke_or_Epoxy)_20:5)+NH4,1060.85405,1007.80636,721.5766764,663.4983764,741.6028764
OxTG(20:2(Ke_or_Epoxy)_24:1(Ke_or_Epoxy)_22:5)+NH4,1088.88535,1035.83766,749.6079764,691.5296764,741.6028764
OxTG(20:2(Ke_or_Epoxy)_24:1(Ke_or_Epoxy)_22:6)+NH4,1086.86965,1033.82196,747.5922764,689.5139764,741.6028764
OxTG(20:3(Ke_or_Epoxy)_20:3(Ke_or_Epoxy)_14:0)+NH4,924.7288504,871.6811604,587.4670764,587.4670764,679.4933764
OxTG(20:3(Ke_or_Epoxy)_20:3(Ke_or_Epoxy)_14:1)+NH4,922.7132504,869.6655604,585.4514764,585.4514764,679.4933764
OxTG(20:3(Ke_or_Epoxy)_20:3(Ke_or_Epoxy)_16:0)+NH4,952.7601504,899.7124604,615.4983764,615.4983764,679.4933764
OxTG(20:3(Ke_or_Epoxy)_20:3(Ke_or_Epoxy)_16:1)+NH4,950.7445504,897.6968604,613.4827764,613.4827764,679.4933764
OxTG(20:3(Ke_or_Epoxy)_20:3(Ke_or_Epoxy)_18:0)+NH4,980.7914504,927.7437604,643.5296764,643.5296764,679.4933764
OxTG(20:3(Ke_or_Epoxy)_20:3(Ke_or_Epoxy)_18:1)+NH4,978.7758504,925.7281604,641.5140764,641.5140764,679.4933764
OxTG(20:3(Ke_or_Epoxy)_20:3(Ke_or_Epoxy)_18:2)+NH4,976.7601504,923.7124604,639.4983764,639.4983764,679.4933764
OxTG(20:3(Ke_or_Epoxy)_20:3(Ke_or_Epoxy)_18:3)+NH4,974.7445504,921.6968604,637.4827764,637.4827764,679.4933764
OxTG(20:3(Ke_or_Epoxy)_20:3(Ke_or_Epoxy)_18:4)+NH4,972.7288504,919.6811604,635.4670764,635.4670764,679.4933764
OxTG(20:3(Ke_or_Epoxy)_20:3(Ke_or_Epoxy)_20:4)+NH4,1000.76015,947.7124604,663.4983764,663.4983764,679.4933764
OxTG(20:3(Ke_or_Epoxy)_20:3(Ke_or_Epoxy)_20:5)+NH4,998.7445504,945.6968604,661.4827764,661.4827764,679.4933764
OxTG(20:3(Ke_or_Epoxy)_20:3(Ke_or_Epoxy)_22:5)+NH4,1026.77585,973.7281604,689.5140764,689.5140764,679.4933764
OxTG(20:3(Ke_or_Epoxy)_20:3(Ke_or_Epoxy)_22:6)+NH4,1024.76015,971.7124604,687.4983764,687.4983764,679.4933764
OxTG(20:3(Ke_or_Epoxy)_20:5(Ke_or_Epoxy)_14:0)+NH4,920.6975504,867.6498604,583.4357764,587.4670764,675.4620764
OxTG(20:3(Ke_or_Epoxy)_20:5(Ke_or_Epoxy)_14:1)+NH4,918.6819504,865.6342604,581.4201764,585.4514764,675.4620764
OxTG(20:3(Ke_or_Epoxy)_20:5(Ke_or_Epoxy)_16:0)+NH4,948.7288504,895.6811604,611.4670764,615.4983764,675.4620764
OxTG(20:3(Ke_or_Epoxy)_20:5(Ke_or_Epoxy)_16:1)+NH4,946.7132504,893.6655604,609.4514764,613.4827764,675.4620764
OxTG(20:3(Ke_or_Epoxy)_20:5(Ke_or_Epoxy)_18:0)+NH4,976.7601504,923.7124604,639.4983764,643.5296764,675.4620764
OxTG(20:3(Ke_or_Epoxy)_20:5(Ke_or_Epoxy)_18:1)+NH4,974.7445504,921.6968604,637.4827764,641.5140764,675.4620764
OxTG(20:3(Ke_or_Epoxy)_20:5(Ke_or_Epoxy)_18:2)+NH4,972.7288504,919.6811604,635.4670764,639.4983764,675.4620764
OxTG(20:3(Ke_or_Epoxy)_20:5(Ke_or_Epoxy)_18:3)+NH4,970.7132504,917.6655604,633.4514764,637.4827764,675.4620764
OxTG(20:3(Ke_or_Epoxy)_20:5(Ke_or_Epoxy)_18:4)+NH4,968.6975504,915.6498604,631.4357764,635.4670764,675.4620764
OxTG(20:3(Ke_or_Epoxy)_20:5(Ke_or_Epoxy)_20:4)+NH4,996.7288504,943.6811604,659.4670764,663.4983764,675.4620764
OxTG(20:3(Ke_or_Epoxy)_20:5(Ke_or_Epoxy)_20:5)+NH4,994.7132504,941.6655604,657.4514764,661.4827764,675.4620764
OxTG(20:3(Ke_or_Epoxy)_20:5(Ke_or_Epoxy)_22:5)+NH4,1022.74455,969.6968604,685.4827764,689.5140764,675.4620764
OxTG(20:3(Ke_or_Epoxy)_20:5(Ke_or_Epoxy)_22:6)+NH4,1020.72885,967.6811604,683.4670764,687.4983764,675.4620764
OxTG(20:3(Ke_or_Epoxy)_22:1(Ke_or_Epoxy)_14:0)+NH4,956.7914504,903.7437604,619.5296764,587.4670764,711.5559764
OxTG(20:3(Ke_or_Epoxy)_22:1(Ke_or_Epoxy)_14:1)+NH4,954.7758504,901.7281604,617.5140764,585.4514764,711.5559764
OxTG(20:3(Ke_or_Epoxy)_22:1(Ke_or_Epoxy)_16:0)+NH4,984.8227504,931.7750604,647.5609764,615.4983764,711.5559764
OxTG(20:3(Ke_or_Epoxy)_22:1(Ke_or_Epoxy)_16:1)+NH4,982.8071504,929.7594604,645.5453764,613.4827764,711.5559764
OxTG(20:3(Ke_or_Epoxy)_22:1(Ke_or_Epoxy)_18:0)+NH4,1012.85405,959.8063604,675.5922764,643.5296764,711.5559764
OxTG(20:3(Ke_or_Epoxy)_22:1(Ke_or_Epoxy)_18:1)+NH4,1010.83845,957.7907604,673.5766764,641.5140764,711.5559764
OxTG(20:3(Ke_or_Epoxy)_22:1(Ke_or_Epoxy)_18:2)+NH4,1008.82275,955.7750604,671.5609764,639.4983764,711.5559764
OxTG(20:3(Ke_or_Epoxy)_22:1(Ke_or_Epoxy)_18:3)+NH4,1006.80715,953.7594604,669.5453764,637.4827764,711.5559764
OxTG(20:3(Ke_or_Epoxy)_22:1(Ke_or_Epoxy)_18:4)+NH4,1004.79145,951.7437604,667.5296764,635.4670764,711.5559764
OxTG(20:3(Ke_or_Epoxy)_22:1(Ke_or_Epoxy)_20:4)+NH4,1032.82275,979.7750604,695.5609764,663.4983764,711.5559764
OxTG(20:3(Ke_or_Epoxy)_22:1(Ke_or_Epoxy)_20:5)+NH4,1030.80715,977.7594604,693.5453764,661.4827764,711.5559764
OxTG(20:3(Ke_or_Epoxy)_22:1(Ke_or_Epoxy)_22:5)+NH4,1058.83845,1005.79076,721.5766764,689.5140764,711.5559764
OxTG(20:3(Ke_or_Epoxy)_22:1(Ke_or_Epoxy)_22:6)+NH4,1056.82275,1003.77506,719.5609764,687.4983764,711.5559764
OxTG(20:3(Ke_or_Epoxy)_22:2(Ke_or_Epoxy)_14:0)+NH4,954.7757504,901.7280604,617.5139764,587.4670764,709.5402764
OxTG(20:3(Ke_or_Epoxy)_22:2(Ke_or_Epoxy)_14:1)+NH4,952.7601504,899.7124604,615.4983764,585.4514764,709.5402764
OxTG(20:3(Ke_or_Epoxy)_22:2(Ke_or_Epoxy)_16:0)+NH4,982.8070504,929.7593604,645.5452764,615.4983764,709.5402764
OxTG(20:3(Ke_or_Epoxy)_22:2(Ke_or_Epoxy)_16:1)+NH4,980.7914504,927.7437604,643.5296764,613.4827764,709.5402764
OxTG(20:3(Ke_or_Epoxy)_22:2(Ke_or_Epoxy)_18:0)+NH4,1010.83835,957.7906604,673.5765764,643.5296764,709.5402764
OxTG(20:3(Ke_or_Epoxy)_22:2(Ke_or_Epoxy)_18:1)+NH4,1008.82275,955.7750604,671.5609764,641.5140764,709.5402764
OxTG(20:3(Ke_or_Epoxy)_22:2(Ke_or_Epoxy)_18:2)+NH4,1006.80705,953.7593604,669.5452764,639.4983764,709.5402764
OxTG(20:3(Ke_or_Epoxy)_22:2(Ke_or_Epoxy)_18:3)+NH4,1004.79145,951.7437604,667.5296764,637.4827764,709.5402764
OxTG(20:3(Ke_or_Epoxy)_22:2(Ke_or_Epoxy)_18:4)+NH4,1002.77575,949.7280604,665.5139764,635.4670764,709.5402764
OxTG(20:3(Ke_or_Epoxy)_22:2(Ke_or_Epoxy)_20:4)+NH4,1030.80705,977.7593604,693.5452764,663.4983764,709.5402764
OxTG(20:3(Ke_or_Epoxy)_22:2(Ke_or_Epoxy)_20:5)+NH4,1028.79145,975.7437604,691.5296764,661.4827764,709.5402764
OxTG(20:3(Ke_or_Epoxy)_22:2(Ke_or_Epoxy)_22:5)+NH4,1056.82275,1003.77506,719.5609764,689.5140764,709.5402764
OxTG(20:3(Ke_or_Epoxy)_22:2(Ke_or_Epoxy)_22:6)+NH4,1054.80705,1001.75936,717.5452764,687.4983764,709.5402764
OxTG(20:3(Ke_or_Epoxy)_22:3(Ke_or_Epoxy)_14:0)+NH4,952.7601504,899.7124604,615.4983764,587.4670764,707.5246764
OxTG(20:3(Ke_or_Epoxy)_22:3(Ke_or_Epoxy)_14:1)+NH4,950.7445504,897.6968604,613.4827764,585.4514764,707.5246764
OxTG(20:3(Ke_or_Epoxy)_22:3(Ke_or_Epoxy)_16:0)+NH4,980.7914504,927.7437604,643.5296764,615.4983764,707.5246764
OxTG(20:3(Ke_or_Epoxy)_22:3(Ke_or_Epoxy)_16:1)+NH4,978.7758504,925.7281604,641.5140764,613.4827764,707.5246764
OxTG(20:3(Ke_or_Epoxy)_22:3(Ke_or_Epoxy)_18:0)+NH4,1008.82275,955.7750604,671.5609764,643.5296764,707.5246764
OxTG(20:3(Ke_or_Epoxy)_22:3(Ke_or_Epoxy)_18:1)+NH4,1006.80715,953.7594604,669.5453764,641.5140764,707.5246764
OxTG(20:3(Ke_or_Epoxy)_22:3(Ke_or_Epoxy)_18:2)+NH4,1004.79145,951.7437604,667.5296764,639.4983764,707.5246764
OxTG(20:3(Ke_or_Epoxy)_22:3(Ke_or_Epoxy)_18:3)+NH4,1002.77585,949.7281604,665.5140764,637.4827764,707.5246764
OxTG(20:3(Ke_or_Epoxy)_22:3(Ke_or_Epoxy)_18:4)+NH4,1000.76015,947.7124604,663.4983764,635.4670764,707.5246764
OxTG(20:3(Ke_or_Epoxy)_22:3(Ke_or_Epoxy)_20:4)+NH4,1028.79145,975.7437604,691.5296764,663.4983764,707.5246764
OxTG(20:3(Ke_or_Epoxy)_22:3(Ke_or_Epoxy)_20:5)+NH4,1026.77585,973.7281604,689.5140764,661.4827764,707.5246764
OxTG(20:3(Ke_or_Epoxy)_22:3(Ke_or_Epoxy)_22:5)+NH4,1054.80715,1001.75946,717.5453764,689.5140764,707.5246764
OxTG(20:3(Ke_or_Epoxy)_22:3(Ke_or_Epoxy)_22:6)+NH4,1052.79145,999.7437604,715.5296764,687.4983764,707.5246764
OxTG(20:3(Ke_or_Epoxy)_22:4(Ke_or_Epoxy)_14:0)+NH4,950.7444504,897.6967604,613.4826764,587.4670764,705.5089764
OxTG(20:3(Ke_or_Epoxy)_22:4(Ke_or_Epoxy)_14:1)+NH4,948.7288504,895.6811604,611.4670764,585.4514764,705.5089764
OxTG(20:3(Ke_or_Epoxy)_22:4(Ke_or_Epoxy)_16:0)+NH4,978.7757504,925.7280604,641.5139764,615.4983764,705.5089764
OxTG(20:3(Ke_or_Epoxy)_22:4(Ke_or_Epoxy)_16:1)+NH4,976.7601504,923.7124604,639.4983764,613.4827764,705.5089764
OxTG(20:3(Ke_or_Epoxy)_22:4(Ke_or_Epoxy)_18:0)+NH4,1006.80705,953.7593604,669.5452764,643.5296764,705.5089764
OxTG(20:3(Ke_or_Epoxy)_22:4(Ke_or_Epoxy)_18:1)+NH4,1004.79145,951.7437604,667.5296764,641.5140764,705.5089764
OxTG(20:3(Ke_or_Epoxy)_22:4(Ke_or_Epoxy)_18:2)+NH4,1002.77575,949.7280604,665.5139764,639.4983764,705.5089764
OxTG(20:3(Ke_or_Epoxy)_22:4(Ke_or_Epoxy)_18:3)+NH4,1000.76015,947.7124604,663.4983764,637.4827764,705.5089764
OxTG(20:3(Ke_or_Epoxy)_22:4(Ke_or_Epoxy)_18:4)+NH4,998.7444504,945.6967604,661.4826764,635.4670764,705.5089764
OxTG(20:3(Ke_or_Epoxy)_22:4(Ke_or_Epoxy)_20:4)+NH4,1026.77575,973.7280604,689.5139764,663.4983764,705.5089764
OxTG(20:3(Ke_or_Epoxy)_22:4(Ke_or_Epoxy)_20:5)+NH4,1024.76015,971.7124604,687.4983764,661.4827764,705.5089764
OxTG(20:3(Ke_or_Epoxy)_22:4(Ke_or_Epoxy)_22:5)+NH4,1052.79145,999.7437604,715.5296764,689.5140764,705.5089764
OxTG(20:3(Ke_or_Epoxy)_22:4(Ke_or_Epoxy)_22:6)+NH4,1050.77575,997.7280604,713.5139764,687.4983764,705.5089764
OxTG(20:3(Ke_or_Epoxy)_22:5(Ke_or_Epoxy)_14:0)+NH4,948.7288504,895.6811604,611.4670764,587.4670764,703.4933764
OxTG(20:3(Ke_or_Epoxy)_22:5(Ke_or_Epoxy)_14:1)+NH4,946.7132504,893.6655604,609.4514764,585.4514764,703.4933764
OxTG(20:3(Ke_or_Epoxy)_22:5(Ke_or_Epoxy)_16:0)+NH4,976.7601504,923.7124604,639.4983764,615.4983764,703.4933764
OxTG(20:3(Ke_or_Epoxy)_22:5(Ke_or_Epoxy)_16:1)+NH4,974.7445504,921.6968604,637.4827764,613.4827764,703.4933764
OxTG(20:3(Ke_or_Epoxy)_22:5(Ke_or_Epoxy)_18:0)+NH4,1004.79145,951.7437604,667.5296764,643.5296764,703.4933764
OxTG(20:3(Ke_or_Epoxy)_22:5(Ke_or_Epoxy)_18:1)+NH4,1002.77585,949.7281604,665.5140764,641.5140764,703.4933764
OxTG(20:3(Ke_or_Epoxy)_22:5(Ke_or_Epoxy)_18:2)+NH4,1000.76015,947.7124604,663.4983764,639.4983764,703.4933764
OxTG(20:3(Ke_or_Epoxy)_22:5(Ke_or_Epoxy)_18:3)+NH4,998.7445504,945.6968604,661.4827764,637.4827764,703.4933764
OxTG(20:3(Ke_or_Epoxy)_22:5(Ke_or_Epoxy)_18:4)+NH4,996.7288504,943.6811604,659.4670764,635.4670764,703.4933764
OxTG(20:3(Ke_or_Epoxy)_22:5(Ke_or_Epoxy)_20:4)+NH4,1024.76015,971.7124604,687.4983764,663.4983764,703.4933764
OxTG(20:3(Ke_or_Epoxy)_22:5(Ke_or_Epoxy)_20:5)+NH4,1022.74455,969.6968604,685.4827764,661.4827764,703.4933764
OxTG(20:3(Ke_or_Epoxy)_22:5(Ke_or_Epoxy)_22:5)+NH4,1050.77585,997.7281604,713.5140764,689.5140764,703.4933764
OxTG(20:3(Ke_or_Epoxy)_22:5(Ke_or_Epoxy)_22:6)+NH4,1048.76015,995.7124604,711.4983764,687.4983764,703.4933764
OxTG(20:3(Ke_or_Epoxy)_22:6(Ke_or_Epoxy)_14:0)+NH4,946.7131504,893.6654604,609.4513764,587.4670764,701.4776764
OxTG(20:3(Ke_or_Epoxy)_22:6(Ke_or_Epoxy)_14:1)+NH4,944.6975504,891.6498604,607.4357764,585.4514764,701.4776764
OxTG(20:3(Ke_or_Epoxy)_22:6(Ke_or_Epoxy)_16:0)+NH4,974.7444504,921.6967604,637.4826764,615.4983764,701.4776764
OxTG(20:3(Ke_or_Epoxy)_22:6(Ke_or_Epoxy)_16:1)+NH4,972.7288504,919.6811604,635.4670764,613.4827764,701.4776764
OxTG(20:3(Ke_or_Epoxy)_22:6(Ke_or_Epoxy)_18:0)+NH4,1002.77575,949.7280604,665.5139764,643.5296764,701.4776764
OxTG(20:3(Ke_or_Epoxy)_22:6(Ke_or_Epoxy)_18:1)+NH4,1000.76015,947.7124604,663.4983764,641.5140764,701.4776764
OxTG(20:3(Ke_or_Epoxy)_22:6(Ke_or_Epoxy)_18:2)+NH4,998.7444504,945.6967604,661.4826764,639.4983764,701.4776764
OxTG(20:3(Ke_or_Epoxy)_22:6(Ke_or_Epoxy)_18:3)+NH4,996.7288504,943.6811604,659.4670764,637.4827764,701.4776764
OxTG(20:3(Ke_or_Epoxy)_22:6(Ke_or_Epoxy)_18:4)+NH4,994.7131504,941.6654604,657.4513764,635.4670764,701.4776764
OxTG(20:3(Ke_or_Epoxy)_22:6(Ke_or_Epoxy)_20:4)+NH4,1022.74445,969.6967604,685.4826764,663.4983764,701.4776764
OxTG(20:3(Ke_or_Epoxy)_22:6(Ke_or_Epoxy)_20:5)+NH4,1020.72885,967.6811604,683.4670764,661.4827764,701.4776764
OxTG(20:3(Ke_or_Epoxy)_22:6(Ke_or_Epoxy)_22:5)+NH4,1048.76015,995.7124604,711.4983764,689.5140764,701.4776764
OxTG(20:3(Ke_or_Epoxy)_22:6(Ke_or_Epoxy)_22:6)+NH4,1046.74445,993.6967604,709.4826764,687.4983764,701.4776764
OxTG(20:3(Ke_or_Epoxy)_24:1(Ke_or_Epoxy)_14:0)+NH4,984.8227504,931.7750604,647.5609764,587.4670764,739.5872764
OxTG(20:3(Ke_or_Epoxy)_24:1(Ke_or_Epoxy)_14:1)+NH4,982.8071504,929.7594604,645.5453764,585.4514764,739.5872764
OxTG(20:3(Ke_or_Epoxy)_24:1(Ke_or_Epoxy)_16:0)+NH4,1012.85405,959.8063604,675.5922764,615.4983764,739.5872764
OxTG(20:3(Ke_or_Epoxy)_24:1(Ke_or_Epoxy)_16:1)+NH4,1010.83845,957.7907604,673.5766764,613.4827764,739.5872764
OxTG(20:3(Ke_or_Epoxy)_24:1(Ke_or_Epoxy)_18:0)+NH4,1040.88535,987.8376604,703.6235764,643.5296764,739.5872764
OxTG(20:3(Ke_or_Epoxy)_24:1(Ke_or_Epoxy)_18:1)+NH4,1038.86975,985.8220604,701.6079764,641.5140764,739.5872764
OxTG(20:3(Ke_or_Epoxy)_24:1(Ke_or_Epoxy)_18:2)+NH4,1036.85405,983.8063604,699.5922764,639.4983764,739.5872764
OxTG(20:3(Ke_or_Epoxy)_24:1(Ke_or_Epoxy)_18:3)+NH4,1034.83845,981.7907604,697.5766764,637.4827764,739.5872764
OxTG(20:3(Ke_or_Epoxy)_24:1(Ke_or_Epoxy)_18:4)+NH4,1032.82275,979.7750604,695.5609764,635.4670764,739.5872764
OxTG(20:3(Ke_or_Epoxy)_24:1(Ke_or_Epoxy)_20:4)+NH4,1060.85405,1007.80636,723.5922764,663.4983764,739.5872764
OxTG(20:3(Ke_or_Epoxy)_24:1(Ke_or_Epoxy)_20:5)+NH4,1058.83845,1005.79076,721.5766764,661.4827764,739.5872764
OxTG(20:3(Ke_or_Epoxy)_24:1(Ke_or_Epoxy)_22:5)+NH4,1086.86975,1033.82206,749.6079764,689.5140764,739.5872764
OxTG(20:3(Ke_or_Epoxy)_24:1(Ke_or_Epoxy)_22:6)+NH4,1084.85405,1031.80636,747.5922764,687.4983764,739.5872764
OxTG(20:5(Ke_or_Epoxy)_20:5(Ke_or_Epoxy)_14:0)+NH4,916.6662504,863.6185604,583.4357764,583.4357764,671.4307764
OxTG(20:5(Ke_or_Epoxy)_20:5(Ke_or_Epoxy)_14:1)+NH4,914.6506504,861.6029604,581.4201764,581.4201764,671.4307764
OxTG(20:5(Ke_or_Epoxy)_20:5(Ke_or_Epoxy)_16:0)+NH4,944.6975504,891.6498604,611.4670764,611.4670764,671.4307764
