OxTG,[M+NH4]+,[M+H-nH2O]+,[M+H-nH2O-R1COOH]+,[M+H-nH2O-R2COOH]+,[M+H-nH2O-R3COOH]+,[R1CO-nH2O]+,[R2CO-nH2O]+,[R3CO-nH2O]+
OxTG(14:1(OH)_17:2(OHOH)_14:1)+NH4,822.6454504,751.5871904,527.4095304,489.3939004,525.3938604,207.1743664,263.2005664,191.1794664
OxTG(14:1(OH)_17:2(OHOH)_16:0)+NH4,852.6923504,781.6340904,557.4564304,519.4408004,525.3938604,207.1743664,263.2005664,221.2263664
OxTG(14:1(OH)_17:2(OHOH)_16:1)+NH4,850.6767504,779.6184904,555.4408304,517.4252004,525.3938604,207.1743664,263.2005664,219.2107664
OxTG(14:1(OH)_17:2(OHOH)_18:0)+NH4,880.7236504,809.6653904,585.4877304,547.4721004,525.3938604,207.1743664,263.2005664,249.2576664
OxTG(14:1(OH)_17:2(OHOH)_18:1)+NH4,878.7080504,807.6497904,583.4721304,545.4565004,525.3938604,207.1743664,263.2005664,247.2420664
OxTG(14:1(OH)_17:2(OHOH)_18:2)+NH4,876.6923504,805.6340904,581.4564304,543.4408004,525.3938604,207.1743664,263.2005664,245.2263664
OxTG(14:1(OH)_17:2(OHOH)_18:3)+NH4,874.6767504,803.6184904,579.4408304,541.4252004,525.3938604,207.1743664,263.2005664,243.2107664
OxTG(14:1(OH)_17:2(OHOH)_18:4)+NH4,872.6610504,801.6027904,577.4251304,539.4095004,525.3938604,207.1743664,263.2005664,241.1950664
OxTG(14:1(OH)_17:2(OHOH)_20:4)+NH4,900.6923504,829.6340904,605.4564304,567.4408004,525.3938604,207.1743664,263.2005664,269.2263664
OxTG(14:1(OH)_17:2(OHOH)_20:5)+NH4,898.6767504,827.6184904,603.4408304,565.4252004,525.3938604,207.1743664,263.2005664,267.2107664
OxTG(14:1(OH)_17:2(OHOH)_22:5)+NH4,926.7080504,855.6497904,631.4721304,593.4565004,525.3938604,207.1743664,263.2005664,295.2420664
OxTG(14:1(OH)_17:2(OHOH)_22:6)+NH4,924.6923504,853.6340904,629.4564304,591.4408004,525.3938604,207.1743664,263.2005664,293.2263664
OxTG(14:1(OH)_18:1(OHOH)_14:0)+NH4,840.6923504,769.6340904,545.4564304,491.4095004,541.4251604,207.1743664,279.2318664,193.1950664
OxTG(14:1(OH)_18:1(OHOH)_14:1)+NH4,838.6767504,767.6184904,543.4408304,489.3939004,541.4251604,207.1743664,279.2318664,191.1794664
OxTG(14:1(OH)_18:1(OHOH)_16:0)+NH4,868.7236504,797.6653904,573.4877304,519.4408004,541.4251604,207.1743664,279.2318664,221.2263664
OxTG(14:1(OH)_18:1(OHOH)_16:1)+NH4,866.7080504,795.6497904,571.4721304,517.4252004,541.4251604,207.1743664,279.2318664,219.2107664
OxTG(14:1(OH)_18:1(OHOH)_18:0)+NH4,896.7549504,825.6966904,601.5190304,547.4721004,541.4251604,207.1743664,279.2318664,249.2576664
OxTG(14:1(OH)_18:1(OHOH)_18:1)+NH4,894.7393504,823.6810904,599.5034304,545.4565004,541.4251604,207.1743664,279.2318664,247.2420664
OxTG(14:1(OH)_18:1(OHOH)_18:2)+NH4,892.7236504,821.6653904,597.4877304,543.4408004,541.4251604,207.1743664,279.2318664,245.2263664
OxTG(14:1(OH)_18:1(OHOH)_18:3)+NH4,890.7080504,819.6497904,595.4721304,541.4252004,541.4251604,207.1743664,279.2318664,243.2107664
OxTG(14:1(OH)_18:1(OHOH)_18:4)+NH4,888.6923504,817.6340904,593.4564304,539.4095004,541.4251604,207.1743664,279.2318664,241.1950664
OxTG(14:1(OH)_18:1(OHOH)_20:4)+NH4,916.7236504,845.6653904,621.4877304,567.4408004,541.4251604,207.1743664,279.2318664,269.2263664
OxTG(14:1(OH)_18:1(OHOH)_20:5)+NH4,914.7080504,843.6497904,619.4721304,565.4252004,541.4251604,207.1743664,279.2318664,267.2107664
OxTG(14:1(OH)_18:1(OHOH)_22:5)+NH4,942.7393504,871.6810904,647.5034304,593.4565004,541.4251604,207.1743664,279.2318664,295.2420664
OxTG(14:1(OH)_18:1(OHOH)_22:6)+NH4,940.7236504,869.6653904,645.4877304,591.4408004,541.4251604,207.1743664,279.2318664,293.2263664
OxTG(14:1(OH)_18:3(OHOH)_14:0)+NH4,836.6610504,765.6027904,541.4251304,491.4095004,537.3938604,207.1743664,275.2005664,193.1950664
OxTG(14:1(OH)_18:3(OHOH)_14:1)+NH4,834.6454504,763.5871904,539.4095304,489.3939004,537.3938604,207.1743664,275.2005664,191.1794664
OxTG(14:1(OH)_18:3(OHOH)_16:0)+NH4,864.6923504,793.6340904,569.4564304,519.4408004,537.3938604,207.1743664,275.2005664,221.2263664
OxTG(14:1(OH)_18:3(OHOH)_16:1)+NH4,862.6767504,791.6184904,567.4408304,517.4252004,537.3938604,207.1743664,275.2005664,219.2107664
OxTG(14:1(OH)_18:3(OHOH)_18:0)+NH4,892.7236504,821.6653904,597.4877304,547.4721004,537.3938604,207.1743664,275.2005664,249.2576664
OxTG(14:1(OH)_18:3(OHOH)_18:1)+NH4,890.7080504,819.6497904,595.4721304,545.4565004,537.3938604,207.1743664,275.2005664,247.2420664
OxTG(14:1(OH)_18:3(OHOH)_18:2)+NH4,888.6923504,817.6340904,593.4564304,543.4408004,537.3938604,207.1743664,275.2005664,245.2263664
OxTG(14:1(OH)_18:3(OHOH)_18:3)+NH4,886.6767504,815.6184904,591.4408304,541.4252004,537.3938604,207.1743664,275.2005664,243.2107664
OxTG(14:1(OH)_18:3(OHOH)_18:4)+NH4,884.6610504,813.6027904,589.4251304,539.4095004,537.3938604,207.1743664,275.2005664,241.1950664
OxTG(14:1(OH)_18:3(OHOH)_20:4)+NH4,912.6923504,841.6340904,617.4564304,567.4408004,537.3938604,207.1743664,275.2005664,269.2263664
OxTG(14:1(OH)_18:3(OHOH)_20:5)+NH4,910.6767504,839.6184904,615.4408304,565.4252004,537.3938604,207.1743664,275.2005664,267.2107664
OxTG(14:1(OH)_18:3(OHOH)_22:5)+NH4,938.7080504,867.6497904,643.4721304,593.4565004,537.3938604,207.1743664,275.2005664,295.2420664
OxTG(14:1(OH)_18:3(OHOH)_22:6)+NH4,936.6923504,865.6340904,641.4564304,591.4408004,537.3938604,207.1743664,275.2005664,293.2263664
OxTG(14:1(OH)_18:4(OHOH)_14:0)+NH4,834.6453504,763.5870904,539.4094304,491.4095004,535.3781604,207.1743664,273.1848664,193.1950664
OxTG(14:1(OH)_18:4(OHOH)_14:1)+NH4,832.6297504,761.5714904,537.3938304,489.3939004,535.3781604,207.1743664,273.1848664,191.1794664
OxTG(14:1(OH)_18:4(OHOH)_16:0)+NH4,862.6766504,791.6183904,567.4407304,519.4408004,535.3781604,207.1743664,273.1848664,221.2263664
OxTG(14:1(OH)_18:4(OHOH)_16:1)+NH4,860.6610504,789.6027904,565.4251304,517.4252004,535.3781604,207.1743664,273.1848664,219.2107664
OxTG(14:1(OH)_18:4(OHOH)_18:0)+NH4,890.7079504,819.6496904,595.4720304,547.4721004,535.3781604,207.1743664,273.1848664,249.2576664
OxTG(14:1(OH)_18:4(OHOH)_18:1)+NH4,888.6923504,817.6340904,593.4564304,545.4565004,535.3781604,207.1743664,273.1848664,247.2420664
OxTG(14:1(OH)_18:4(OHOH)_18:2)+NH4,886.6766504,815.6183904,591.4407304,543.4408004,535.3781604,207.1743664,273.1848664,245.2263664
OxTG(14:1(OH)_18:4(OHOH)_18:3)+NH4,884.6610504,813.6027904,589.4251304,541.4252004,535.3781604,207.1743664,273.1848664,243.2107664
OxTG(14:1(OH)_18:4(OHOH)_18:4)+NH4,882.6453504,811.5870904,587.4094304,539.4095004,535.3781604,207.1743664,273.1848664,241.1950664
OxTG(14:1(OH)_18:4(OHOH)_20:4)+NH4,910.6766504,839.6183904,615.4407304,567.4408004,535.3781604,207.1743664,273.1848664,269.2263664
OxTG(14:1(OH)_18:4(OHOH)_20:5)+NH4,908.6610504,837.6027904,613.4251304,565.4252004,535.3781604,207.1743664,273.1848664,267.2107664
OxTG(14:1(OH)_18:4(OHOH)_22:5)+NH4,936.6923504,865.6340904,641.4564304,593.4565004,535.3781604,207.1743664,273.1848664,295.2420664
OxTG(14:1(OH)_18:4(OHOH)_22:6)+NH4,934.6766504,863.6183904,639.4407304,591.4408004,535.3781604,207.1743664,273.1848664,293.2263664
OxTG(14:1(OH)_20:1(OHOH)_14:0)+NH4,868.7236504,797.6653904,573.4877304,491.4095004,569.4564604,207.1743664,307.2631664,193.1950664
OxTG(14:1(OH)_20:1(OHOH)_14:1)+NH4,866.7080504,795.6497904,571.4721304,489.3939004,569.4564604,207.1743664,307.2631664,191.1794664
OxTG(14:1(OH)_20:1(OHOH)_16:0)+NH4,896.7549504,825.6966904,601.5190304,519.4408004,569.4564604,207.1743664,307.2631664,221.2263664
OxTG(14:1(OH)_20:1(OHOH)_16:1)+NH4,894.7393504,823.6810904,599.5034304,517.4252004,569.4564604,207.1743664,307.2631664,219.2107664
OxTG(14:1(OH)_20:1(OHOH)_18:0)+NH4,924.7862504,853.7279904,629.5503304,547.4721004,569.4564604,207.1743664,307.2631664,249.2576664
OxTG(14:1(OH)_20:1(OHOH)_18:1)+NH4,922.7706504,851.7123904,627.5347304,545.4565004,569.4564604,207.1743664,307.2631664,247.2420664
OxTG(14:1(OH)_20:1(OHOH)_18:2)+NH4,920.7549504,849.6966904,625.5190304,543.4408004,569.4564604,207.1743664,307.2631664,245.2263664
OxTG(14:1(OH)_20:1(OHOH)_18:3)+NH4,918.7393504,847.6810904,623.5034304,541.4252004,569.4564604,207.1743664,307.2631664,243.2107664
OxTG(14:1(OH)_20:1(OHOH)_18:4)+NH4,916.7236504,845.6653904,621.4877304,539.4095004,569.4564604,207.1743664,307.2631664,241.1950664
OxTG(14:1(OH)_20:1(OHOH)_20:4)+NH4,944.7549504,873.6966904,649.5190304,567.4408004,569.4564604,207.1743664,307.2631664,269.2263664
OxTG(14:1(OH)_20:1(OHOH)_20:5)+NH4,942.7393504,871.6810904,647.5034304,565.4252004,569.4564604,207.1743664,307.2631664,267.2107664
OxTG(14:1(OH)_20:1(OHOH)_22:5)+NH4,970.7706504,899.7123904,675.5347304,593.4565004,569.4564604,207.1743664,307.2631664,295.2420664
OxTG(14:1(OH)_20:1(OHOH)_22:6)+NH4,968.7549504,897.6966904,673.5190304,591.4408004,569.4564604,207.1743664,307.2631664,293.2263664
OxTG(14:1(OH)_20:2(OHOH)_14:0)+NH4,866.7079504,795.6496904,571.4720304,491.4095004,567.4407604,207.1743664,305.2474664,193.1950664
OxTG(14:1(OH)_20:2(OHOH)_14:1)+NH4,864.6923504,793.6340904,569.4564304,489.3939004,567.4407604,207.1743664,305.2474664,191.1794664
OxTG(14:1(OH)_20:2(OHOH)_16:0)+NH4,894.7392504,823.6809904,599.5033304,519.4408004,567.4407604,207.1743664,305.2474664,221.2263664
OxTG(14:1(OH)_20:2(OHOH)_16:1)+NH4,892.7236504,821.6653904,597.4877304,517.4252004,567.4407604,207.1743664,305.2474664,219.2107664
OxTG(14:1(OH)_20:2(OHOH)_18:0)+NH4,922.7705504,851.7122904,627.5346304,547.4721004,567.4407604,207.1743664,305.2474664,249.2576664
OxTG(14:1(OH)_20:2(OHOH)_18:1)+NH4,920.7549504,849.6966904,625.5190304,545.4565004,567.4407604,207.1743664,305.2474664,247.2420664
OxTG(14:1(OH)_20:2(OHOH)_18:2)+NH4,918.7392504,847.6809904,623.5033304,543.4408004,567.4407604,207.1743664,305.2474664,245.2263664
OxTG(14:1(OH)_20:2(OHOH)_18:3)+NH4,916.7236504,845.6653904,621.4877304,541.4252004,567.4407604,207.1743664,305.2474664,243.2107664
OxTG(14:1(OH)_20:2(OHOH)_18:4)+NH4,914.7079504,843.6496904,619.4720304,539.4095004,567.4407604,207.1743664,305.2474664,241.1950664
OxTG(14:1(OH)_20:2(OHOH)_20:4)+NH4,942.7392504,871.6809904,647.5033304,567.4408004,567.4407604,207.1743664,305.2474664,269.2263664
OxTG(14:1(OH)_20:2(OHOH)_20:5)+NH4,940.7236504,869.6653904,645.4877304,565.4252004,567.4407604,207.1743664,305.2474664,267.2107664
OxTG(14:1(OH)_20:2(OHOH)_22:5)+NH4,968.7549504,897.6966904,673.5190304,593.4565004,567.4407604,207.1743664,305.2474664,295.2420664
OxTG(14:1(OH)_20:2(OHOH)_22:6)+NH4,966.7392504,895.6809904,671.5033304,591.4408004,567.4407604,207.1743664,305.2474664,293.2263664
OxTG(14:1(OH)_20:3(OHOH)_14:0)+NH4,864.6923504,793.6340904,569.4564304,491.4095004,565.4251604,207.1743664,303.2318664,193.1950664
OxTG(14:1(OH)_20:3(OHOH)_14:1)+NH4,862.6767504,791.6184904,567.4408304,489.3939004,565.4251604,207.1743664,303.2318664,191.1794664
OxTG(14:1(OH)_20:3(OHOH)_16:0)+NH4,892.7236504,821.6653904,597.4877304,519.4408004,565.4251604,207.1743664,303.2318664,221.2263664
OxTG(14:1(OH)_20:3(OHOH)_16:1)+NH4,890.7080504,819.6497904,595.4721304,517.4252004,565.4251604,207.1743664,303.2318664,219.2107664
OxTG(14:1(OH)_20:3(OHOH)_18:0)+NH4,920.7549504,849.6966904,625.5190304,547.4721004,565.4251604,207.1743664,303.2318664,249.2576664
OxTG(14:1(OH)_20:3(OHOH)_18:1)+NH4,918.7393504,847.6810904,623.5034304,545.4565004,565.4251604,207.1743664,303.2318664,247.2420664
OxTG(14:1(OH)_20:3(OHOH)_18:2)+NH4,916.7236504,845.6653904,621.4877304,543.4408004,565.4251604,207.1743664,303.2318664,245.2263664
OxTG(14:1(OH)_20:3(OHOH)_18:3)+NH4,914.7080504,843.6497904,619.4721304,541.4252004,565.4251604,207.1743664,303.2318664,243.2107664
OxTG(14:1(OH)_20:3(OHOH)_18:4)+NH4,912.6923504,841.6340904,617.4564304,539.4095004,565.4251604,207.1743664,303.2318664,241.1950664
OxTG(14:1(OH)_20:3(OHOH)_20:4)+NH4,940.7236504,869.6653904,645.4877304,567.4408004,565.4251604,207.1743664,303.2318664,269.2263664
OxTG(14:1(OH)_20:3(OHOH)_20:5)+NH4,938.7080504,867.6497904,643.4721304,565.4252004,565.4251604,207.1743664,303.2318664,267.2107664
OxTG(14:1(OH)_20:3(OHOH)_22:5)+NH4,966.7393504,895.6810904,671.5034304,593.4565004,565.4251604,207.1743664,303.2318664,295.2420664
OxTG(14:1(OH)_20:3(OHOH)_22:6)+NH4,964.7236504,893.6653904,669.4877304,591.4408004,565.4251604,207.1743664,303.2318664,293.2263664
OxTG(14:1(OH)_20:5(OHOH)_14:0)+NH4,860.6610504,789.6027904,565.4251304,491.4095004,561.3938604,207.1743664,299.2005664,193.1950664
OxTG(14:1(OH)_20:5(OHOH)_14:1)+NH4,858.6454504,787.5871904,563.4095304,489.3939004,561.3938604,207.1743664,299.2005664,191.1794664
OxTG(14:1(OH)_20:5(OHOH)_16:0)+NH4,888.6923504,817.6340904,593.4564304,519.4408004,561.3938604,207.1743664,299.2005664,221.2263664
OxTG(14:1(OH)_20:5(OHOH)_16:1)+NH4,886.6767504,815.6184904,591.4408304,517.4252004,561.3938604,207.1743664,299.2005664,219.2107664
OxTG(14:1(OH)_20:5(OHOH)_18:0)+NH4,916.7236504,845.6653904,621.4877304,547.4721004,561.3938604,207.1743664,299.2005664,249.2576664
OxTG(14:1(OH)_20:5(OHOH)_18:1)+NH4,914.7080504,843.6497904,619.4721304,545.4565004,561.3938604,207.1743664,299.2005664,247.2420664
OxTG(14:1(OH)_20:5(OHOH)_18:2)+NH4,912.6923504,841.6340904,617.4564304,543.4408004,561.3938604,207.1743664,299.2005664,245.2263664
OxTG(14:1(OH)_20:5(OHOH)_18:3)+NH4,910.6767504,839.6184904,615.4408304,541.4252004,561.3938604,207.1743664,299.2005664,243.2107664
OxTG(14:1(OH)_20:5(OHOH)_18:4)+NH4,908.6610504,837.6027904,613.4251304,539.4095004,561.3938604,207.1743664,299.2005664,241.1950664
OxTG(14:1(OH)_20:5(OHOH)_20:4)+NH4,936.6923504,865.6340904,641.4564304,567.4408004,561.3938604,207.1743664,299.2005664,269.2263664
OxTG(14:1(OH)_20:5(OHOH)_20:5)+NH4,934.6767504,863.6184904,639.4408304,565.4252004,561.3938604,207.1743664,299.2005664,267.2107664
OxTG(14:1(OH)_20:5(OHOH)_22:5)+NH4,962.7080504,891.6497904,667.4721304,593.4565004,561.3938604,207.1743664,299.2005664,295.2420664
OxTG(14:1(OH)_20:5(OHOH)_22:6)+NH4,960.6923504,889.6340904,665.4564304,591.4408004,561.3938604,207.1743664,299.2005664,293.2263664
OxTG(14:1(OH)_22:1(OHOH)_14:0)+NH4,896.7549504,825.6966904,601.5190304,491.4095004,597.4877604,207.1743664,335.2944664,193.1950664
OxTG(14:1(OH)_22:1(OHOH)_14:1)+NH4,894.7393504,823.6810904,599.5034304,489.3939004,597.4877604,207.1743664,335.2944664,191.1794664
OxTG(14:1(OH)_22:1(OHOH)_16:0)+NH4,924.7862504,853.7279904,629.5503304,519.4408004,597.4877604,207.1743664,335.2944664,221.2263664
OxTG(14:1(OH)_22:1(OHOH)_16:1)+NH4,922.7706504,851.7123904,627.5347304,517.4252004,597.4877604,207.1743664,335.2944664,219.2107664
OxTG(14:1(OH)_22:1(OHOH)_18:0)+NH4,952.8175504,881.7592904,657.5816304,547.4721004,597.4877604,207.1743664,335.2944664,249.2576664
OxTG(14:1(OH)_22:1(OHOH)_18:1)+NH4,950.8019504,879.7436904,655.5660304,545.4565004,597.4877604,207.1743664,335.2944664,247.2420664
OxTG(14:1(OH)_22:1(OHOH)_18:2)+NH4,948.7862504,877.7279904,653.5503304,543.4408004,597.4877604,207.1743664,335.2944664,245.2263664
OxTG(14:1(OH)_22:1(OHOH)_18:3)+NH4,946.7706504,875.7123904,651.5347304,541.4252004,597.4877604,207.1743664,335.2944664,243.2107664
OxTG(14:1(OH)_22:1(OHOH)_18:4)+NH4,944.7549504,873.6966904,649.5190304,539.4095004,597.4877604,207.1743664,335.2944664,241.1950664
OxTG(14:1(OH)_22:1(OHOH)_20:4)+NH4,972.7862504,901.7279904,677.5503304,567.4408004,597.4877604,207.1743664,335.2944664,269.2263664
OxTG(14:1(OH)_22:1(OHOH)_20:5)+NH4,970.7706504,899.7123904,675.5347304,565.4252004,597.4877604,207.1743664,335.2944664,267.2107664
OxTG(14:1(OH)_22:1(OHOH)_22:5)+NH4,998.8019504,927.7436904,703.5660304,593.4565004,597.4877604,207.1743664,335.2944664,295.2420664
OxTG(14:1(OH)_22:1(OHOH)_22:6)+NH4,996.7862504,925.7279904,701.5503304,591.4408004,597.4877604,207.1743664,335.2944664,293.2263664
OxTG(14:1(OH)_22:2(OHOH)_14:0)+NH4,894.7392504,823.6809904,599.5033304,491.4095004,595.4720604,207.1743664,333.2787664,193.1950664
OxTG(14:1(OH)_22:2(OHOH)_14:1)+NH4,892.7236504,821.6653904,597.4877304,489.3939004,595.4720604,207.1743664,333.2787664,191.1794664
OxTG(14:1(OH)_22:2(OHOH)_16:0)+NH4,922.7705504,851.7122904,627.5346304,519.4408004,595.4720604,207.1743664,333.2787664,221.2263664
OxTG(14:1(OH)_22:2(OHOH)_16:1)+NH4,920.7549504,849.6966904,625.5190304,517.4252004,595.4720604,207.1743664,333.2787664,219.2107664
OxTG(14:1(OH)_22:2(OHOH)_18:0)+NH4,950.8018504,879.7435904,655.5659304,547.4721004,595.4720604,207.1743664,333.2787664,249.2576664
OxTG(14:1(OH)_22:2(OHOH)_18:1)+NH4,948.7862504,877.7279904,653.5503304,545.4565004,595.4720604,207.1743664,333.2787664,247.2420664
OxTG(14:1(OH)_22:2(OHOH)_18:2)+NH4,946.7705504,875.7122904,651.5346304,543.4408004,595.4720604,207.1743664,333.2787664,245.2263664
OxTG(14:1(OH)_22:2(OHOH)_18:3)+NH4,944.7549504,873.6966904,649.5190304,541.4252004,595.4720604,207.1743664,333.2787664,243.2107664
OxTG(14:1(OH)_22:2(OHOH)_18:4)+NH4,942.7392504,871.6809904,647.5033304,539.4095004,595.4720604,207.1743664,333.2787664,241.1950664
OxTG(14:1(OH)_22:2(OHOH)_20:4)+NH4,970.7705504,899.7122904,675.5346304,567.4408004,595.4720604,207.1743664,333.2787664,269.2263664
OxTG(14:1(OH)_22:2(OHOH)_20:5)+NH4,968.7549504,897.6966904,673.5190304,565.4252004,595.4720604,207.1743664,333.2787664,267.2107664
OxTG(14:1(OH)_22:2(OHOH)_22:5)+NH4,996.7862504,925.7279904,701.5503304,593.4565004,595.4720604,207.1743664,333.2787664,295.2420664
OxTG(14:1(OH)_22:2(OHOH)_22:6)+NH4,994.7705504,923.7122904,699.5346304,591.4408004,595.4720604,207.1743664,333.2787664,293.2263664
OxTG(14:1(OH)_22:3(OHOH)_14:0)+NH4,892.7236504,821.6653904,597.4877304,491.4095004,593.4564604,207.1743664,331.2631664,193.1950664
OxTG(14:1(OH)_22:3(OHOH)_14:1)+NH4,890.7080504,819.6497904,595.4721304,489.3939004,593.4564604,207.1743664,331.2631664,191.1794664
OxTG(14:1(OH)_22:3(OHOH)_16:0)+NH4,920.7549504,849.6966904,625.5190304,519.4408004,593.4564604,207.1743664,331.2631664,221.2263664
OxTG(14:1(OH)_22:3(OHOH)_16:1)+NH4,918.7393504,847.6810904,623.5034304,517.4252004,593.4564604,207.1743664,331.2631664,219.2107664
OxTG(14:1(OH)_22:3(OHOH)_18:0)+NH4,948.7862504,877.7279904,653.5503304,547.4721004,593.4564604,207.1743664,331.2631664,249.2576664
OxTG(14:1(OH)_22:3(OHOH)_18:1)+NH4,946.7706504,875.7123904,651.5347304,545.4565004,593.4564604,207.1743664,331.2631664,247.2420664
OxTG(14:1(OH)_22:3(OHOH)_18:2)+NH4,944.7549504,873.6966904,649.5190304,543.4408004,593.4564604,207.1743664,331.2631664,245.2263664
OxTG(14:1(OH)_22:3(OHOH)_18:3)+NH4,942.7393504,871.6810904,647.5034304,541.4252004,593.4564604,207.1743664,331.2631664,243.2107664
OxTG(14:1(OH)_22:3(OHOH)_18:4)+NH4,940.7236504,869.6653904,645.4877304,539.4095004,593.4564604,207.1743664,331.2631664,241.1950664
OxTG(14:1(OH)_22:3(OHOH)_20:4)+NH4,968.7549504,897.6966904,673.5190304,567.4408004,593.4564604,207.1743664,331.2631664,269.2263664
OxTG(14:1(OH)_22:3(OHOH)_20:5)+NH4,966.7393504,895.6810904,671.5034304,565.4252004,593.4564604,207.1743664,331.2631664,267.2107664
OxTG(14:1(OH)_22:3(OHOH)_22:5)+NH4,994.7706504,923.7123904,699.5347304,593.4565004,593.4564604,207.1743664,331.2631664,295.2420664
OxTG(14:1(OH)_22:3(OHOH)_22:6)+NH4,992.7549504,921.6966904,697.5190304,591.4408004,593.4564604,207.1743664,331.2631664,293.2263664
OxTG(14:1(OH)_22:4(OHOH)_14:0)+NH4,890.7079504,819.6496904,595.4720304,491.4095004,591.4407604,207.1743664,329.2474664,193.1950664
OxTG(14:1(OH)_22:4(OHOH)_14:1)+NH4,888.6923504,817.6340904,593.4564304,489.3939004,591.4407604,207.1743664,329.2474664,191.1794664
OxTG(14:1(OH)_22:4(OHOH)_16:0)+NH4,918.7392504,847.6809904,623.5033304,519.4408004,591.4407604,207.1743664,329.2474664,221.2263664
OxTG(14:1(OH)_22:4(OHOH)_16:1)+NH4,916.7236504,845.6653904,621.4877304,517.4252004,591.4407604,207.1743664,329.2474664,219.2107664
OxTG(14:1(OH)_22:4(OHOH)_18:0)+NH4,946.7705504,875.7122904,651.5346304,547.4721004,591.4407604,207.1743664,329.2474664,249.2576664
OxTG(14:1(OH)_22:4(OHOH)_18:1)+NH4,944.7549504,873.6966904,649.5190304,545.4565004,591.4407604,207.1743664,329.2474664,247.2420664
OxTG(14:1(OH)_22:4(OHOH)_18:2)+NH4,942.7392504,871.6809904,647.5033304,543.4408004,591.4407604,207.1743664,329.2474664,245.2263664
OxTG(14:1(OH)_22:4(OHOH)_18:3)+NH4,940.7236504,869.6653904,645.4877304,541.4252004,591.4407604,207.1743664,329.2474664,243.2107664
OxTG(14:1(OH)_22:4(OHOH)_18:4)+NH4,938.7079504,867.6496904,643.4720304,539.4095004,591.4407604,207.1743664,329.2474664,241.1950664
OxTG(14:1(OH)_22:4(OHOH)_20:4)+NH4,966.7392504,895.6809904,671.5033304,567.4408004,591.4407604,207.1743664,329.2474664,269.2263664
OxTG(14:1(OH)_22:4(OHOH)_20:5)+NH4,964.7236504,893.6653904,669.4877304,565.4252004,591.4407604,207.1743664,329.2474664,267.2107664
OxTG(14:1(OH)_22:4(OHOH)_22:5)+NH4,992.7549504,921.6966904,697.5190304,593.4565004,591.4407604,207.1743664,329.2474664,295.2420664
OxTG(14:1(OH)_22:4(OHOH)_22:6)+NH4,990.7392504,919.6809904,695.5033304,591.4408004,591.4407604,207.1743664,329.2474664,293.2263664
OxTG(14:1(OH)_22:5(OHOH)_14:0)+NH4,888.6923504,817.6340904,593.4564304,491.4095004,589.4251604,207.1743664,327.2318664,193.1950664
OxTG(14:1(OH)_22:5(OHOH)_14:1)+NH4,886.6767504,815.6184904,591.4408304,489.3939004,589.4251604,207.1743664,327.2318664,191.1794664
OxTG(14:1(OH)_22:5(OHOH)_16:0)+NH4,916.7236504,845.6653904,621.4877304,519.4408004,589.4251604,207.1743664,327.2318664,221.2263664
OxTG(14:1(OH)_22:5(OHOH)_16:1)+NH4,914.7080504,843.6497904,619.4721304,517.4252004,589.4251604,207.1743664,327.2318664,219.2107664
OxTG(14:1(OH)_22:5(OHOH)_18:0)+NH4,944.7549504,873.6966904,649.5190304,547.4721004,589.4251604,207.1743664,327.2318664,249.2576664
OxTG(14:1(OH)_22:5(OHOH)_18:1)+NH4,942.7393504,871.6810904,647.5034304,545.4565004,589.4251604,207.1743664,327.2318664,247.2420664
OxTG(14:1(OH)_22:5(OHOH)_18:2)+NH4,940.7236504,869.6653904,645.4877304,543.4408004,589.4251604,207.1743664,327.2318664,245.2263664
OxTG(14:1(OH)_22:5(OHOH)_18:3)+NH4,938.7080504,867.6497904,643.4721304,541.4252004,589.4251604,207.1743664,327.2318664,243.2107664
OxTG(14:1(OH)_22:5(OHOH)_18:4)+NH4,936.6923504,865.6340904,641.4564304,539.4095004,589.4251604,207.1743664,327.2318664,241.1950664
OxTG(14:1(OH)_22:5(OHOH)_20:4)+NH4,964.7236504,893.6653904,669.4877304,567.4408004,589.4251604,207.1743664,327.2318664,269.2263664
OxTG(14:1(OH)_22:5(OHOH)_20:5)+NH4,962.7080504,891.6497904,667.4721304,565.4252004,589.4251604,207.1743664,327.2318664,267.2107664
OxTG(14:1(OH)_22:5(OHOH)_22:5)+NH4,990.7393504,919.6810904,695.5034304,593.4565004,589.4251604,207.1743664,327.2318664,295.2420664
