OxTG,[M+NH4]+,[M+H-nH2O]+,[M+H-nH2O-R1COOH]+,[M+H-nH2O-R2COOH]+,[M+H-nH2O-R3COOH]+,[R1CO-nH2O]+,[R2CO-nH2O]+,[R3CO-nH2O]+
OxTG(20:3(OHOH)_20:5(OHOH)_18:4)+NH4,1004.71855,915.6497204,613.4251304,617.4564304,639.4407904,303.2318664,299.2005664,241.1950664
OxTG(20:3(OHOH)_20:5(OHOH)_20:4)+NH4,1032.74985,943.6810204,641.4564304,645.4877304,639.4407904,303.2318664,299.2005664,269.2263664
OxTG(20:3(OHOH)_20:5(OHOH)_20:5)+NH4,1030.73425,941.6654204,639.4408304,643.4721304,639.4407904,303.2318664,299.2005664,267.2107664
OxTG(20:3(OHOH)_20:5(OHOH)_22:5)+NH4,1058.76555,969.6967204,667.4721304,671.5034304,639.4407904,303.2318664,299.2005664,295.2420664
OxTG(20:3(OHOH)_20:5(OHOH)_22:6)+NH4,1056.74985,967.6810204,665.4564304,669.4877304,639.4407904,303.2318664,299.2005664,293.2263664
OxTG(20:3(OHOH)_22:1(OHOH)_14:0)+NH4,992.8124504,903.7436204,601.5190304,569.4564304,675.5346904,303.2318664,335.2944664,193.1950664
OxTG(20:3(OHOH)_22:1(OHOH)_14:1)+NH4,990.7968504,901.7280204,599.5034304,567.4408304,675.5346904,303.2318664,335.2944664,191.1794664
OxTG(20:3(OHOH)_22:1(OHOH)_16:0)+NH4,1020.84375,931.7749204,629.5503304,597.4877304,675.5346904,303.2318664,335.2944664,221.2263664
OxTG(20:3(OHOH)_22:1(OHOH)_16:1)+NH4,1018.82815,929.7593204,627.5347304,595.4721304,675.5346904,303.2318664,335.2944664,219.2107664
OxTG(20:3(OHOH)_22:1(OHOH)_18:0)+NH4,1048.87505,959.8062204,657.5816304,625.5190304,675.5346904,303.2318664,335.2944664,249.2576664
OxTG(20:3(OHOH)_22:1(OHOH)_18:1)+NH4,1046.85945,957.7906204,655.5660304,623.5034304,675.5346904,303.2318664,335.2944664,247.2420664
OxTG(20:3(OHOH)_22:1(OHOH)_18:2)+NH4,1044.84375,955.7749204,653.5503304,621.4877304,675.5346904,303.2318664,335.2944664,245.2263664
OxTG(20:3(OHOH)_22:1(OHOH)_18:3)+NH4,1042.82815,953.7593204,651.5347304,619.4721304,675.5346904,303.2318664,335.2944664,243.2107664
OxTG(20:3(OHOH)_22:1(OHOH)_18:4)+NH4,1040.81245,951.7436204,649.5190304,617.4564304,675.5346904,303.2318664,335.2944664,241.1950664
OxTG(20:3(OHOH)_22:1(OHOH)_20:4)+NH4,1068.84375,979.7749204,677.5503304,645.4877304,675.5346904,303.2318664,335.2944664,269.2263664
OxTG(20:3(OHOH)_22:1(OHOH)_20:5)+NH4,1066.82815,977.7593204,675.5347304,643.4721304,675.5346904,303.2318664,335.2944664,267.2107664
OxTG(20:3(OHOH)_22:1(OHOH)_22:5)+NH4,1094.85945,1005.79062,703.5660304,671.5034304,675.5346904,303.2318664,335.2944664,295.2420664
OxTG(20:3(OHOH)_22:1(OHOH)_22:6)+NH4,1092.84375,1003.77492,701.5503304,669.4877304,675.5346904,303.2318664,335.2944664,293.2263664
OxTG(20:3(OHOH)_22:2(OHOH)_14:0)+NH4,990.7967504,901.7279204,599.5033304,569.4564304,673.5189904,303.2318664,333.2787664,193.1950664
OxTG(20:3(OHOH)_22:2(OHOH)_14:1)+NH4,988.7811504,899.7123204,597.4877304,567.4408304,673.5189904,303.2318664,333.2787664,191.1794664
OxTG(20:3(OHOH)_22:2(OHOH)_16:0)+NH4,1018.82805,929.7592204,627.5346304,597.4877304,673.5189904,303.2318664,333.2787664,221.2263664
OxTG(20:3(OHOH)_22:2(OHOH)_16:1)+NH4,1016.81245,927.7436204,625.5190304,595.4721304,673.5189904,303.2318664,333.2787664,219.2107664
OxTG(20:3(OHOH)_22:2(OHOH)_18:0)+NH4,1046.85935,957.7905204,655.5659304,625.5190304,673.5189904,303.2318664,333.2787664,249.2576664
OxTG(20:3(OHOH)_22:2(OHOH)_18:1)+NH4,1044.84375,955.7749204,653.5503304,623.5034304,673.5189904,303.2318664,333.2787664,247.2420664
OxTG(20:3(OHOH)_22:2(OHOH)_18:2)+NH4,1042.82805,953.7592204,651.5346304,621.4877304,673.5189904,303.2318664,333.2787664,245.2263664
OxTG(20:3(OHOH)_22:2(OHOH)_18:3)+NH4,1040.81245,951.7436204,649.5190304,619.4721304,673.5189904,303.2318664,333.2787664,243.2107664
OxTG(20:3(OHOH)_22:2(OHOH)_18:4)+NH4,1038.79675,949.7279204,647.5033304,617.4564304,673.5189904,303.2318664,333.2787664,241.1950664
OxTG(20:3(OHOH)_22:2(OHOH)_20:4)+NH4,1066.82805,977.7592204,675.5346304,645.4877304,673.5189904,303.2318664,333.2787664,269.2263664
OxTG(20:3(OHOH)_22:2(OHOH)_20:5)+NH4,1064.81245,975.7436204,673.5190304,643.4721304,673.5189904,303.2318664,333.2787664,267.2107664
OxTG(20:3(OHOH)_22:2(OHOH)_22:5)+NH4,1092.84375,1003.77492,701.5503304,671.5034304,673.5189904,303.2318664,333.2787664,295.2420664
OxTG(20:3(OHOH)_22:2(OHOH)_22:6)+NH4,1090.82805,1001.75922,699.5346304,669.4877304,673.5189904,303.2318664,333.2787664,293.2263664
OxTG(20:3(OHOH)_22:3(OHOH)_14:0)+NH4,988.7811504,899.7123204,597.4877304,569.4564304,671.5033904,303.2318664,331.2631664,193.1950664
OxTG(20:3(OHOH)_22:3(OHOH)_14:1)+NH4,986.7655504,897.6967204,595.4721304,567.4408304,671.5033904,303.2318664,331.2631664,191.1794664
OxTG(20:3(OHOH)_22:3(OHOH)_16:0)+NH4,1016.81245,927.7436204,625.5190304,597.4877304,671.5033904,303.2318664,331.2631664,221.2263664
OxTG(20:3(OHOH)_22:3(OHOH)_16:1)+NH4,1014.79685,925.7280204,623.5034304,595.4721304,671.5033904,303.2318664,331.2631664,219.2107664
OxTG(20:3(OHOH)_22:3(OHOH)_18:0)+NH4,1044.84375,955.7749204,653.5503304,625.5190304,671.5033904,303.2318664,331.2631664,249.2576664
OxTG(20:3(OHOH)_22:3(OHOH)_18:1)+NH4,1042.82815,953.7593204,651.5347304,623.5034304,671.5033904,303.2318664,331.2631664,247.2420664
OxTG(20:3(OHOH)_22:3(OHOH)_18:2)+NH4,1040.81245,951.7436204,649.5190304,621.4877304,671.5033904,303.2318664,331.2631664,245.2263664
OxTG(20:3(OHOH)_22:3(OHOH)_18:3)+NH4,1038.79685,949.7280204,647.5034304,619.4721304,671.5033904,303.2318664,331.2631664,243.2107664
OxTG(20:3(OHOH)_22:3(OHOH)_18:4)+NH4,1036.78115,947.7123204,645.4877304,617.4564304,671.5033904,303.2318664,331.2631664,241.1950664
OxTG(20:3(OHOH)_22:3(OHOH)_20:4)+NH4,1064.81245,975.7436204,673.5190304,645.4877304,671.5033904,303.2318664,331.2631664,269.2263664
OxTG(20:3(OHOH)_22:3(OHOH)_20:5)+NH4,1062.79685,973.7280204,671.5034304,643.4721304,671.5033904,303.2318664,331.2631664,267.2107664
OxTG(20:3(OHOH)_22:3(OHOH)_22:5)+NH4,1090.82815,1001.75932,699.5347304,671.5034304,671.5033904,303.2318664,331.2631664,295.2420664
OxTG(20:3(OHOH)_22:3(OHOH)_22:6)+NH4,1088.81245,999.7436204,697.5190304,669.4877304,671.5033904,303.2318664,331.2631664,293.2263664
OxTG(20:3(OHOH)_22:4(OHOH)_14:0)+NH4,986.7654504,897.6966204,595.4720304,569.4564304,669.4876904,303.2318664,329.2474664,193.1950664
OxTG(20:3(OHOH)_22:4(OHOH)_14:1)+NH4,984.7498504,895.6810204,593.4564304,567.4408304,669.4876904,303.2318664,329.2474664,191.1794664
OxTG(20:3(OHOH)_22:4(OHOH)_16:0)+NH4,1014.79675,925.7279204,623.5033304,597.4877304,669.4876904,303.2318664,329.2474664,221.2263664
OxTG(20:3(OHOH)_22:4(OHOH)_16:1)+NH4,1012.78115,923.7123204,621.4877304,595.4721304,669.4876904,303.2318664,329.2474664,219.2107664
OxTG(20:3(OHOH)_22:4(OHOH)_18:0)+NH4,1042.82805,953.7592204,651.5346304,625.5190304,669.4876904,303.2318664,329.2474664,249.2576664
OxTG(20:3(OHOH)_22:4(OHOH)_18:1)+NH4,1040.81245,951.7436204,649.5190304,623.5034304,669.4876904,303.2318664,329.2474664,247.2420664
OxTG(20:3(OHOH)_22:4(OHOH)_18:2)+NH4,1038.79675,949.7279204,647.5033304,621.4877304,669.4876904,303.2318664,329.2474664,245.2263664
OxTG(20:3(OHOH)_22:4(OHOH)_18:3)+NH4,1036.78115,947.7123204,645.4877304,619.4721304,669.4876904,303.2318664,329.2474664,243.2107664
OxTG(20:3(OHOH)_22:4(OHOH)_18:4)+NH4,1034.76545,945.6966204,643.4720304,617.4564304,669.4876904,303.2318664,329.2474664,241.1950664
OxTG(20:3(OHOH)_22:4(OHOH)_20:4)+NH4,1062.79675,973.7279204,671.5033304,645.4877304,669.4876904,303.2318664,329.2474664,269.2263664
OxTG(20:3(OHOH)_22:4(OHOH)_20:5)+NH4,1060.78115,971.7123204,669.4877304,643.4721304,669.4876904,303.2318664,329.2474664,267.2107664
OxTG(20:3(OHOH)_22:4(OHOH)_22:5)+NH4,1088.81245,999.7436204,697.5190304,671.5034304,669.4876904,303.2318664,329.2474664,295.2420664
OxTG(20:3(OHOH)_22:4(OHOH)_22:6)+NH4,1086.79675,997.7279204,695.5033304,669.4877304,669.4876904,303.2318664,329.2474664,293.2263664
OxTG(20:3(OHOH)_22:5(OHOH)_14:0)+NH4,984.7498504,895.6810204,593.4564304,569.4564304,667.4720904,303.2318664,327.2318664,193.1950664
OxTG(20:3(OHOH)_22:5(OHOH)_14:1)+NH4,982.7342504,893.6654204,591.4408304,567.4408304,667.4720904,303.2318664,327.2318664,191.1794664
OxTG(20:3(OHOH)_22:5(OHOH)_16:0)+NH4,1012.78115,923.7123204,621.4877304,597.4877304,667.4720904,303.2318664,327.2318664,221.2263664
OxTG(20:3(OHOH)_22:5(OHOH)_16:1)+NH4,1010.76555,921.6967204,619.4721304,595.4721304,667.4720904,303.2318664,327.2318664,219.2107664
OxTG(20:3(OHOH)_22:5(OHOH)_18:0)+NH4,1040.81245,951.7436204,649.5190304,625.5190304,667.4720904,303.2318664,327.2318664,249.2576664
OxTG(20:3(OHOH)_22:5(OHOH)_18:1)+NH4,1038.79685,949.7280204,647.5034304,623.5034304,667.4720904,303.2318664,327.2318664,247.2420664
OxTG(20:3(OHOH)_22:5(OHOH)_18:2)+NH4,1036.78115,947.7123204,645.4877304,621.4877304,667.4720904,303.2318664,327.2318664,245.2263664
OxTG(20:3(OHOH)_22:5(OHOH)_18:3)+NH4,1034.76555,945.6967204,643.4721304,619.4721304,667.4720904,303.2318664,327.2318664,243.2107664
OxTG(20:3(OHOH)_22:5(OHOH)_18:4)+NH4,1032.74985,943.6810204,641.4564304,617.4564304,667.4720904,303.2318664,327.2318664,241.1950664
OxTG(20:3(OHOH)_22:5(OHOH)_20:4)+NH4,1060.78115,971.7123204,669.4877304,645.4877304,667.4720904,303.2318664,327.2318664,269.2263664
OxTG(20:3(OHOH)_22:5(OHOH)_20:5)+NH4,1058.76555,969.6967204,667.4721304,643.4721304,667.4720904,303.2318664,327.2318664,267.2107664
OxTG(20:3(OHOH)_22:5(OHOH)_22:5)+NH4,1086.79685,997.7280204,695.5034304,671.5034304,667.4720904,303.2318664,327.2318664,295.2420664
OxTG(20:3(OHOH)_22:5(OHOH)_22:6)+NH4,1084.78115,995.7123204,693.4877304,669.4877304,667.4720904,303.2318664,327.2318664,293.2263664
OxTG(20:3(OHOH)_22:6(OHOH)_14:0)+NH4,982.7341504,893.6653204,591.4407304,569.4564304,665.4563904,303.2318664,325.2161664,193.1950664
OxTG(20:3(OHOH)_22:6(OHOH)_14:1)+NH4,980.7185504,891.6497204,589.4251304,567.4408304,665.4563904,303.2318664,325.2161664,191.1794664
OxTG(20:3(OHOH)_22:6(OHOH)_16:0)+NH4,1010.76545,921.6966204,619.4720304,597.4877304,665.4563904,303.2318664,325.2161664,221.2263664
OxTG(20:3(OHOH)_22:6(OHOH)_16:1)+NH4,1008.74985,919.6810204,617.4564304,595.4721304,665.4563904,303.2318664,325.2161664,219.2107664
OxTG(20:3(OHOH)_22:6(OHOH)_18:0)+NH4,1038.79675,949.7279204,647.5033304,625.5190304,665.4563904,303.2318664,325.2161664,249.2576664
OxTG(20:3(OHOH)_22:6(OHOH)_18:1)+NH4,1036.78115,947.7123204,645.4877304,623.5034304,665.4563904,303.2318664,325.2161664,247.2420664
OxTG(20:3(OHOH)_22:6(OHOH)_18:2)+NH4,1034.76545,945.6966204,643.4720304,621.4877304,665.4563904,303.2318664,325.2161664,245.2263664
OxTG(20:3(OHOH)_22:6(OHOH)_18:3)+NH4,1032.74985,943.6810204,641.4564304,619.4721304,665.4563904,303.2318664,325.2161664,243.2107664
OxTG(20:3(OHOH)_22:6(OHOH)_18:4)+NH4,1030.73415,941.6653204,639.4407304,617.4564304,665.4563904,303.2318664,325.2161664,241.1950664
OxTG(20:3(OHOH)_22:6(OHOH)_20:4)+NH4,1058.76545,969.6966204,667.4720304,645.4877304,665.4563904,303.2318664,325.2161664,269.2263664
OxTG(20:3(OHOH)_22:6(OHOH)_20:5)+NH4,1056.74985,967.6810204,665.4564304,643.4721304,665.4563904,303.2318664,325.2161664,267.2107664
OxTG(20:3(OHOH)_22:6(OHOH)_22:5)+NH4,1084.78115,995.7123204,693.4877304,671.5034304,665.4563904,303.2318664,325.2161664,295.2420664
OxTG(20:3(OHOH)_22:6(OHOH)_22:6)+NH4,1082.76545,993.6966204,691.4720304,669.4877304,665.4563904,303.2318664,325.2161664,293.2263664
OxTG(20:3(OHOH)_24:1(OHOH)_14:0)+NH4,1020.84375,931.7749204,629.5503304,569.4564304,703.5659904,303.2318664,363.3257664,193.1950664
OxTG(20:3(OHOH)_24:1(OHOH)_14:1)+NH4,1018.82815,929.7593204,627.5347304,567.4408304,703.5659904,303.2318664,363.3257664,191.1794664
OxTG(20:3(OHOH)_24:1(OHOH)_16:0)+NH4,1048.87505,959.8062204,657.5816304,597.4877304,703.5659904,303.2318664,363.3257664,221.2263664
OxTG(20:3(OHOH)_24:1(OHOH)_16:1)+NH4,1046.85945,957.7906204,655.5660304,595.4721304,703.5659904,303.2318664,363.3257664,219.2107664
OxTG(20:3(OHOH)_24:1(OHOH)_18:0)+NH4,1076.90635,987.8375204,685.6129304,625.5190304,703.5659904,303.2318664,363.3257664,249.2576664
OxTG(20:3(OHOH)_24:1(OHOH)_18:1)+NH4,1074.89075,985.8219204,683.5973304,623.5034304,703.5659904,303.2318664,363.3257664,247.2420664
OxTG(20:3(OHOH)_24:1(OHOH)_18:2)+NH4,1072.87505,983.8062204,681.5816304,621.4877304,703.5659904,303.2318664,363.3257664,245.2263664
OxTG(20:3(OHOH)_24:1(OHOH)_18:3)+NH4,1070.85945,981.7906204,679.5660304,619.4721304,703.5659904,303.2318664,363.3257664,243.2107664
OxTG(20:3(OHOH)_24:1(OHOH)_18:4)+NH4,1068.84375,979.7749204,677.5503304,617.4564304,703.5659904,303.2318664,363.3257664,241.1950664
OxTG(20:3(OHOH)_24:1(OHOH)_20:4)+NH4,1096.87505,1007.80622,705.5816304,645.4877304,703.5659904,303.2318664,363.3257664,269.2263664
OxTG(20:3(OHOH)_24:1(OHOH)_20:5)+NH4,1094.85945,1005.79062,703.5660304,643.4721304,703.5659904,303.2318664,363.3257664,267.2107664
OxTG(20:3(OHOH)_24:1(OHOH)_22:5)+NH4,1122.89075,1033.82192,731.5973304,671.5034304,703.5659904,303.2318664,363.3257664,295.2420664
OxTG(20:3(OHOH)_24:1(OHOH)_22:6)+NH4,1120.87505,1031.80622,729.5816304,669.4877304,703.5659904,303.2318664,363.3257664,293.2263664
OxTG(20:3(OHOH)_14:1(OHOHOH)_14:0)+NH4,896.6822504,789.6028504,487.3782604,569.4564304,561.3939204,303.2318664,239.1642664,193.1950664
OxTG(20:3(OHOH)_14:1(OHOHOH)_14:1)+NH4,894.6666504,787.5872504,485.3626604,567.4408304,561.3939204,303.2318664,239.1642664,191.1794664
OxTG(20:3(OHOH)_14:1(OHOHOH)_16:0)+NH4,924.7135504,817.6341504,515.4095604,597.4877304,561.3939204,303.2318664,239.1642664,221.2263664
OxTG(20:3(OHOH)_14:1(OHOHOH)_16:1)+NH4,922.6979504,815.6185504,513.3939604,595.4721304,561.3939204,303.2318664,239.1642664,219.2107664
OxTG(20:3(OHOH)_14:1(OHOHOH)_18:0)+NH4,952.7448504,845.6654504,543.4408604,625.5190304,561.3939204,303.2318664,239.1642664,249.2576664
OxTG(20:3(OHOH)_14:1(OHOHOH)_18:1)+NH4,950.7292504,843.6498504,541.4252604,623.5034304,561.3939204,303.2318664,239.1642664,247.2420664
OxTG(20:3(OHOH)_14:1(OHOHOH)_18:2)+NH4,948.7135504,841.6341504,539.4095604,621.4877304,561.3939204,303.2318664,239.1642664,245.2263664
OxTG(20:3(OHOH)_14:1(OHOHOH)_18:3)+NH4,946.6979504,839.6185504,537.3939604,619.4721304,561.3939204,303.2318664,239.1642664,243.2107664
OxTG(20:3(OHOH)_14:1(OHOHOH)_18:4)+NH4,944.6822504,837.6028504,535.3782604,617.4564304,561.3939204,303.2318664,239.1642664,241.1950664
OxTG(20:3(OHOH)_14:1(OHOHOH)_20:4)+NH4,972.7135504,865.6341504,563.4095604,645.4877304,561.3939204,303.2318664,239.1642664,269.2263664
OxTG(20:3(OHOH)_14:1(OHOHOH)_20:5)+NH4,970.6979504,863.6185504,561.3939604,643.4721304,561.3939204,303.2318664,239.1642664,267.2107664
OxTG(20:3(OHOH)_14:1(OHOHOH)_22:5)+NH4,998.7292504,891.6498504,589.4252604,671.5034304,561.3939204,303.2318664,239.1642664,295.2420664
OxTG(20:3(OHOH)_14:1(OHOHOH)_22:6)+NH4,996.7135504,889.6341504,587.4095604,669.4877304,561.3939204,303.2318664,239.1642664,293.2263664
OxTG(20:3(OHOH)_15:1(OHOHOH)_14:0)+NH4,910.6978504,803.6184504,501.3938604,569.4564304,575.4095204,303.2318664,253.1798664,193.1950664
OxTG(20:3(OHOH)_15:1(OHOHOH)_14:1)+NH4,908.6822504,801.6028504,499.3782604,567.4408304,575.4095204,303.2318664,253.1798664,191.1794664
OxTG(20:3(OHOH)_15:1(OHOHOH)_16:0)+NH4,938.7291504,831.6497504,529.4251604,597.4877304,575.4095204,303.2318664,253.1798664,221.2263664
OxTG(20:3(OHOH)_15:1(OHOHOH)_16:1)+NH4,936.7135504,829.6341504,527.4095604,595.4721304,575.4095204,303.2318664,253.1798664,219.2107664
OxTG(20:3(OHOH)_15:1(OHOHOH)_18:0)+NH4,966.7604504,859.6810504,557.4564604,625.5190304,575.4095204,303.2318664,253.1798664,249.2576664
OxTG(20:3(OHOH)_15:1(OHOHOH)_18:1)+NH4,964.7448504,857.6654504,555.4408604,623.5034304,575.4095204,303.2318664,253.1798664,247.2420664
OxTG(20:3(OHOH)_15:1(OHOHOH)_18:2)+NH4,962.7291504,855.6497504,553.4251604,621.4877304,575.4095204,303.2318664,253.1798664,245.2263664
OxTG(20:3(OHOH)_15:1(OHOHOH)_18:3)+NH4,960.7135504,853.6341504,551.4095604,619.4721304,575.4095204,303.2318664,253.1798664,243.2107664
OxTG(20:3(OHOH)_15:1(OHOHOH)_18:4)+NH4,958.6978504,851.6184504,549.3938604,617.4564304,575.4095204,303.2318664,253.1798664,241.1950664
OxTG(20:3(OHOH)_15:1(OHOHOH)_20:4)+NH4,986.7291504,879.6497504,577.4251604,645.4877304,575.4095204,303.2318664,253.1798664,269.2263664
OxTG(20:3(OHOH)_15:1(OHOHOH)_20:5)+NH4,984.7135504,877.6341504,575.4095604,643.4721304,575.4095204,303.2318664,253.1798664,267.2107664
OxTG(20:3(OHOH)_15:1(OHOHOH)_22:5)+NH4,1012.74485,905.6654504,603.4408604,671.5034304,575.4095204,303.2318664,253.1798664,295.2420664
OxTG(20:3(OHOH)_15:1(OHOHOH)_22:6)+NH4,1010.72915,903.6497504,601.4251604,669.4877304,575.4095204,303.2318664,253.1798664,293.2263664
OxTG(20:3(OHOH)_16:1(OHOHOH)_14:0)+NH4,924.7135504,817.6341504,515.4095604,569.4564304,589.4252204,303.2318664,267.1955664,193.1950664
OxTG(20:3(OHOH)_16:1(OHOHOH)_14:1)+NH4,922.6979504,815.6185504,513.3939604,567.4408304,589.4252204,303.2318664,267.1955664,191.1794664
OxTG(20:3(OHOH)_16:1(OHOHOH)_16:0)+NH4,952.7448504,845.6654504,543.4408604,597.4877304,589.4252204,303.2318664,267.1955664,221.2263664
OxTG(20:3(OHOH)_16:1(OHOHOH)_16:1)+NH4,950.7292504,843.6498504,541.4252604,595.4721304,589.4252204,303.2318664,267.1955664,219.2107664
OxTG(20:3(OHOH)_16:1(OHOHOH)_18:0)+NH4,980.7761504,873.6967504,571.4721604,625.5190304,589.4252204,303.2318664,267.1955664,249.2576664
OxTG(20:3(OHOH)_16:1(OHOHOH)_18:1)+NH4,978.7605504,871.6811504,569.4565604,623.5034304,589.4252204,303.2318664,267.1955664,247.2420664
OxTG(20:3(OHOH)_16:1(OHOHOH)_18:2)+NH4,976.7448504,869.6654504,567.4408604,621.4877304,589.4252204,303.2318664,267.1955664,245.2263664
OxTG(20:3(OHOH)_16:1(OHOHOH)_18:3)+NH4,974.7292504,867.6498504,565.4252604,619.4721304,589.4252204,303.2318664,267.1955664,243.2107664
OxTG(20:3(OHOH)_16:1(OHOHOH)_18:4)+NH4,972.7135504,865.6341504,563.4095604,617.4564304,589.4252204,303.2318664,267.1955664,241.1950664
OxTG(20:3(OHOH)_16:1(OHOHOH)_20:4)+NH4,1000.74485,893.6654504,591.4408604,645.4877304,589.4252204,303.2318664,267.1955664,269.2263664
OxTG(20:3(OHOH)_16:1(OHOHOH)_20:5)+NH4,998.7292504,891.6498504,589.4252604,643.4721304,589.4252204,303.2318664,267.1955664,267.2107664
OxTG(20:3(OHOH)_16:1(OHOHOH)_22:5)+NH4,1026.76055,919.6811504,617.4565604,671.5034304,589.4252204,303.2318664,267.1955664,295.2420664
OxTG(20:3(OHOH)_16:1(OHOHOH)_22:6)+NH4,1024.74485,917.6654504,615.4408604,669.4877304,589.4252204,303.2318664,267.1955664,293.2263664
OxTG(20:3(OHOH)_17:1(OHOHOH)_14:0)+NH4,938.7291504,831.6497504,529.4251604,569.4564304,603.4408204,303.2318664,281.2111664,193.1950664
OxTG(20:3(OHOH)_17:1(OHOHOH)_14:1)+NH4,936.7135504,829.6341504,527.4095604,567.4408304,603.4408204,303.2318664,281.2111664,191.1794664
OxTG(20:3(OHOH)_17:1(OHOHOH)_16:0)+NH4,966.7604504,859.6810504,557.4564604,597.4877304,603.4408204,303.2318664,281.2111664,221.2263664
OxTG(20:3(OHOH)_17:1(OHOHOH)_16:1)+NH4,964.7448504,857.6654504,555.4408604,595.4721304,603.4408204,303.2318664,281.2111664,219.2107664
OxTG(20:3(OHOH)_17:1(OHOHOH)_18:0)+NH4,994.7917504,887.7123504,585.4877604,625.5190304,603.4408204,303.2318664,281.2111664,249.2576664
OxTG(20:3(OHOH)_17:1(OHOHOH)_18:1)+NH4,992.7761504,885.6967504,583.4721604,623.5034304,603.4408204,303.2318664,281.2111664,247.2420664
OxTG(20:3(OHOH)_17:1(OHOHOH)_18:2)+NH4,990.7604504,883.6810504,581.4564604,621.4877304,603.4408204,303.2318664,281.2111664,245.2263664
OxTG(20:3(OHOH)_17:1(OHOHOH)_18:3)+NH4,988.7448504,881.6654504,579.4408604,619.4721304,603.4408204,303.2318664,281.2111664,243.2107664
OxTG(20:3(OHOH)_17:1(OHOHOH)_18:4)+NH4,986.7291504,879.6497504,577.4251604,617.4564304,603.4408204,303.2318664,281.2111664,241.1950664
OxTG(20:3(OHOH)_17:1(OHOHOH)_20:4)+NH4,1014.76045,907.6810504,605.4564604,645.4877304,603.4408204,303.2318664,281.2111664,269.2263664
OxTG(20:3(OHOH)_17:1(OHOHOH)_20:5)+NH4,1012.74485,905.6654504,603.4408604,643.4721304,603.4408204,303.2318664,281.2111664,267.2107664
OxTG(20:3(OHOH)_17:1(OHOHOH)_22:5)+NH4,1040.77615,933.6967504,631.4721604,671.5034304,603.4408204,303.2318664,281.2111664,295.2420664
OxTG(20:3(OHOH)_17:1(OHOHOH)_22:6)+NH4,1038.76045,931.6810504,629.4564604,669.4877304,603.4408204,303.2318664,281.2111664,293.2263664
OxTG(20:3(OHOH)_17:2(OHOHOH)_14:0)+NH4,936.7135504,829.6341504,527.4095604,569.4564304,601.4252204,303.2318664,279.1955664,193.1950664
OxTG(20:3(OHOH)_17:2(OHOHOH)_14:1)+NH4,934.6979504,827.6185504,525.3939604,567.4408304,601.4252204,303.2318664,279.1955664,191.1794664
OxTG(20:3(OHOH)_17:2(OHOHOH)_16:0)+NH4,964.7448504,857.6654504,555.4408604,597.4877304,601.4252204,303.2318664,279.1955664,221.2263664
OxTG(20:3(OHOH)_17:2(OHOHOH)_16:1)+NH4,962.7292504,855.6498504,553.4252604,595.4721304,601.4252204,303.2318664,279.1955664,219.2107664
OxTG(20:3(OHOH)_17:2(OHOHOH)_18:0)+NH4,992.7761504,885.6967504,583.4721604,625.5190304,601.4252204,303.2318664,279.1955664,249.2576664
OxTG(20:3(OHOH)_17:2(OHOHOH)_18:1)+NH4,990.7605504,883.6811504,581.4565604,623.5034304,601.4252204,303.2318664,279.1955664,247.2420664
OxTG(20:3(OHOH)_17:2(OHOHOH)_18:2)+NH4,988.7448504,881.6654504,579.4408604,621.4877304,601.4252204,303.2318664,279.1955664,245.2263664
OxTG(20:3(OHOH)_17:2(OHOHOH)_18:3)+NH4,986.7292504,879.6498504,577.4252604,619.4721304,601.4252204,303.2318664,279.1955664,243.2107664
OxTG(20:3(OHOH)_17:2(OHOHOH)_18:4)+NH4,984.7135504,877.6341504,575.4095604,617.4564304,601.4252204,303.2318664,279.1955664,241.1950664
OxTG(20:3(OHOH)_17:2(OHOHOH)_20:4)+NH4,1012.74485,905.6654504,603.4408604,645.4877304,601.4252204,303.2318664,279.1955664,269.2263664
OxTG(20:3(OHOH)_17:2(OHOHOH)_20:5)+NH4,1010.72925,903.6498504,601.4252604,643.4721304,601.4252204,303.2318664,279.1955664,267.2107664
OxTG(20:3(OHOH)_17:2(OHOHOH)_22:5)+NH4,1038.76055,931.6811504,629.4565604,671.5034304,601.4252204,303.2318664,279.1955664,295.2420664
OxTG(20:3(OHOH)_17:2(OHOHOH)_22:6)+NH4,1036.74485,929.6654504,627.4408604,669.4877304,601.4252204,303.2318664,279.1955664,293.2263664
OxTG(20:3(OHOH)_18:1(OHOHOH)_14:0)+NH4,952.7448504,845.6654504,543.4408604,569.4564304,617.4565204,303.2318664,295.2268664,193.1950664
OxTG(20:3(OHOH)_18:1(OHOHOH)_14:1)+NH4,950.7292504,843.6498504,541.4252604,567.4408304,617.4565204,303.2318664,295.2268664,191.1794664
OxTG(20:3(OHOH)_18:1(OHOHOH)_16:0)+NH4,980.7761504,873.6967504,571.4721604,597.4877304,617.4565204,303.2318664,295.2268664,221.2263664
OxTG(20:3(OHOH)_18:1(OHOHOH)_16:1)+NH4,978.7605504,871.6811504,569.4565604,595.4721304,617.4565204,303.2318664,295.2268664,219.2107664
OxTG(20:3(OHOH)_18:1(OHOHOH)_18:0)+NH4,1008.80745,901.7280504,599.5034604,625.5190304,617.4565204,303.2318664,295.2268664,249.2576664
OxTG(20:3(OHOH)_18:1(OHOHOH)_18:1)+NH4,1006.79185,899.7124504,597.4878604,623.5034304,617.4565204,303.2318664,295.2268664,247.2420664
